"variable","scenario","pm","pop_size","rural_urban_class","prop","STATEFP"
"AAAA00024","A",5.59,1.60000744091222,666,0.00100730762810141,38
"AAAA00024","A",5.9,2.79999098025761,666,0.00176277447273658,38
"AAAA00024","A",6,0.400009622066203,666,0.000251831793601862,38
"AAAA00024","A",6.07,0.051935605911851,666,3.26968054443857e-05,38
"AAAA00024","A",6.08,1.19999939154713,666,0.000755476824616088,38
"AAAA00024","A",6.13,1.41379347167328,666,0.000890073953508947,38
"AAAA00024","A",6.14,1.19270463305942,666,0.000750884304805281,38
"AAAA00024","A",6.16,0.621781047683111,666,0.00039145117474141,38
"AAAA00024","A",6.18,2.19999999416016,666,0.00138504154373003,38
"AAAA00024","A",6.22,1.60136766046962,666,0.00100816397382895,38
"AAAA00024","A",6.23,1.20617700444088,666,0.000759366029398651,38
"AAAA00024","A",6.26,1.60109386562135,666,0.00100799160235608,38
"AAAA00024","A",6.29,11.5999953599115,666,0.00730294341963679,38
"AAAA00024","A",6.39,2.20000017841762,666,0.00138504165973195,38
"AAAA00024","A",6.44,1.19999714384884,666,0.000755475409545398,38
"AAAA00024","A",6.45,1.5999983152461,666,0.00100730188290745,38
"AAAA00024","A",6.47,7.18003691629409,666,0.00452029520044561,38
"AAAA00024","A",6.48,1.20000001741554,666,0.00075547721864052,38
"AAAA00024","A",6.5,5.99021318823416,666,0.00377122461069416,38
"AAAA00024","A",6.51,2.79999998719513,666,0.00176278014318325,38
"AAAA00024","A",6.55,2.39999996734625,666,0.001510954394795,38
"AAAA00024","A",6.57,1.80000001383749,666,0.00113321582022607,38
"AAAA00024","A",6.6,3.99393242194791,666,0.00251443742815093,38
"AAAA00024","A",6.64,3.22128967375539,666,0.00202800910653773,38
"AAAA00024","A",6.68,1.59999999291007,666,0.00100730293910486,38
"AAAA00024","A",6.69,0.400000475558076,666,0.000251826035286512,38
"AAAA00024","A",6.7,2.99095201454927,666,0.00188299673020461,38
"AAAA00024","A",6.72,0.4,666,0.000251825735892106,38
"AAAA00024","A",6.75,19.8042497174153,666,0.0124680493971978,38
"AAAA00024","A",6.8,2.77819901726075,666,0.00174905502994103,38
"AAAA00024","A",6.81,13.3999908701867,666,0.00843615640458066,38
"AAAA00024","A",6.82,4.99999578487984,666,0.00314781904496198,38
"AAAA00024","A",6.85,8.4000000471837,666,0.0052883404834394,38
"AAAA00024","A",6.86,4.20203261819948,666,0.00264544989080179,38
"AAAA00024","A",6.87,9.99999335494757,666,0.0062956392138146,38
"AAAA00024","A",6.88,5.19754975759712,666,0.00327219198135683,38
"AAAA00024","A",6.9,12.4000029531937,666,0.00780659967188073,38
"AAAA00024","A",6.91,3.42857699009521,666,0.00215850980898367,38
"AAAA00024","A",6.93,4.91179463420233e-06,666,3.09229074577224e-09,38
"AAAA00024","A",6.97,1.20000000321883,666,0.000755477209702778,38
"AAAA00024","A",6.98,4.55535969586946,666,0.00286789201916391,38
"AAAA00024","A",6.99,1.40134295674143,666,0.000882235553296575,38
"AAAA00024","A",7,8.97352835305005,666,0.00564941345263876,38
"AAAA00024","A",7.03,6.4761611342568,666,0.00407716010847518,38
"AAAA00024","A",7.04,7.91037516451828,666,0.00498009011746863,38
"AAAA00024","A",7.05,0.829774188176382,666,0.00052239623890448,38
"AAAA00024","A",7.07,2.57022570301226,666,0.00161812244767467,38
"AAAA00024","A",7.09,1.66168991736593,666,0.00104614071566292,38
"AAAA00024","A",7.13,3.00000528071458,666,0.00188869634374038,38
"AAAA00024","A",7.15,3.00904793914949,666,0.00189438927902736,38
"AAAA00024","A",7.16,5.35889390870306,666,0.00337376850531718,38
"AAAA00024","A",7.18,3.00002414410025,666,0.00188870821945533,38
"AAAA00024","A",7.19,0.435962965019884,666,0.000274466736219592,38
"AAAA00024","A",7.21,0.4,666,0.000251825735892106,38
"AAAA00024","A",7.24,0.0140021218416047,666,8.81523659203257e-06,38
"AAAA00024","A",7.25,1.80000433888363,666,0.00113321854312088,38
"AAAA00024","A",7.27,9.6727069940016,666,0.00608959139208293,38
"AAAA00024","A",7.28,2.79984218004817,666,0.00176268079343097,38
"AAAA00024","A",7.31,12.8031940781604,666,0.00806043442625548,38
"AAAA00024","A",7.32,0.706082279780746,666,0.000444524224265405,38
"AAAA00024","A",7.34,2.00000000622897,666,0.00125912868338207,38
"AAAA00024","A",7.35,25.915840040967,666,0.0163156887239466,38
"AAAA00024","A",7.36,3.99999999254346,666,0.00251825735422669,38
"AAAA00024","A",7.37,95.9382139002292,666,0.0603992782889987,38
"AAAA00024","A",7.4,96.6033251768543,666,0.0608180086307143,38
"AAAA00024","A",7.41,27.1437115327121,666,0.0170887128289207,38
"AAAA00024","A",7.42,0.800029227019064,666,0.000503669872073171,38
"AAAA00024","A",7.44,2.60000001316537,666,0.00163686729158713,38
"AAAA00024","A",7.46,16.0505321879312,666,0.0101048426992143,38
"AAAA00024","A",7.47,3.3999764645235,666,0.00214050393798618,38
"AAAA00024","A",7.48,5.59977561875093,666,0.00352541904005656,38
"AAAA00024","A",7.49,7.05628940811382,666,0.00444238818216483,38
"AAAA00024","A",7.5,6.40000314545522,666,0.00402921375454013,38
"AAAA00024","A",7.51,4.77808662120008,666,0.00300811294884984,38
"AAAA00024","A",7.56,2.36720635340717e-07,666,1.49030870488807e-10,38
"AAAA00024","A",7.57,8.54362734215865,666,0.00537876310656754,38
"AAAA00024","A",7.59,4.00026266676022,666,0.00251842272454652,38
"AAAA00024","A",7.61,8.36210448459058,666,0.00526448278859675,38
"AAAA00024","A",7.65,0.99999999609715,666,0.000629564337273169,38
"AAAA00024","A",7.66,12.3756692699041,666,0.0077912800526273,38
"AAAA00024","A",7.7,7.59991774940245,666,0.00478463719990687,38
