Year,Gender.Code,Race,Hispanic.Origin,county,rural_urban_class,attr,Education,source,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1991,A,American Indian or Alaska Native,All Origins,4019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,0,0,0
1991,A,American Indian or Alaska Native,All Origins,5119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,2910.02988649073,1746.01793189444,4074.04184108701
1991,A,American Indian or Alaska Native,All Origins,6019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,213366.757869219,128020.054721532,298713.461016906
1991,A,American Indian or Alaska Native,All Origins,9011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,982.12006234781,589.272037408686,1374.96808728693
1991,A,American Indian or Alaska Native,All Origins,12011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,17876.096411996,10725.6578471976,25026.5349767944
1991,A,American Indian or Alaska Native,All Origins,12099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,40728.0765863328,24436.8459517997,57019.3072208658
1991,A,American Indian or Alaska Native,All Origins,17099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,417.849602701897,250.709761621138,584.989443782655
1991,A,American Indian or Alaska Native,All Origins,17099,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,339.301605764297,203.580963458578,475.022248070015
1991,A,American Indian or Alaska Native,All Origins,17099,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,242.358289831641,145.414973898984,339.301605764297
1991,A,American Indian or Alaska Native,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,116.465214449827,69.8791286698964,163.051300229758
1991,A,American Indian or Alaska Native,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,83.0872652823466,49.852359169408,116.322171395285
1991,A,American Indian or Alaska Native,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,59.3480466302476,35.6088279781485,83.0872652823464
1991,A,American Indian or Alaska Native,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,3584.94619271039,2150.96771562623,5018.92466979454
1991,A,American Indian or Alaska Native,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,2311.23538025979,1386.74122815587,3235.7295323637
1991,A,American Indian or Alaska Native,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1650.88241447128,990.529448682766,2311.23538025978
1991,A,American Indian or Alaska Native,All Origins,18039,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,39050.5378059758,23430.3226835855,54670.752928366
1991,A,American Indian or Alaska Native,All Origins,18039,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,18090.1956787611,10854.1174072567,25326.2739502655
1991,A,American Indian or Alaska Native,All Origins,18039,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,12921.5683419722,7752.94100518333,18090.1956787611
1991,A,American Indian or Alaska Native,All Origins,26099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,310.210174326324,186.126104595794,434.294244056853
1991,A,American Indian or Alaska Native,All Origins,26099,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,310.210174326324,186.126104595794,434.294244056853
1991,A,American Indian or Alaska Native,All Origins,26099,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,255.866825369149,153.520095221489,358.213555516808
1991,A,American Indian or Alaska Native,All Origins,29019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,196.116303816242,117.669782289745,274.562825342739
1991,A,American Indian or Alaska Native,All Origins,29019,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,192.17741283529,115.306447701174,269.048377969406
1991,A,American Indian or Alaska Native,All Origins,29019,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,140.724171756135,84.4345030536811,197.013840458589
1991,A,American Indian or Alaska Native,All Origins,29099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,164.925097778491,98.9550586670945,230.895136889887
1991,A,American Indian or Alaska Native,All Origins,29099,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,145.535357199041,87.3212143194247,203.749500078657
1991,A,American Indian or Alaska Native,All Origins,29099,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,103.953826570744,62.3722959424462,145.535357199041
1991,A,American Indian or Alaska Native,All Origins,29510,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,135.89765496571,81.5385929794262,190.256716951994
1991,A,American Indian or Alaska Native,All Origins,29510,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,105.268563728566,63.1611382371397,147.375989219992
1991,A,American Indian or Alaska Native,All Origins,29510,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,75.1918312346901,45.115098740814,105.268563728566
1991,A,American Indian or Alaska Native,All Origins,37119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,822.635782568131,493.581469540878,1151.69009559538
1991,A,American Indian or Alaska Native,All Origins,37119,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,822.635782568131,493.581469540878,1151.69009559538
1991,A,American Indian or Alaska Native,All Origins,37119,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,808.638628613375,485.183177168025,1132.09408005872
1991,A,American Indian or Alaska Native,All Origins,39017,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,2176.70020752962,1306.02012451777,3047.38029054146
1991,A,American Indian or Alaska Native,All Origins,39017,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1085.59937460248,651.359624761487,1519.83912444347
1991,A,American Indian or Alaska Native,All Origins,39017,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,775.428124716056,465.256874829634,1085.59937460248
1991,A,American Indian or Alaska Native,All Origins,39099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,88.213152184174,52.9278913105044,123.498413057843
1991,A,American Indian or Alaska Native,All Origins,39099,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,42.1201990782755,25.2721194469653,58.9682787095856
1991,A,American Indian or Alaska Native,All Origins,39099,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,30.0858564844825,18.0515138906895,42.1201990782754
1991,A,American Indian or Alaska Native,All Origins,46099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,60.3217658849751,36.1930595309851,84.450472238965
1991,A,American Indian or Alaska Native,All Origins,46099,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,60.3217658849751,36.1930595309851,84.450472238965
1991,A,American Indian or Alaska Native,All Origins,46099,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,60.3217658849751,36.1930595309851,84.450472238965
1991,A,American Indian or Alaska Native,All Origins,48339,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,272.665782008691,163.599469205215,381.732094812167
1991,A,American Indian or Alaska Native,All Origins,48339,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,272.665782008691,163.599469205215,381.732094812167
1991,A,American Indian or Alaska Native,All Origins,48339,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,272.665782008691,163.599469205215,381.732094812167
1991,A,American Indian or Alaska Native,All Origins,48439,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,68.6181288439515,41.1708773063709,96.0653803815319
1991,A,American Indian or Alaska Native,All Origins,48439,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,68.6181288439515,41.1708773063709,96.0653803815319
1991,A,American Indian or Alaska Native,All Origins,48439,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,68.6181288439515,41.1708773063709,96.0653803815319
1991,A,American Indian or Alaska Native,All Origins,51059,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1214.93341351677,728.960048110063,1700.90677892348
1991,A,American Indian or Alaska Native,All Origins,51510,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,766.49776167102,459.898657002612,1073.09686633943
1991,A,American Indian or Alaska Native,All Origins,51510,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,555.781538982261,333.468923389357,778.094154575164
1991,A,American Indian or Alaska Native,All Origins,51510,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,396.986813558758,238.192088135255,555.78153898226
1991,A,American Indian or Alaska Native,All Origins,55079,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,177.959690663327,106.775814397996,249.143566928657
1991,A,American Indian or Alaska Native,All Origins,55079,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,177.959690663327,106.775814397996,249.143566928657
1991,A,American Indian or Alaska Native,All Origins,55079,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,177.959690663327,106.775814397996,249.143566928657
1991,A,American Indian or Alaska Native,All Origins,55139,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,22.0797958811091,13.2478775286654,30.9117142335526
1991,A,American Indian or Alaska Native,All Origins,55139,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,22.0797958811091,13.2478775286654,30.9117142335526
1991,A,American Indian or Alaska Native,All Origins,55139,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,21.5527364428656,12.9316418657193,30.1738310200117
1991,A,Asian or Pacific Islander,All Origins,4019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,0,0,0
1991,A,Asian or Pacific Islander,All Origins,5119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1474.47357113356,1151.93247744809,1797.01466481902
1991,A,Asian or Pacific Islander,All Origins,6019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,456888.974328203,356944.511193908,556833.437462497
1991,A,Asian or Pacific Islander,All Origins,9011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,182.093676913294,142.260685088511,221.926668738077
1991,A,Asian or Pacific Islander,All Origins,12011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,5202.37589745862,4064.35616988954,6340.39562502768
1991,A,Asian or Pacific Islander,All Origins,12099,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,433965.622932785,339035.642916237,528895.602949331
1991,A,Asian or Pacific Islander,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,189.668373236978,148.178416591389,231.158329882567
1991,A,Asian or Pacific Islander,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,134.471874364145,105.056151846988,163.887596881301
1991,A,Asian or Pacific Islander,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,96.0513388315321,75.0401084621343,117.06256920093
1991,A,Asian or Pacific Islander,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,188.474370189982,147.245601710923,229.70313866904
1991,A,Asian or Pacific Islander,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,122.782458073949,95.9237953702722,149.641120777625
1991,A,Asian or Pacific Islander,All Origins,17179,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,87.7017557671061,68.5169966930516,106.886514841161
1991,A,Asian or Pacific Islander,All Origins,18039,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,4104.26544879389,3206.45738187022,5002.07351571755
1991,A,Asian or Pacific Islander,All Origins,18039,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1902.18617214788,1486.08294699053,2318.28939730523
