Year,Gender.Code,Race,Hispanic.Origin,county,rural_urban_class,attr,Education,source,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2001,A,American Indian or Alaska Native,All Origins,1001,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,164.764797675525,98.8588786053151,230.670716745735
2001,A,American Indian or Alaska Native,All Origins,1003,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,22.7738289305619,13.6642973583371,31.8833605027865
2001,A,American Indian or Alaska Native,All Origins,1031,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,27.9818553800143,16.7891132280086,39.1745975320199
2001,A,American Indian or Alaska Native,All Origins,1039,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,30.2630361723486,18.1578217034092,42.368250641288
2001,A,American Indian or Alaska Native,All Origins,1043,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,121.391487219909,72.8348923319457,169.948082107873
2001,A,American Indian or Alaska Native,All Origins,1045,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,93.9639543562691,56.3783726137614,131.549536098776
2001,A,American Indian or Alaska Native,All Origins,1049,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,16.1192147577151,9.67152885462905,22.5669006608011
2001,A,American Indian or Alaska Native,All Origins,1053,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,62.2304195597373,37.3382517358424,87.122587383632
2001,A,American Indian or Alaska Native,All Origins,1055,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,19.2211031243031,11.5326618745818,26.9095443740242
2001,A,American Indian or Alaska Native,All Origins,1069,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,28.3862207065644,17.0317324239387,39.7407089891902
2001,A,American Indian or Alaska Native,All Origins,1073,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,22.0868654852862,13.2521192911717,30.9216116794007
2001,A,American Indian or Alaska Native,All Origins,1075,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,198.999263094607,119.399557856764,278.59896833245
2001,A,American Indian or Alaska Native,All Origins,1077,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,42.5384243934501,25.52305463607,59.55379415083
2001,A,American Indian or Alaska Native,All Origins,1079,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,195.05485075881,117.032910455286,273.076791062334
2001,A,American Indian or Alaska Native,All Origins,1083,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,298.06976532187,178.841859193122,417.297671450617
2001,A,American Indian or Alaska Native,All Origins,1087,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,169.310654700792,101.586392820475,237.034916581109
2001,A,American Indian or Alaska Native,All Origins,1089,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,58.9978359164647,35.3987015498788,82.5969702830504
