Year,Gender.Code,Race,Hispanic.Origin,county,rural_urban_class,attr,Education,source,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1999,A,American Indian or Alaska Native,All Origins,2130,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1077.69118940502,646.614713643012,1508.76766516703
1999,A,American Indian or Alaska Native,All Origins,2130,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1077.69118940502,646.614713643012,1508.76766516703
1999,A,American Indian or Alaska Native,All Origins,2130,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1077.69118940502,646.614713643012,1508.76766516703
1999,A,American Indian or Alaska Native,All Origins,4019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,0,0,0
1999,A,American Indian or Alaska Native,All Origins,4019,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,0,0,0
1999,A,American Indian or Alaska Native,All Origins,4019,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,0,0,0
1999,A,American Indian or Alaska Native,All Origins,6019,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,45798.8541992014,27479.3125195208,64118.3958788819
1999,A,American Indian or Alaska Native,All Origins,6019,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,36895.5456964434,22137.327417866,51653.7639750207
1999,A,American Indian or Alaska Native,All Origins,6019,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,26440.6140180376,15864.3684108226,37016.8596252526
1999,A,American Indian or Alaska Native,All Origins,8039,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,1.14319638132563,0.685917828795376,1.60047493385588
1999,A,American Indian or Alaska Native,All Origins,8039,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,1.14319638132563,0.685917828795376,1.60047493385588
1999,A,American Indian or Alaska Native,All Origins,8039,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,1.14319638132563,0.685917828795376,1.60047493385588
1999,A,American Indian or Alaska Native,All Origins,8119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,5.97789427763774,3.58673656658265,8.36905198869283
1999,A,American Indian or Alaska Native,All Origins,8119,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,5.97789427763774,3.58673656658265,8.36905198869283
1999,A,American Indian or Alaska Native,All Origins,8119,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,5.97789427763774,3.58673656658265,8.36905198869283
1999,A,American Indian or Alaska Native,All Origins,9011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,771.06852209867,462.641113259202,1079.49593093814
1999,A,American Indian or Alaska Native,All Origins,9011,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,763.786949985513,458.272169991308,1069.30172997972
1999,A,American Indian or Alaska Native,All Origins,9011,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,654.220898156634,392.53253889398,915.909257419286
1999,A,American Indian or Alaska Native,All Origins,12011,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,55307.5919396202,33184.5551637721,77430.6287154681
1999,A,American Indian or Alaska Native,All Origins,12011,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,49131.1095910332,29478.6657546199,68783.5534274463
1999,A,American Indian or Alaska Native,All Origins,12011,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,35093.6497078808,21056.1898247285,49131.1095910331
1999,A,American Indian or Alaska Native,All Origins,12111,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,43.0869839904745,25.8521903942847,60.3217775866642
1999,A,American Indian or Alaska Native,All Origins,12111,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,43.0869839904745,25.8521903942847,60.3217775866642
1999,A,American Indian or Alaska Native,All Origins,12111,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,41.3894316120129,24.8336589672077,57.945204256818
1999,A,American Indian or Alaska Native,All Origins,13179,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,175.092693065222,105.055615839133,245.12977029131
1999,A,American Indian or Alaska Native,All Origins,13179,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,113.100681783032,67.860409069819,158.340954496244
1999,A,American Indian or Alaska Native,All Origins,13179,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,80.7862012735941,48.4717207641565,113.100681783032
1999,A,American Indian or Alaska Native,All Origins,13311,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,136.506500125511,81.9039000753064,191.109100175715
1999,A,American Indian or Alaska Native,All Origins,13311,666,attributable,666,nvss,Deaths,age-adjusted rate,B,di_gee,25,150,95.4285531743006,57.2571319045804,133.599974444021
1999,A,American Indian or Alaska Native,All Origins,13311,666,attributable,666,nvss,Deaths,age-adjusted rate,D,di_gee,25,150,68.1632522673576,40.8979513604145,95.4285531743004
1999,A,American Indian or Alaska Native,All Origins,17119,666,attributable,666,nvss,Deaths,age-adjusted rate,A,di_gee,25,150,388.263862882052,232.958317729231,543.569408034873
