"variable","scenario","pm","pop_size","rural_urban_class","prop","STATEFP"
"AAAA00024","A",4.39,9,666,0.00286898310487727,38
"AAAA00024","A",4.41,21,666,0.0066942939113803,38
"AAAA00024","A",4.45,10,666,0.00318775900541919,38
"AAAA00024","A",4.49,1,666,0.000318775900541919,38
"AAAA00024","A",4.51,49,666,0.015620019126554,38
"AAAA00024","A",4.54,3,666,0.000956327701625757,38
"AAAA00024","A",4.61,7,666,0.00223143130379343,38
"AAAA00024","A",4.64,4,666,0.00127510360216768,38
"AAAA00024","A",4.67,1,666,0.000318775900541919,38
"AAAA00024","A",4.7,8,666,0.00255020720433535,38
"AAAA00024","A",4.72,8,666,0.00255020720433535,38
"AAAA00024","A",4.74,4,666,0.00127510360216768,38
"AAAA00024","A",4.79,1,666,0.000318775900541919,38
"AAAA00024","A",4.8,7,666,0.00223143130379343,38
"AAAA00024","A",4.89,19,666,0.00605674211029646,38
"AAAA00024","A",4.9,8,666,0.00255020720433535,38
"AAAA00024","A",4.91,22,666,0.00701306981192222,38
"AAAA00024","A",4.97,22,666,0.00701306981192222,38
"AAAA00024","A",4.99,129,666,0.0411220911699076,38
"AAAA00024","A",5.02,1,666,0.000318775900541919,38
"AAAA00024","A",5.07,14,666,0.00446286260758687,38
"AAAA00024","A",5.13,5,666,0.0015938795027096,38
"AAAA00024","A",5.16,13,666,0.00414408670704495,38
"AAAA00024","A",5.21,28,666,0.00892572521517373,38
"AAAA00024","A",5.28,110,666,0.0350653490596111,38
"AAAA00024","A",5.29,11,666,0.00350653490596111,38
"AAAA00024","A",5.3,26,666,0.0082881734140899,38
"AAAA00024","A",5.33,8,666,0.00255020720433535,38
"AAAA00024","A",5.37,8,666,0.00255020720433535,38
"AAAA00024","A",5.39,18,666,0.00573796620975454,38
"AAAA00024","A",5.66,4,666,0.00127510360216768,38
"AAAA00024","A",5.67,14,666,0.00446286260758687,38
"AAAA00024","A",5.7,29,666,0.00924450111571565,38
"AAAA00024","A",5.76,15,666,0.00478163850812879,38
"AAAA00024","A",5.86,73,666,0.0232706407395601,38
"AAAA00024","A",5.87,71,666,0.0226330889384763,38
"AAAA00024","A",5.91,5,666,0.0015938795027096,38
"AAAA00024","A",5.97,49,666,0.015620019126554,38
"AAAA00024","A",6.05,30,666,0.00956327701625757,38
"AAAA00024","A",6.09,408,666,0.130060567421103,38
"AAAA00024","A",6.11,19,666,0.00605674211029646,38
"AAAA00024","A",6.16,33,666,0.0105196047178833,38
"AAAA00024","A",6.22,91,666,0.0290086069493146,38
"AAAA00024","A",6.29,59,666,0.0188077781319732,38
"AAAA00024","A",6.32,52,666,0.0165763468281798,38
"AAAA00024","A",6.34,84,666,0.0267771756455212,38
"AAAA00024","A",6.36,17,666,0.00541919030921262,38
"AAAA00024","A",6.38,12,666,0.00382531080650303,38
"AAAA00024","A",6.57,64,666,0.0204016576346828,38
"AAAA00024","A",6.6,16,666,0.0051004144086707,38
"AAAA00024","A",6.72,50,666,0.015938795027096,38
"AAAA00024","A",6.78,46,666,0.0146636914249283,38
"AAAA00024","A",6.84,39,666,0.0124322601211348,38
"AAAA00024","A",6.95,48,666,0.0153012432260121,38
"AAAA00024","A",6.96,182,666,0.0580172138986293,38
"AAAA00024","A",6.99,31,666,0.00988205291679949,38
"AAAA00024","A",7.02,106,666,0.0337902454574434,38
"AAAA00024","A",7.09,20,666,0.00637551801083838,38
"AAAA00024","A",7.16,43,666,0.0137073637233025,38
"AAAA00024","A",7.21,23,666,0.00733184571246414,38
"AAAA00024","A",7.48,156,666,0.0497290404845394,38
"AAAA00024","A",7.5,78,666,0.0248645202422697,38
"AAAA00024","A",7.76,14,666,0.00446286260758687,38
"AAAA00024","A",7.84,51,666,0.0162575709276379,38
"AAAA00024","A",7.99,47,666,0.0149824673254702,38
"AAAA00024","A",8.08,196,666,0.0624800765062161,38
"AAAA00024","A",8.11,78,666,0.0248645202422697,38
"AAAA00024","A",8.64,26,666,0.0082881734140899,38
"AAAA00024","A",8.67,13,666,0.00414408670704495,38
"AAAA00024","A",8.7,7,666,0.00223143130379343,38
"AAAA00024","A",8.92,141,666,0.0449474019764106,38
"AAAA00024","A",9.13,7,666,0.00223143130379343,38
"AAAA00024","A",9.2,15,666,0.00478163850812879,38
"AAAA00024","B",4.39,9,666,0.00286898310487727,38
"AAAA00024","B",4.41,21,666,0.0066942939113803,38
"AAAA00024","B",4.45,10,666,0.00318775900541919,38
"AAAA00024","B",4.49,1,666,0.000318775900541919,38
"AAAA00024","B",4.51,49,666,0.015620019126554,38
"AAAA00024","B",4.54,3,666,0.000956327701625757,38
"AAAA00024","B",4.61,7,666,0.00223143130379343,38
"AAAA00024","B",4.64,4,666,0.00127510360216768,38
"AAAA00024","B",4.67,1,666,0.000318775900541919,38
"AAAA00024","B",4.7,8,666,0.00255020720433535,38
"AAAA00024","B",4.72,8,666,0.00255020720433535,38
"AAAA00024","B",4.74,4,666,0.00127510360216768,38
"AAAA00024","B",4.79,1,666,0.000318775900541919,38
"AAAA00024","B",4.8,7,666,0.00223143130379343,38
"AAAA00024","B",4.89,19,666,0.00605674211029646,38
"AAAA00024","B",4.9,8,666,0.00255020720433535,38
"AAAA00024","B",4.91,22,666,0.00701306981192222,38
"AAAA00024","B",4.97,22,666,0.00701306981192222,38
"AAAA00024","B",4.99,129,666,0.0411220911699076,38
"AAAA00024","B",5.02,1,666,0.000318775900541919,38
"AAAA00024","B",5.07,14,666,0.00446286260758687,38
"AAAA00024","B",5.13,5,666,0.0015938795027096,38
"AAAA00024","B",5.16,13,666,0.00414408670704495,38
"AAAA00024","B",5.21,28,666,0.00892572521517373,38
"AAAA00024","B",5.28,110,666,0.0350653490596111,38
"AAAA00024","B",5.29,11,666,0.00350653490596111,38
"AAAA00024","B",5.3,26,666,0.0082881734140899,38
"AAAA00024","B",5.33,8,666,0.00255020720433535,38
"AAAA00024","B",5.37,8,666,0.00255020720433535,38
"AAAA00024","B",5.39,18,666,0.00573796620975454,38
