Year,Gender.Code,nation,measure1,measure2,attr,mean,lower,upper,source,Education,Ethnicity
2004,F,us,YLL,crude rate,attributable,176.001891423071,130.766854371587,239.972099297737,wonder,666,"White, Not Hispanic or Latino"
2004,M,us,Deaths,age-adjusted rate,attributable,107.666222661648,77.8511308831103,149.098653643699,wonder,666,"White, Not Hispanic or Latino"
2004,M,us,YLL,crude rate,attributable,253.986221581745,185.442840928461,351.147935177356,wonder,666,"White, Not Hispanic or Latino"
2005,A,us,Deaths,age-adjusted rate,attributable,134.41005029878,96.1166538580692,188.206353257626,wonder,666,"American Indian or Alaska Native, All Origins"
2005,A,us,YLL,crude rate,attributable,168.004002009578,121.853186434071,234.917308669106,wonder,666,"American Indian or Alaska Native, All Origins"
2005,F,us,Deaths,age-adjusted rate,attributable,59.9228985489506,42.7757904399983,83.9873529726981,wonder,666,"American Indian or Alaska Native, All Origins"
2005,F,us,YLL,crude rate,attributable,67.1599133019311,49.0406258573971,93.6112059665484,wonder,666,"American Indian or Alaska Native, All Origins"
2005,M,us,Deaths,age-adjusted rate,attributable,74.4572518813965,53.3060647058601,104.185560441583,wonder,666,"American Indian or Alaska Native, All Origins"
2005,M,us,YLL,crude rate,attributable,101.053527757463,72.7285983589341,141.282803167148,wonder,666,"American Indian or Alaska Native, All Origins"
2005,A,us,Deaths,age-adjusted rate,attributable,112.221920152136,85.6282240241237,147.106065111872,wonder,666,"Asian or Pacific Islander, All Origins"
2005,A,us,YLL,crude rate,attributable,167.285785784738,130.720111135303,218.557202824456,wonder,666,"Asian or Pacific Islander, All Origins"
2005,F,us,Deaths,age-adjusted rate,attributable,45.5074177571097,34.3481436533812,59.5635966785948,wonder,666,"Asian or Pacific Islander, All Origins"
2005,F,us,YLL,crude rate,attributable,60.9784984557519,47.3330462870102,79.2900021263351,wonder,666,"Asian or Pacific Islander, All Origins"
2005,M,us,Deaths,age-adjusted rate,attributable,66.9149286371189,51.4764828935256,87.746190653977,wonder,666,"Asian or Pacific Islander, All Origins"
2005,M,us,YLL,crude rate,attributable,106.610699399215,83.0046890217851,139.075936501883,wonder,666,"Asian or Pacific Islander, All Origins"
2005,A,us,Deaths,age-adjusted rate,attributable,314.073541163092,247.233520672955,398.862210021171,wonder,666,"Black or African American, All Origins"
2005,A,us,YLL,crude rate,attributable,517.621889244441,412.082147751354,654.654471414321,wonder,666,"Black or African American, All Origins"
2005,F,us,Deaths,age-adjusted rate,attributable,140.361945773596,109.961597281442,176.921102005602,wonder,666,"Black or African American, All Origins"
2005,F,us,YLL,crude rate,attributable,216.274694254656,174.395989144704,272.652216176576,wonder,666,"Black or African American, All Origins"
2005,M,us,Deaths,age-adjusted rate,attributable,173.054433869442,136.623983907785,221.280930381652,wonder,666,"Black or African American, All Origins"
2005,M,us,YLL,crude rate,attributable,300.06502606396,236.094938478092,379.84663353118,wonder,666,"Black or African American, All Origins"
2005,A,us,Deaths,age-adjusted rate,attributable,147.569453827862,108.547952171519,196.32349379778,wonder,666,"White, Hispanic or Latino"
2005,A,us,YLL,crude rate,attributable,154.362749343729,117.980005678094,202.524589829931,wonder,666,"White, Hispanic or Latino"
