Year,Gender.Code,nation,source,measure1,measure2,overall_value,Education,Ethnicity
2004,F,us,wonder,YLL,crude rate,3744.04483510201,666,"White, Hispanic or Latino"
2004,M,us,nvss,Deaths,age-adjusted rate,3587.11745324216,666,"White, Hispanic or Latino"
2004,M,us,nvss,YLL,crude rate,6333.63572706961,666,"White, Hispanic or Latino"
2004,M,us,wonder,Deaths,age-adjusted rate,3551.99080090877,666,"White, Hispanic or Latino"
2004,M,us,wonder,YLL,crude rate,6237.50248974437,666,"White, Hispanic or Latino"
2004,A,us,nvss,Deaths,age-adjusted rate,7857.08329457941,666,"White, Not Hispanic or Latino"
2004,A,us,nvss,YLL,crude rate,20194.6586823619,666,"White, Not Hispanic or Latino"
2004,A,us,wonder,Deaths,age-adjusted rate,7849.33910238096,666,"White, Not Hispanic or Latino"
2004,A,us,wonder,YLL,crude rate,20170.5688095271,666,"White, Not Hispanic or Latino"
2004,F,us,nvss,Deaths,age-adjusted rate,3607.74584217974,666,"White, Not Hispanic or Latino"
2004,F,us,nvss,YLL,crude rate,9064.85345848269,666,"White, Not Hispanic or Latino"
2004,F,us,wonder,Deaths,age-adjusted rate,3605.28084566948,666,"White, Not Hispanic or Latino"
2004,F,us,wonder,YLL,crude rate,9057.40990386037,666,"White, Not Hispanic or Latino"
2004,M,us,nvss,Deaths,age-adjusted rate,4249.33745239968,666,"White, Not Hispanic or Latino"
2004,M,us,nvss,YLL,crude rate,11129.8052238792,666,"White, Not Hispanic or Latino"
2004,M,us,wonder,Deaths,age-adjusted rate,4244.05825671148,666,"White, Not Hispanic or Latino"
2004,M,us,wonder,YLL,crude rate,11113.1589056668,666,"White, Not Hispanic or Latino"
2005,A,us,nvss,Deaths,age-adjusted rate,7372.61320201912,666,"American Indian or Alaska Native, All Origins"
2005,A,us,nvss,YLL,crude rate,13097.6443387556,666,"American Indian or Alaska Native, All Origins"
2005,A,us,wonder,Deaths,age-adjusted rate,7366.45665380058,666,"American Indian or Alaska Native, All Origins"
2005,A,us,wonder,YLL,crude rate,13083.0846288839,666,"American Indian or Alaska Native, All Origins"
2005,F,us,nvss,Deaths,age-adjusted rate,3470.26359372801,666,"American Indian or Alaska Native, All Origins"
2005,F,us,nvss,YLL,crude rate,5319.59902211101,666,"American Indian or Alaska Native, All Origins"
2005,F,us,wonder,Deaths,age-adjusted rate,3466.94218291506,666,"American Indian or Alaska Native, All Origins"
2005,F,us,wonder,YLL,crude rate,5310.72700728413,666,"American Indian or Alaska Native, All Origins"
2005,M,us,nvss,Deaths,age-adjusted rate,3902.34960829112,666,"American Indian or Alaska Native, All Origins"
2005,M,us,nvss,YLL,crude rate,7778.04531664462,666,"American Indian or Alaska Native, All Origins"
2005,M,us,wonder,Deaths,age-adjusted rate,3899.51447088553,666,"American Indian or Alaska Native, All Origins"
2005,M,us,wonder,YLL,crude rate,7772.35762159972,666,"American Indian or Alaska Native, All Origins"
2005,A,us,nvss,Deaths,age-adjusted rate,4430.36644650705,666,"Asian or Pacific Islander, All Origins"
2005,A,us,nvss,YLL,crude rate,7634.02189225701,666,"Asian or Pacific Islander, All Origins"
2005,A,us,wonder,Deaths,age-adjusted rate,4384.77039217681,666,"Asian or Pacific Islander, All Origins"
2005,A,us,wonder,YLL,crude rate,7531.07174086967,666,"Asian or Pacific Islander, All Origins"
2005,F,us,nvss,Deaths,age-adjusted rate,2042.62326881236,666,"Asian or Pacific Islander, All Origins"
2005,F,us,nvss,YLL,crude rate,3305.58877959524,666,"Asian or Pacific Islander, All Origins"
2005,F,us,wonder,Deaths,age-adjusted rate,2026.8952210612,666,"Asian or Pacific Islander, All Origins"
2005,F,us,wonder,YLL,crude rate,3271.29224538931,666,"Asian or Pacific Islander, All Origins"
2005,M,us,nvss,Deaths,age-adjusted rate,2387.74317769469,666,"Asian or Pacific Islander, All Origins"
2005,M,us,nvss,YLL,crude rate,4328.43311266177,666,"Asian or Pacific Islander, All Origins"
2005,M,us,wonder,Deaths,age-adjusted rate,2357.87517111561,666,"Asian or Pacific Islander, All Origins"
2005,M,us,wonder,YLL,crude rate,4259.77949548037,666,"Asian or Pacific Islander, All Origins"
2005,A,us,nvss,Deaths,age-adjusted rate,10832.1546267489,666,"Black or African American, All Origins"
2005,A,us,nvss,YLL,crude rate,22166.1586264769,666,"Black or African American, All Origins"
2005,A,us,wonder,Deaths,age-adjusted rate,10811.6437819282,666,"Black or African American, All Origins"
2005,A,us,wonder,YLL,crude rate,22111.9345193827,666,"Black or African American, All Origins"
2005,F,us,nvss,Deaths,age-adjusted rate,5185.87961447677,666,"Black or African American, All Origins"
2005,F,us,nvss,YLL,crude rate,9558.9354111074,666,"Black or African American, All Origins"
2005,F,us,wonder,Deaths,age-adjusted rate,5177.29585879498,666,"Black or African American, All Origins"
2005,F,us,wonder,YLL,crude rate,9538.88371314363,666,"Black or African American, All Origins"
2005,M,us,nvss,Deaths,age-adjusted rate,5646.27501227207,666,"Black or African American, All Origins"
2005,M,us,nvss,YLL,crude rate,12607.2232153695,666,"Black or African American, All Origins"
2005,M,us,wonder,Deaths,age-adjusted rate,5634.34792313324,666,"Black or African American, All Origins"
2005,M,us,wonder,YLL,crude rate,12573.0508062391,666,"Black or African American, All Origins"
2005,A,us,nvss,Deaths,age-adjusted rate,6601.53515144648,666,"White, Hispanic or Latino"
2005,A,us,nvss,YLL,crude rate,10417.940510684,666,"White, Hispanic or Latino"
2005,A,us,wonder,Deaths,age-adjusted rate,6538.81816529283,666,"White, Hispanic or Latino"
2005,A,us,wonder,YLL,crude rate,10261.4127357779,666,"White, Hispanic or Latino"
2005,F,us,nvss,Deaths,age-adjusted rate,2931.34565030614,666,"White, Hispanic or Latino"
2005,F,us,nvss,YLL,crude rate,3883.82697688433,666,"White, Hispanic or Latino"
2005,F,us,wonder,Deaths,age-adjusted rate,2905.10182396937,666,"White, Hispanic or Latino"
2005,F,us,wonder,YLL,crude rate,3835.82769702213,666,"White, Hispanic or Latino"
2005,M,us,nvss,Deaths,age-adjusted rate,3670.18950114035,666,"White, Hispanic or Latino"
2005,M,us,nvss,YLL,crude rate,6534.11353379968,666,"White, Hispanic or Latino"
2005,M,us,wonder,Deaths,age-adjusted rate,3633.71634132347,666,"White, Hispanic or Latino"
2005,M,us,wonder,YLL,crude rate,6425.58503875573,666,"White, Hispanic or Latino"
2005,A,us,nvss,Deaths,age-adjusted rate,7839.29818305335,666,"White, Not Hispanic or Latino"
2005,A,us,nvss,YLL,crude rate,20421.2454089096,666,"White, Not Hispanic or Latino"
2005,A,us,wonder,Deaths,age-adjusted rate,7830.35223249364,666,"White, Not Hispanic or Latino"
2005,A,us,wonder,YLL,crude rate,20393.4886727681,666,"White, Not Hispanic or Latino"
2005,F,us,nvss,Deaths,age-adjusted rate,3590.19488438326,666,"White, Not Hispanic or Latino"
2005,F,us,nvss,YLL,crude rate,9146.1786131492,666,"White, Not Hispanic or Latino"
2005,F,us,wonder,Deaths,age-adjusted rate,3587.33554470763,666,"White, Not Hispanic or Latino"
2005,F,us,wonder,YLL,crude rate,9137.56953752016,666,"White, Not Hispanic or Latino"
2005,M,us,nvss,Deaths,age-adjusted rate,4249.1032986701,666,"White, Not Hispanic or Latino"
2005,M,us,nvss,YLL,crude rate,11275.0667957604,666,"White, Not Hispanic or Latino"
2005,M,us,wonder,Deaths,age-adjusted rate,4243.01668778602,666,"White, Not Hispanic or Latino"
2005,M,us,wonder,YLL,crude rate,11255.9191352479,666,"White, Not Hispanic or Latino"
2006,A,us,nvss,Deaths,age-adjusted rate,7126.07358939512,666,"American Indian or Alaska Native, All Origins"
2006,A,us,nvss,YLL,crude rate,12761.74319748,666,"American Indian or Alaska Native, All Origins"
2006,A,us,wonder,Deaths,age-adjusted rate,7117.46248172212,666,"American Indian or Alaska Native, All Origins"
2006,A,us,wonder,YLL,crude rate,12741.1562671392,666,"American Indian or Alaska Native, All Origins"
2006,F,us,nvss,Deaths,age-adjusted rate,3423.38067159293,666,"American Indian or Alaska Native, All Origins"
2006,F,us,nvss,YLL,crude rate,5145.26652106852,666,"American Indian or Alaska Native, All Origins"
2006,F,us,wonder,Deaths,age-adjusted rate,3421.0746394611,666,"American Indian or Alaska Native, All Origins"
2006,F,us,wonder,YLL,crude rate,5138.66307970547,666,"American Indian or Alaska Native, All Origins"
2006,M,us,nvss,Deaths,age-adjusted rate,3702.69291780219,666,"American Indian or Alaska Native, All Origins"
2006,M,us,nvss,YLL,crude rate,7616.47667641148,666,"American Indian or Alaska Native, All Origins"
2006,M,us,wonder,Deaths,age-adjusted rate,3696.38784226102,666,"American Indian or Alaska Native, All Origins"
2006,M,us,wonder,YLL,crude rate,7602.49318743371,666,"American Indian or Alaska Native, All Origins"
2006,A,us,nvss,Deaths,age-adjusted rate,4309.73783210384,666,"Asian or Pacific Islander, All Origins"
2006,A,us,nvss,YLL,crude rate,7551.97147252422,666,"Asian or Pacific Islander, All Origins"
2006,A,us,wonder,Deaths,age-adjusted rate,4266.69711732616,666,"Asian or Pacific Islander, All Origins"
2006,A,us,wonder,YLL,crude rate,7457.67975548716,666,"Asian or Pacific Islander, All Origins"
2006,F,us,nvss,Deaths,age-adjusted rate,2021.47077705328,666,"Asian or Pacific Islander, All Origins"
2006,F,us,nvss,YLL,crude rate,3285.77968241553,666,"Asian or Pacific Islander, All Origins"
2006,F,us,wonder,Deaths,age-adjusted rate,2006.64374243611,666,"Asian or Pacific Islander, All Origins"
2006,F,us,wonder,YLL,crude rate,3253.7206377379,666,"Asian or Pacific Islander, All Origins"
2006,M,us,nvss,Deaths,age-adjusted rate,2288.26705505055,666,"Asian or Pacific Islander, All Origins"
2006,M,us,nvss,YLL,crude rate,4266.19179010869,666,"Asian or Pacific Islander, All Origins"
2006,M,us,wonder,Deaths,age-adjusted rate,2260.05337489005,666,"Asian or Pacific Islander, All Origins"
2006,M,us,wonder,YLL,crude rate,4203.95911774926,666,"Asian or Pacific Islander, All Origins"
2006,A,us,nvss,Deaths,age-adjusted rate,10425.6825819373,666,"Black or African American, All Origins"
2006,A,us,nvss,YLL,crude rate,21765.1433347157,666,"Black or African American, All Origins"
2006,A,us,wonder,Deaths,age-adjusted rate,10409.1642653846,666,"Black or African American, All Origins"
2006,A,us,wonder,YLL,crude rate,21720.799242429,666,"Black or African American, All Origins"
2006,F,us,nvss,Deaths,age-adjusted rate,4960.79811866885,666,"Black or African American, All Origins"
2006,F,us,nvss,YLL,crude rate,9344.04308386167,666,"Black or African American, All Origins"
2006,F,us,wonder,Deaths,age-adjusted rate,4954.06407815961,666,"Black or African American, All Origins"
2006,F,us,wonder,YLL,crude rate,9329.29403258541,666,"Black or African American, All Origins"
2006,M,us,nvss,Deaths,age-adjusted rate,5464.88446326847,666,"Black or African American, All Origins"
2006,M,us,nvss,YLL,crude rate,12421.100250854,666,"Black or African American, All Origins"
2006,M,us,wonder,Deaths,age-adjusted rate,5455.10018722504,666,"Black or African American, All Origins"
2006,M,us,wonder,YLL,crude rate,12391.5052098436,666,"Black or African American, All Origins"
2006,A,us,nvss,Deaths,age-adjusted rate,6296.17339022658,666,"White, Hispanic or Latino"
2006,A,us,nvss,YLL,crude rate,10240.7255153592,666,"White, Hispanic or Latino"
2006,A,us,wonder,Deaths,age-adjusted rate,6240.19767352869,666,"White, Hispanic or Latino"
2006,A,us,wonder,YLL,crude rate,10101.7490001409,666,"White, Hispanic or Latino"
2006,F,us,nvss,Deaths,age-adjusted rate,2810.60396300348,666,"White, Hispanic or Latino"
2006,F,us,nvss,YLL,crude rate,3842.00771285636,666,"White, Hispanic or Latino"
2006,F,us,wonder,Deaths,age-adjusted rate,2789.75488415623,666,"White, Hispanic or Latino"
2006,F,us,wonder,YLL,crude rate,3800.46203215435,666,"White, Hispanic or Latino"
2006,M,us,nvss,Deaths,age-adjusted rate,3485.5694272231,666,"White, Hispanic or Latino"
2006,M,us,nvss,YLL,crude rate,6398.71780250289,666,"White, Hispanic or Latino"
2006,M,us,wonder,Deaths,age-adjusted rate,3450.44278937245,666,"White, Hispanic or Latino"
2006,M,us,wonder,YLL,crude rate,6301.28696798661,666,"White, Hispanic or Latino"
2006,A,us,nvss,Deaths,age-adjusted rate,7653.08649072825,666,"White, Not Hispanic or Latino"
2006,A,us,nvss,YLL,crude rate,20242.4958817002,666,"White, Not Hispanic or Latino"
2006,A,us,wonder,Deaths,age-adjusted rate,7643.52274267787,666,"White, Not Hispanic or Latino"
2006,A,us,wonder,YLL,crude rate,20212.2398043935,666,"White, Not Hispanic or Latino"
2006,F,us,nvss,Deaths,age-adjusted rate,3489.33467873739,666,"White, Not Hispanic or Latino"
2006,F,us,nvss,YLL,crude rate,9032.97216373097,666,"White, Not Hispanic or Latino"
2006,F,us,wonder,Deaths,age-adjusted rate,3486.5113043797,666,"White, Not Hispanic or Latino"
2006,F,us,wonder,YLL,crude rate,9024.16943795654,666,"White, Not Hispanic or Latino"
2006,M,us,nvss,Deaths,age-adjusted rate,4163.75181199086,666,"White, Not Hispanic or Latino"
2006,M,us,nvss,YLL,crude rate,11209.5237179692,666,"White, Not Hispanic or Latino"
2006,M,us,wonder,Deaths,age-adjusted rate,4157.01143829817,666,"White, Not Hispanic or Latino"
2006,M,us,wonder,YLL,crude rate,11188.070366437,666,"White, Not Hispanic or Latino"
2007,A,us,nvss,Deaths,age-adjusted rate,6886.73177152358,666,"American Indian or Alaska Native, All Origins"
2007,A,us,nvss,YLL,crude rate,12523.3703781459,666,"American Indian or Alaska Native, All Origins"
2007,A,us,wonder,Deaths,age-adjusted rate,6878.60521817524,666,"American Indian or Alaska Native, All Origins"
2007,A,us,wonder,YLL,crude rate,12505.7019169504,666,"American Indian or Alaska Native, All Origins"
2007,F,us,nvss,Deaths,age-adjusted rate,3219.14471107706,666,"American Indian or Alaska Native, All Origins"
2007,F,us,nvss,YLL,crude rate,5071.54845007267,666,"American Indian or Alaska Native, All Origins"
2007,F,us,wonder,Deaths,age-adjusted rate,3216.09020499316,666,"American Indian or Alaska Native, All Origins"
2007,F,us,wonder,YLL,crude rate,5067.39588947706,666,"American Indian or Alaska Native, All Origins"
2007,M,us,nvss,Deaths,age-adjusted rate,3667.58706044652,666,"American Indian or Alaska Native, All Origins"
2007,M,us,nvss,YLL,crude rate,7451.8219280732,666,"American Indian or Alaska Native, All Origins"
2007,M,us,wonder,Deaths,age-adjusted rate,3662.51501318207,666,"American Indian or Alaska Native, All Origins"
2007,M,us,wonder,YLL,crude rate,7438.30602747337,666,"American Indian or Alaska Native, All Origins"
2007,A,us,nvss,Deaths,age-adjusted rate,4165.61984591536,666,"Asian or Pacific Islander, All Origins"
2007,A,us,nvss,YLL,crude rate,7392.28153108729,666,"Asian or Pacific Islander, All Origins"
2007,A,us,wonder,Deaths,age-adjusted rate,4123.29551048793,666,"Asian or Pacific Islander, All Origins"
2007,A,us,wonder,YLL,crude rate,7294.52119317387,666,"Asian or Pacific Islander, All Origins"
2007,F,us,nvss,Deaths,age-adjusted rate,1949.53375149711,666,"Asian or Pacific Islander, All Origins"
2007,F,us,nvss,YLL,crude rate,3204.5804648429,666,"Asian or Pacific Islander, All Origins"
2007,F,us,wonder,Deaths,age-adjusted rate,1932.11995877327,666,"Asian or Pacific Islander, All Origins"
2007,F,us,wonder,YLL,crude rate,3167.3549967044,666,"Asian or Pacific Islander, All Origins"
2007,M,us,nvss,Deaths,age-adjusted rate,2216.08609441826,666,"Asian or Pacific Islander, All Origins"
2007,M,us,nvss,YLL,crude rate,4187.70106624439,666,"Asian or Pacific Islander, All Origins"
2007,M,us,wonder,Deaths,age-adjusted rate,2191.17555171467,666,"Asian or Pacific Islander, All Origins"
2007,M,us,wonder,YLL,crude rate,4127.16619646946,666,"Asian or Pacific Islander, All Origins"
2007,A,us,nvss,Deaths,age-adjusted rate,10109.7553297586,666,"Black or African American, All Origins"
2007,A,us,nvss,YLL,crude rate,21308.1122848722,666,"Black or African American, All Origins"
2007,A,us,wonder,Deaths,age-adjusted rate,10091.4952253093,666,"Black or African American, All Origins"
2007,A,us,wonder,YLL,crude rate,21261.2592549399,666,"Black or African American, All Origins"
2007,F,us,nvss,Deaths,age-adjusted rate,4811.12402494612,666,"Black or African American, All Origins"
2007,F,us,nvss,YLL,crude rate,9146.69330589032,666,"Black or African American, All Origins"
2007,F,us,wonder,Deaths,age-adjusted rate,4805.33435018968,666,"Black or African American, All Origins"
2007,F,us,wonder,YLL,crude rate,9130.63680554063,666,"Black or African American, All Origins"
2007,M,us,nvss,Deaths,age-adjusted rate,5298.63130481243,666,"Black or African American, All Origins"
2007,M,us,nvss,YLL,crude rate,12161.4189789819,666,"Black or African American, All Origins"
2007,M,us,wonder,Deaths,age-adjusted rate,5286.16087511959,666,"Black or African American, All Origins"
2007,M,us,wonder,YLL,crude rate,12130.6224493992,666,"Black or African American, All Origins"
2007,A,us,nvss,Deaths,age-adjusted rate,6129.24739179294,666,"White, Hispanic or Latino"
2007,A,us,nvss,YLL,crude rate,10050.3987012255,666,"White, Hispanic or Latino"
2007,A,us,wonder,Deaths,age-adjusted rate,6075.59509194031,666,"White, Hispanic or Latino"
2007,A,us,wonder,YLL,crude rate,9920.12135932313,666,"White, Hispanic or Latino"
2007,F,us,nvss,Deaths,age-adjusted rate,2736.40200534236,666,"White, Hispanic or Latino"
2007,F,us,nvss,YLL,crude rate,3784.86876661176,666,"White, Hispanic or Latino"
2007,F,us,wonder,Deaths,age-adjusted rate,2715.20527781452,666,"White, Hispanic or Latino"
2007,F,us,wonder,YLL,crude rate,3746.25495978908,666,"White, Hispanic or Latino"
2007,M,us,nvss,Deaths,age-adjusted rate,3392.84538645058,666,"White, Hispanic or Latino"
2007,M,us,nvss,YLL,crude rate,6265.52993461369,666,"White, Hispanic or Latino"
2007,M,us,wonder,Deaths,age-adjusted rate,3360.38981412579,666,"White, Hispanic or Latino"
2007,M,us,wonder,YLL,crude rate,6173.86639953405,666,"White, Hispanic or Latino"
2007,A,us,nvss,Deaths,age-adjusted rate,7507.07898358972,666,"White, Not Hispanic or Latino"
2007,A,us,nvss,YLL,crude rate,20123.3184513357,666,"White, Not Hispanic or Latino"
2007,A,us,wonder,Deaths,age-adjusted rate,7497.18384070413,666,"White, Not Hispanic or Latino"
2007,A,us,wonder,YLL,crude rate,20091.4183773393,666,"White, Not Hispanic or Latino"
2007,F,us,nvss,Deaths,age-adjusted rate,3410.61458455853,666,"White, Not Hispanic or Latino"
2007,F,us,nvss,YLL,crude rate,8962.14070154021,666,"White, Not Hispanic or Latino"
2007,F,us,wonder,Deaths,age-adjusted rate,3407.65824722672,666,"White, Not Hispanic or Latino"
2007,F,us,wonder,YLL,crude rate,8952.85719117937,666,"White, Not Hispanic or Latino"
2007,M,us,nvss,Deaths,age-adjusted rate,4096.46439903119,666,"White, Not Hispanic or Latino"
2007,M,us,nvss,YLL,crude rate,11161.1777497955,666,"White, Not Hispanic or Latino"
2007,M,us,wonder,Deaths,age-adjusted rate,4089.52559347741,666,"White, Not Hispanic or Latino"
2007,M,us,wonder,YLL,crude rate,11138.5611861599,666,"White, Not Hispanic or Latino"
2008,A,us,nvss,Deaths,age-adjusted rate,6794.48566197628,666,"American Indian or Alaska Native, All Origins"
2008,A,us,nvss,YLL,crude rate,12358.6133112082,666,"American Indian or Alaska Native, All Origins"
2008,A,us,wonder,Deaths,age-adjusted rate,6785.27022988324,666,"American Indian or Alaska Native, All Origins"
2008,A,us,wonder,YLL,crude rate,12339.0772563322,666,"American Indian or Alaska Native, All Origins"
2008,F,us,nvss,Deaths,age-adjusted rate,3117.58216879694,666,"American Indian or Alaska Native, All Origins"
2008,F,us,nvss,YLL,crude rate,4974.50764535701,666,"American Indian or Alaska Native, All Origins"
2008,F,us,wonder,Deaths,age-adjusted rate,3114.87594809143,666,"American Indian or Alaska Native, All Origins"
2008,F,us,wonder,YLL,crude rate,4972.1065515456,666,"American Indian or Alaska Native, All Origins"
2008,M,us,nvss,Deaths,age-adjusted rate,3676.90349317935,666,"American Indian or Alaska Native, All Origins"
2008,M,us,nvss,YLL,crude rate,7384.10566585117,666,"American Indian or Alaska Native, All Origins"
2008,M,us,wonder,Deaths,age-adjusted rate,3670.3942817918,666,"American Indian or Alaska Native, All Origins"
2008,M,us,wonder,YLL,crude rate,7366.97070478661,666,"American Indian or Alaska Native, All Origins"
2008,A,us,nvss,Deaths,age-adjusted rate,4114.73320465529,666,"Asian or Pacific Islander, All Origins"
2008,A,us,nvss,YLL,crude rate,7354.37755271113,666,"Asian or Pacific Islander, All Origins"
2008,A,us,wonder,Deaths,age-adjusted rate,4071.88416958793,666,"Asian or Pacific Islander, All Origins"
2008,A,us,wonder,YLL,crude rate,7254.24026812364,666,"Asian or Pacific Islander, All Origins"
2008,F,us,nvss,Deaths,age-adjusted rate,1929.16172802622,666,"Asian or Pacific Islander, All Origins"
2008,F,us,nvss,YLL,crude rate,3234.27785591065,666,"Asian or Pacific Islander, All Origins"
2008,F,us,wonder,Deaths,age-adjusted rate,1914.76710396065,666,"Asian or Pacific Islander, All Origins"
2008,F,us,wonder,YLL,crude rate,3200.91354026201,666,"Asian or Pacific Islander, All Origins"
2008,M,us,nvss,Deaths,age-adjusted rate,2185.57147662906,666,"Asian or Pacific Islander, All Origins"
2008,M,us,nvss,YLL,crude rate,4120.09969680048,666,"Asian or Pacific Islander, All Origins"
2008,M,us,wonder,Deaths,age-adjusted rate,2157.11706562728,666,"Asian or Pacific Islander, All Origins"
2008,M,us,wonder,YLL,crude rate,4053.32672786163,666,"Asian or Pacific Islander, All Origins"
2008,A,us,nvss,Deaths,age-adjusted rate,9849.98575625981,666,"Black or African American, All Origins"
2008,A,us,nvss,YLL,crude rate,20695.4409794623,666,"Black or African American, All Origins"
2008,A,us,wonder,Deaths,age-adjusted rate,9832.17354658208,666,"Black or African American, All Origins"
2008,A,us,wonder,YLL,crude rate,20647.0274658584,666,"Black or African American, All Origins"
2008,F,us,nvss,Deaths,age-adjusted rate,4702.13416911426,666,"Black or African American, All Origins"
2008,F,us,nvss,YLL,crude rate,8968.1785412171,666,"Black or African American, All Origins"
2008,F,us,wonder,Deaths,age-adjusted rate,4695.65585649572,666,"Black or African American, All Origins"
2008,F,us,wonder,YLL,crude rate,8952.0112185576,666,"Black or African American, All Origins"
2008,M,us,nvss,Deaths,age-adjusted rate,5147.85158714554,666,"Black or African American, All Origins"
2008,M,us,nvss,YLL,crude rate,11727.2624382452,666,"Black or African American, All Origins"
2008,M,us,wonder,Deaths,age-adjusted rate,5136.51769008635,666,"Black or African American, All Origins"
2008,M,us,wonder,YLL,crude rate,11695.0162473008,666,"Black or African American, All Origins"
2008,A,us,nvss,Deaths,age-adjusted rate,6020.491656882,666,"White, Hispanic or Latino"
2008,A,us,nvss,YLL,crude rate,9760.6767221146,666,"White, Hispanic or Latino"
2008,A,us,wonder,Deaths,age-adjusted rate,5967.17955808412,666,"White, Hispanic or Latino"
2008,A,us,wonder,YLL,crude rate,9640.66064706821,666,"White, Hispanic or Latino"
2008,F,us,nvss,Deaths,age-adjusted rate,2697.1262129066,666,"White, Hispanic or Latino"
2008,F,us,nvss,YLL,crude rate,3735.17561224588,666,"White, Hispanic or Latino"
2008,F,us,wonder,Deaths,age-adjusted rate,2676.08524075001,666,"White, Hispanic or Latino"
2008,F,us,wonder,YLL,crude rate,3699.21646390953,666,"White, Hispanic or Latino"
2008,M,us,nvss,Deaths,age-adjusted rate,3323.3654439754,666,"White, Hispanic or Latino"
2008,M,us,nvss,YLL,crude rate,6025.50110986872,666,"White, Hispanic or Latino"
2008,M,us,wonder,Deaths,age-adjusted rate,3291.09431733411,666,"White, Hispanic or Latino"
2008,M,us,wonder,YLL,crude rate,5941.44418315869,666,"White, Hispanic or Latino"
2008,A,us,nvss,Deaths,age-adjusted rate,7529.50856219763,666,"White, Not Hispanic or Latino"
2008,A,us,nvss,YLL,crude rate,20359.8037411387,666,"White, Not Hispanic or Latino"
2008,A,us,wonder,Deaths,age-adjusted rate,7519.15055727285,666,"White, Not Hispanic or Latino"
2008,A,us,wonder,YLL,crude rate,20325.5586030938,666,"White, Not Hispanic or Latino"
2008,F,us,nvss,Deaths,age-adjusted rate,3416.35129885915,666,"White, Not Hispanic or Latino"
2008,F,us,nvss,YLL,crude rate,9064.78899379889,666,"White, Not Hispanic or Latino"
2008,F,us,wonder,Deaths,age-adjusted rate,3413.32107266751,666,"White, Not Hispanic or Latino"
2008,F,us,wonder,YLL,crude rate,9054.46689616333,666,"White, Not Hispanic or Latino"
2008,M,us,nvss,Deaths,age-adjusted rate,4113.15726333849,666,"White, Not Hispanic or Latino"
2008,M,us,nvss,YLL,crude rate,11295.0147473399,666,"White, Not Hispanic or Latino"
2008,M,us,wonder,Deaths,age-adjusted rate,4105.82948460533,666,"White, Not Hispanic or Latino"
2008,M,us,wonder,YLL,crude rate,11271.0917069305,666,"White, Not Hispanic or Latino"
2009,A,us,nvss,Deaths,age-adjusted rate,87.2763240688698,Less than 9th grade,"All, All Origins"
2009,A,us,nvss,YLL,crude rate,17803.4194718035,Less than 9th grade,"All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,38.7873276852659,Less than 9th grade,"All, All Origins"
2009,F,us,nvss,YLL,crude rate,8316.54372264019,Less than 9th grade,"All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,48.4889963836039,Less than 9th grade,"All, All Origins"
2009,M,us,nvss,YLL,crude rate,9486.87574916335,Less than 9th grade,"All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,94.6653758826405,"9th to 12th grade, no diploma","All, All Origins"
2009,A,us,nvss,YLL,crude rate,15815.4665668779,"9th to 12th grade, no diploma","All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,38.5631955722281,"9th to 12th grade, no diploma","All, All Origins"
2009,F,us,nvss,YLL,crude rate,6762.60168464735,"9th to 12th grade, no diploma","All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,56.1021803104123,"9th to 12th grade, no diploma","All, All Origins"
2009,M,us,nvss,YLL,crude rate,9052.86488223057,"9th to 12th grade, no diploma","All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,101.12550813889,"High school graduate, GED, or alternative","All, All Origins"
2009,A,us,nvss,YLL,crude rate,17079.4218079033,"High school graduate, GED, or alternative","All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,46.0612874195678,"High school graduate, GED, or alternative","All, All Origins"
2009,F,us,nvss,YLL,crude rate,7903.09083661405,"High school graduate, GED, or alternative","All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,55.0642207193226,"High school graduate, GED, or alternative","All, All Origins"
2009,M,us,nvss,YLL,crude rate,9176.33097128927,"High school graduate, GED, or alternative","All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,51.1836951741496,"Some college, no degree","All, All Origins"
2009,A,us,nvss,YLL,crude rate,7716.92222362083,"Some college, no degree","All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,22.65162054234,"Some college, no degree","All, All Origins"
2009,F,us,nvss,YLL,crude rate,3315.74342452174,"Some college, no degree","All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,28.5320746318095,"Some college, no degree","All, All Origins"
2009,M,us,nvss,YLL,crude rate,4401.17879909909,"Some college, no degree","All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,72.3494692161766,Associate's degree,"All, All Origins"
2009,A,us,nvss,YLL,crude rate,9075.50114698441,Associate's degree,"All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,37.9389635749758,Associate's degree,"All, All Origins"
2009,F,us,nvss,YLL,crude rate,4497.21023719157,Associate's degree,"All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,34.4105056412007,Associate's degree,"All, All Origins"
