Year,Gender.Code,nation,source,measure1,measure2,overall_value,Education,Ethnicity
2012,F,us,nvss,Deaths,age-adjusted rate,43.4959032298102,"9th to 12th grade, no diploma","All, All Origins"
2012,F,us,nvss,YLL,crude rate,7594.67306837079,"9th to 12th grade, no diploma","All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,62.7764693236578,"9th to 12th grade, no diploma","All, All Origins"
2012,M,us,nvss,YLL,crude rate,10164.5393438967,"9th to 12th grade, no diploma","All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,108.305725209948,"High school graduate, GED, or alternative","All, All Origins"
2012,A,us,nvss,YLL,crude rate,18699.740320009,"High school graduate, GED, or alternative","All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,48.4917818174809,"High school graduate, GED, or alternative","All, All Origins"
2012,F,us,nvss,YLL,crude rate,8567.71955825585,"High school graduate, GED, or alternative","All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,59.8139433924669,"High school graduate, GED, or alternative","All, All Origins"
2012,M,us,nvss,YLL,crude rate,10132.0207617531,"High school graduate, GED, or alternative","All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,49.8936424452781,"Some college, no degree","All, All Origins"
2012,A,us,nvss,YLL,crude rate,7701.14145874667,"Some college, no degree","All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,22.169400455517,"Some college, no degree","All, All Origins"
2012,F,us,nvss,YLL,crude rate,3324.102273891,"Some college, no degree","All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,27.7242419897611,"Some college, no degree","All, All Origins"
2012,M,us,nvss,YLL,crude rate,4377.03918485568,"Some college, no degree","All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,73.6572131085776,Associate's degree,"All, All Origins"
2012,A,us,nvss,YLL,crude rate,9935.29907428527,Associate's degree,"All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,38.8378327916188,Associate's degree,"All, All Origins"
2012,F,us,nvss,YLL,crude rate,4984.51905507918,Associate's degree,"All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,34.8193803169588,Associate's degree,"All, All Origins"
2012,M,us,nvss,YLL,crude rate,4950.78001920609,Associate's degree,"All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,49.0094291222339,Bachelor's degree,"All, All Origins"
2012,A,us,nvss,YLL,crude rate,6687.61579311348,Bachelor's degree,"All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,21.1774051406999,Bachelor's degree,"All, All Origins"
2012,F,us,nvss,YLL,crude rate,2766.31823068212,Bachelor's degree,"All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,27.8320239815341,Bachelor's degree,"All, All Origins"
2012,M,us,nvss,YLL,crude rate,3921.29756243136,Bachelor's degree,"All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,35.2701348086904,Graduate or professional degree,"All, All Origins"
2012,A,us,nvss,YLL,crude rate,5831.73678980435,Graduate or professional degree,"All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,13.589351452851,Graduate or professional degree,"All, All Origins"
2012,F,us,nvss,YLL,crude rate,2172.19103599016,Graduate or professional degree,"All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,21.6807833558393,Graduate or professional degree,"All, All Origins"
2012,M,us,nvss,YLL,crude rate,3659.5457538142,Graduate or professional degree,"All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,6335.13107220097,666,"American Indian or Alaska Native, All Origins"
2012,A,us,nvss,YLL,crude rate,12203.7889175393,666,"American Indian or Alaska Native, All Origins"
2012,A,us,wonder,Deaths,age-adjusted rate,6326.61347179241,666,"American Indian or Alaska Native, All Origins"
2012,A,us,wonder,YLL,crude rate,12187.5612714773,666,"American Indian or Alaska Native, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,2907.26933959004,666,"American Indian or Alaska Native, All Origins"
2012,F,us,nvss,YLL,crude rate,4991.25412218467,666,"American Indian or Alaska Native, All Origins"
2012,F,us,wonder,Deaths,age-adjusted rate,2906.67298542698,666,"American Indian or Alaska Native, All Origins"
2012,F,us,wonder,YLL,crude rate,4989.21538774791,666,"American Indian or Alaska Native, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,3427.86173261091,666,"American Indian or Alaska Native, All Origins"
2012,M,us,nvss,YLL,crude rate,7212.53479535462,666,"American Indian or Alaska Native, All Origins"
2012,M,us,wonder,Deaths,age-adjusted rate,3419.94048636543,666,"American Indian or Alaska Native, All Origins"
2012,M,us,wonder,YLL,crude rate,7198.34588372944,666,"American Indian or Alaska Native, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,3750.08273911034,666,"Asian or Pacific Islander, All Origins"
2012,A,us,nvss,YLL,crude rate,7274.53102579191,666,"Asian or Pacific Islander, All Origins"
2012,A,us,wonder,Deaths,age-adjusted rate,3737.28842044169,666,"Asian or Pacific Islander, All Origins"
2012,A,us,wonder,YLL,crude rate,7241.92890362323,666,"Asian or Pacific Islander, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,1751.15953934514,666,"Asian or Pacific Islander, All Origins"
2012,F,us,nvss,YLL,crude rate,3190.71385005515,666,"Asian or Pacific Islander, All Origins"
2012,F,us,wonder,Deaths,age-adjusted rate,1749.61062610049,666,"Asian or Pacific Islander, All Origins"
2012,F,us,wonder,YLL,crude rate,3184.49337836474,666,"Asian or Pacific Islander, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,1998.92319976521,666,"Asian or Pacific Islander, All Origins"
2012,M,us,nvss,YLL,crude rate,4083.81717573676,666,"Asian or Pacific Islander, All Origins"
2012,M,us,wonder,Deaths,age-adjusted rate,1987.67779434121,666,"Asian or Pacific Islander, All Origins"
2012,M,us,wonder,YLL,crude rate,4057.43552525849,666,"Asian or Pacific Islander, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,9004.25971073163,666,"Black or African American, All Origins"
2012,A,us,nvss,YLL,crude rate,19390.8003372443,666,"Black or African American, All Origins"
2012,A,us,wonder,Deaths,age-adjusted rate,8988.84903659545,666,"Black or African American, All Origins"
2012,A,us,wonder,YLL,crude rate,19349.6652938201,666,"Black or African American, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,4260.69610034983,666,"Black or African American, All Origins"
2012,F,us,nvss,YLL,crude rate,8401.86686944579,666,"Black or African American, All Origins"
2012,F,us,wonder,Deaths,age-adjusted rate,4254.69197749744,666,"Black or African American, All Origins"
2012,F,us,wonder,YLL,crude rate,8387.11896462968,666,"Black or African American, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,4743.5636103818,666,"Black or African American, All Origins"
2012,M,us,nvss,YLL,crude rate,10988.9334677985,666,"Black or African American, All Origins"
2012,M,us,wonder,Deaths,age-adjusted rate,4734.15705909801,666,"Black or African American, All Origins"
2012,M,us,wonder,YLL,crude rate,10962.5463291904,666,"Black or African American, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,5638.22301225633,666,"White, Hispanic or Latino"
2012,A,us,nvss,YLL,crude rate,9302.87756697371,666,"White, Hispanic or Latino"
2012,A,us,wonder,Deaths,age-adjusted rate,5597.00382709255,666,"White, Hispanic or Latino"
2012,A,us,wonder,YLL,crude rate,9206.54305701959,666,"White, Hispanic or Latino"
2012,F,us,nvss,Deaths,age-adjusted rate,2518.69454664746,666,"White, Hispanic or Latino"
2012,F,us,nvss,YLL,crude rate,3643.92266669592,666,"White, Hispanic or Latino"
2012,F,us,wonder,Deaths,age-adjusted rate,2501.98308215346,666,"White, Hispanic or Latino"
2012,F,us,wonder,YLL,crude rate,3616.16911253377,666,"White, Hispanic or Latino"
2012,M,us,nvss,Deaths,age-adjusted rate,3119.52846560887,666,"White, Hispanic or Latino"
2012,M,us,nvss,YLL,crude rate,5658.95490027778,666,"White, Hispanic or Latino"
2012,M,us,wonder,Deaths,age-adjusted rate,3095.02074493907,666,"White, Hispanic or Latino"
2012,M,us,wonder,YLL,crude rate,5590.37394448582,666,"White, Hispanic or Latino"
2012,A,us,nvss,Deaths,age-adjusted rate,7188.61218324637,666,"White, Not Hispanic or Latino"
2012,A,us,nvss,YLL,crude rate,20359.3232959036,666,"White, Not Hispanic or Latino"
2012,A,us,wonder,Deaths,age-adjusted rate,7180.47108845081,666,"White, Not Hispanic or Latino"
2012,A,us,wonder,YLL,crude rate,20331.538287454,666,"White, Not Hispanic or Latino"
2012,F,us,nvss,Deaths,age-adjusted rate,3222.10742837526,666,"White, Not Hispanic or Latino"
2012,F,us,nvss,YLL,crude rate,9027.91814795204,666,"White, Not Hispanic or Latino"
2012,F,us,wonder,Deaths,age-adjusted rate,3219.81792134747,666,"White, Not Hispanic or Latino"
2012,F,us,wonder,YLL,crude rate,9019.8151414417,666,"White, Not Hispanic or Latino"
2012,M,us,nvss,Deaths,age-adjusted rate,3966.50475487111,666,"White, Not Hispanic or Latino"
2012,M,us,nvss,YLL,crude rate,11331.4051479516,666,"White, Not Hispanic or Latino"
2012,M,us,wonder,Deaths,age-adjusted rate,3960.65316710335,666,"White, Not Hispanic or Latino"
2012,M,us,wonder,YLL,crude rate,11311.7231460123,666,"White, Not Hispanic or Latino"
2013,A,us,nvss,Deaths,age-adjusted rate,90.3146404688967,Less than 9th grade,"All, All Origins"
2013,A,us,nvss,YLL,crude rate,18689.9852864622,Less than 9th grade,"All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,40.3583499092437,Less than 9th grade,"All, All Origins"
2013,F,us,nvss,YLL,crude rate,8613.70223736047,Less than 9th grade,"All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,49.9562905596531,Less than 9th grade,"All, All Origins"
2013,M,us,nvss,YLL,crude rate,10076.2830491017,Less than 9th grade,"All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,107.927852108023,"9th to 12th grade, no diploma","All, All Origins"
2013,A,us,nvss,YLL,crude rate,18005.4157777783,"9th to 12th grade, no diploma","All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,44.1345764943077,"9th to 12th grade, no diploma","All, All Origins"
2013,F,us,nvss,YLL,crude rate,7656.67348399783,"9th to 12th grade, no diploma","All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,63.7932756137154,"9th to 12th grade, no diploma","All, All Origins"
2013,M,us,nvss,YLL,crude rate,10348.7422937805,"9th to 12th grade, no diploma","All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,109.778841030236,"High school graduate, GED, or alternative","All, All Origins"
2013,A,us,nvss,YLL,crude rate,19009.4449157298,"High school graduate, GED, or alternative","All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,48.8736906200479,"High school graduate, GED, or alternative","All, All Origins"
2013,F,us,nvss,YLL,crude rate,8680.83770042493,"High school graduate, GED, or alternative","All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,60.9051504101879,"High school graduate, GED, or alternative","All, All Origins"
2013,M,us,nvss,YLL,crude rate,10328.6072153048,"High school graduate, GED, or alternative","All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,50.0421470841331,"Some college, no degree","All, All Origins"
2013,A,us,nvss,YLL,crude rate,7831.21889902596,"Some college, no degree","All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,21.9915291896925,"Some college, no degree","All, All Origins"
2013,F,us,nvss,YLL,crude rate,3357.18145109508,"Some college, no degree","All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,28.0506178944407,"Some college, no degree","All, All Origins"
2013,M,us,nvss,YLL,crude rate,4474.03744793086,"Some college, no degree","All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,73.6803219473889,Associate's degree,"All, All Origins"
2013,A,us,nvss,YLL,crude rate,10229.961892913,Associate's degree,"All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,38.7133986884977,Associate's degree,"All, All Origins"
2013,F,us,nvss,YLL,crude rate,5140.67997734024,Associate's degree,"All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,34.9669232588914,Associate's degree,"All, All Origins"
2013,M,us,nvss,YLL,crude rate,5089.28191557278,Associate's degree,"All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,48.6140060046953,Bachelor's degree,"All, All Origins"
2013,A,us,nvss,YLL,crude rate,6772.10500206203,Bachelor's degree,"All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,21.0746244205301,Bachelor's degree,"All, All Origins"
2013,F,us,nvss,YLL,crude rate,2820.11518900757,Bachelor's degree,"All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,27.5393815841653,Bachelor's degree,"All, All Origins"
2013,M,us,nvss,YLL,crude rate,3951.98981305448,Bachelor's degree,"All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,34.587341028755,Graduate or professional degree,"All, All Origins"
2013,A,us,nvss,YLL,crude rate,5842.91697814943,Graduate or professional degree,"All, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,13.4851801952287,Graduate or professional degree,"All, All Origins"
2013,F,us,nvss,YLL,crude rate,2197.8897130981,Graduate or professional degree,"All, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,21.1021608335263,Graduate or professional degree,"All, All Origins"
2013,M,us,nvss,YLL,crude rate,3645.02726505133,Graduate or professional degree,"All, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,6263.76286377458,666,"American Indian or Alaska Native, All Origins"
2013,A,us,nvss,YLL,crude rate,12137.1122305561,666,"American Indian or Alaska Native, All Origins"
2013,A,us,wonder,Deaths,age-adjusted rate,6258.8037414877,666,"American Indian or Alaska Native, All Origins"
2013,A,us,wonder,YLL,crude rate,12128.9732898465,666,"American Indian or Alaska Native, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,2866.92883561292,666,"American Indian or Alaska Native, All Origins"
2013,F,us,nvss,YLL,crude rate,4988.71138777014,666,"American Indian or Alaska Native, All Origins"
2013,F,us,wonder,Deaths,age-adjusted rate,2865.36913679695,666,"American Indian or Alaska Native, All Origins"
2013,F,us,wonder,YLL,crude rate,4985.41687975448,666,"American Indian or Alaska Native, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,3396.83402816168,666,"American Indian or Alaska Native, All Origins"
2013,M,us,nvss,YLL,crude rate,7148.40084278601,666,"American Indian or Alaska Native, All Origins"
2013,M,us,wonder,Deaths,age-adjusted rate,3393.43460469073,666,"American Indian or Alaska Native, All Origins"
2013,M,us,wonder,YLL,crude rate,7143.55641009205,666,"American Indian or Alaska Native, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,3764.5639883455,666,"Asian or Pacific Islander, All Origins"
2013,A,us,nvss,YLL,crude rate,7392.35166826649,666,"Asian or Pacific Islander, All Origins"
2013,A,us,wonder,Deaths,age-adjusted rate,3753.72131047468,666,"Asian or Pacific Islander, All Origins"
2013,A,us,wonder,YLL,crude rate,7369.30280595761,666,"Asian or Pacific Islander, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,1730.96068009759,666,"Asian or Pacific Islander, All Origins"
2013,F,us,nvss,YLL,crude rate,3212.80459686136,666,"Asian or Pacific Islander, All Origins"
2013,F,us,wonder,Deaths,age-adjusted rate,1727.9923882858,666,"Asian or Pacific Islander, All Origins"
2013,F,us,wonder,YLL,crude rate,3204.23875288898,666,"Asian or Pacific Islander, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,2033.60330824792,666,"Asian or Pacific Islander, All Origins"
2013,M,us,nvss,YLL,crude rate,4179.54707140512,666,"Asian or Pacific Islander, All Origins"
2013,M,us,wonder,Deaths,age-adjusted rate,2025.72892218888,666,"Asian or Pacific Islander, All Origins"
2013,M,us,wonder,YLL,crude rate,4165.06405306864,666,"Asian or Pacific Islander, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,9002.03459146044,666,"Black or African American, All Origins"
2013,A,us,nvss,YLL,crude rate,19542.0064588028,666,"Black or African American, All Origins"
2013,A,us,wonder,Deaths,age-adjusted rate,8988.02861320634,666,"Black or African American, All Origins"
2013,A,us,wonder,YLL,crude rate,19505.0928683789,666,"Black or African American, All Origins"
2013,F,us,nvss,Deaths,age-adjusted rate,4257.43111348173,666,"Black or African American, All Origins"
2013,F,us,nvss,YLL,crude rate,8478.23348039943,666,"Black or African American, All Origins"
2013,F,us,wonder,Deaths,age-adjusted rate,4252.05388518216,666,"Black or African American, All Origins"
2013,F,us,wonder,YLL,crude rate,8465.13111180778,666,"Black or African American, All Origins"
2013,M,us,nvss,Deaths,age-adjusted rate,4744.60347797871,666,"Black or African American, All Origins"
2013,M,us,nvss,YLL,crude rate,11063.7729784034,666,"Black or African American, All Origins"
2013,M,us,wonder,Deaths,age-adjusted rate,4735.97472802417,666,"Black or African American, All Origins"
2013,M,us,wonder,YLL,crude rate,11039.9617565711,666,"Black or African American, All Origins"
2013,A,us,nvss,Deaths,age-adjusted rate,5614.25549945306,666,"White, Hispanic or Latino"
2013,A,us,nvss,YLL,crude rate,9393.98097343969,666,"White, Hispanic or Latino"
2013,A,us,wonder,Deaths,age-adjusted rate,5574.65013336338,666,"White, Hispanic or Latino"
2013,A,us,wonder,YLL,crude rate,9300.29481395288,666,"White, Hispanic or Latino"
2013,F,us,nvss,Deaths,age-adjusted rate,2497.07672692853,666,"White, Hispanic or Latino"
2013,F,us,nvss,YLL,crude rate,3691.989680788,666,"White, Hispanic or Latino"
2013,F,us,wonder,Deaths,age-adjusted rate,2482.48102441256,666,"White, Hispanic or Latino"
2013,F,us,wonder,YLL,crude rate,3668.19268559719,666,"White, Hispanic or Latino"
2013,M,us,nvss,Deaths,age-adjusted rate,3117.17877252453,666,"White, Hispanic or Latino"
2013,M,us,nvss,YLL,crude rate,5701.9912926517,666,"White, Hispanic or Latino"
2013,M,us,wonder,Deaths,age-adjusted rate,3092.16910895081,666,"White, Hispanic or Latino"
2013,M,us,wonder,YLL,crude rate,5632.10212835569,666,"White, Hispanic or Latino"
2013,A,us,nvss,Deaths,age-adjusted rate,7214.85819685705,666,"White, Not Hispanic or Latino"
2013,A,us,nvss,YLL,crude rate,20642.1445901827,666,"White, Not Hispanic or Latino"
2013,A,us,wonder,Deaths,age-adjusted rate,7206.39404939852,666,"White, Not Hispanic or Latino"
2013,A,us,wonder,YLL,crude rate,20612.6397435561,666,"White, Not Hispanic or Latino"
2013,F,us,nvss,Deaths,age-adjusted rate,3220.3666252111,666,"White, Not Hispanic or Latino"
2013,F,us,nvss,YLL,crude rate,9128.68336086723,666,"White, Not Hispanic or Latino"
2013,F,us,wonder,Deaths,age-adjusted rate,3218.03117367421,666,"White, Not Hispanic or Latino"
2013,F,us,wonder,YLL,crude rate,9120.29632391296,666,"White, Not Hispanic or Latino"
2013,M,us,nvss,Deaths,age-adjusted rate,3994.49157164595,666,"White, Not Hispanic or Latino"
2013,M,us,nvss,YLL,crude rate,11513.4612293155,666,"White, Not Hispanic or Latino"
2013,M,us,wonder,Deaths,age-adjusted rate,3988.36287572431,666,"White, Not Hispanic or Latino"
2013,M,us,wonder,YLL,crude rate,11492.3434196432,666,"White, Not Hispanic or Latino"
2014,A,us,nvss,Deaths,age-adjusted rate,88.5814639761048,Less than 9th grade,"All, All Origins"
2014,A,us,nvss,YLL,crude rate,18216.5165718572,Less than 9th grade,"All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,38.9269269023442,Less than 9th grade,"All, All Origins"
2014,F,us,nvss,YLL,crude rate,8292.98344411627,Less than 9th grade,"All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,49.6545370737605,Less than 9th grade,"All, All Origins"
2014,M,us,nvss,YLL,crude rate,9923.53312774087,Less than 9th grade,"All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,111.359637713313,"9th to 12th grade, no diploma","All, All Origins"
2014,A,us,nvss,YLL,crude rate,18540.4670838281,"9th to 12th grade, no diploma","All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,45.3457250722791,"9th to 12th grade, no diploma","All, All Origins"
2014,F,us,nvss,YLL,crude rate,7801.24587800159,"9th to 12th grade, no diploma","All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,66.0139126410342,"9th to 12th grade, no diploma","All, All Origins"
2014,M,us,nvss,YLL,crude rate,10739.2212058265,"9th to 12th grade, no diploma","All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,110.241769363712,"High school graduate, GED, or alternative","All, All Origins"
2014,A,us,nvss,YLL,crude rate,19176.6084030414,"High school graduate, GED, or alternative","All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,48.8187188024936,"High school graduate, GED, or alternative","All, All Origins"
2014,F,us,nvss,YLL,crude rate,8710.12628331714,"High school graduate, GED, or alternative","All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,61.4230505612186,"High school graduate, GED, or alternative","All, All Origins"
2014,M,us,nvss,YLL,crude rate,10466.4821197243,"High school graduate, GED, or alternative","All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,50.4368160226788,"Some college, no degree","All, All Origins"
2014,A,us,nvss,YLL,crude rate,7979.06978546878,"Some college, no degree","All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,22.2525517015307,"Some college, no degree","All, All Origins"
2014,F,us,nvss,YLL,crude rate,3431.23837920863,"Some college, no degree","All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,28.1842643211481,"Some college, no degree","All, All Origins"
2014,M,us,nvss,YLL,crude rate,4547.83140626015,"Some college, no degree","All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,73.8809144430606,Associate's degree,"All, All Origins"
2014,A,us,nvss,YLL,crude rate,10547.2117295317,Associate's degree,"All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,38.9560643794537,Associate's degree,"All, All Origins"
2014,F,us,nvss,YLL,crude rate,5327.29593188203,Associate's degree,"All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,34.9248500636069,Associate's degree,"All, All Origins"
2014,M,us,nvss,YLL,crude rate,5219.91579764966,Associate's degree,"All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,47.3335582762242,Bachelor's degree,"All, All Origins"
2014,A,us,nvss,YLL,crude rate,6762.15219687883,Bachelor's degree,"All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,20.5882158435107,Bachelor's degree,"All, All Origins"
2014,F,us,nvss,YLL,crude rate,2828.27326389338,Bachelor's degree,"All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,26.7453424327135,Bachelor's degree,"All, All Origins"
2014,M,us,nvss,YLL,crude rate,3933.87893298547,Bachelor's degree,"All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,34.1834205957498,Graduate or professional degree,"All, All Origins"
2014,A,us,nvss,YLL,crude rate,5890.60983386315,Graduate or professional degree,"All, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,13.4661084725365,Graduate or professional degree,"All, All Origins"
2014,F,us,nvss,YLL,crude rate,2249.74519308401,Graduate or professional degree,"All, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,20.7173121232133,Graduate or professional degree,"All, All Origins"
2014,M,us,nvss,YLL,crude rate,3640.86464077914,Graduate or professional degree,"All, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,6305.66322163549,666,"American Indian or Alaska Native, All Origins"
2014,A,us,nvss,YLL,crude rate,12653.87187523,666,"American Indian or Alaska Native, All Origins"
2014,A,us,wonder,Deaths,age-adjusted rate,6299.89289138999,666,"American Indian or Alaska Native, All Origins"
2014,A,us,wonder,YLL,crude rate,12640.3362094278,666,"American Indian or Alaska Native, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,2903.81800892661,666,"American Indian or Alaska Native, All Origins"
2014,F,us,nvss,YLL,crude rate,5213.00671675167,666,"American Indian or Alaska Native, All Origins"
2014,F,us,wonder,Deaths,age-adjusted rate,2902.42893455932,666,"American Indian or Alaska Native, All Origins"
2014,F,us,wonder,YLL,crude rate,5209.53898213144,666,"American Indian or Alaska Native, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,3401.84521270889,666,"American Indian or Alaska Native, All Origins"
2014,M,us,nvss,YLL,crude rate,7440.86515847836,666,"American Indian or Alaska Native, All Origins"
2014,M,us,wonder,Deaths,age-adjusted rate,3397.46395683067,666,"American Indian or Alaska Native, All Origins"
2014,M,us,wonder,YLL,crude rate,7430.79722729635,666,"American Indian or Alaska Native, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,3673.27948309225,666,"Asian or Pacific Islander, All Origins"
2014,A,us,nvss,YLL,crude rate,7357.25196716047,666,"Asian or Pacific Islander, All Origins"
2014,A,us,wonder,Deaths,age-adjusted rate,3657.52870498814,666,"Asian or Pacific Islander, All Origins"
2014,A,us,wonder,YLL,crude rate,7315.46187271496,666,"Asian or Pacific Islander, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,1685.53531688561,666,"Asian or Pacific Islander, All Origins"
2014,F,us,nvss,YLL,crude rate,3193.09792417312,666,"Asian or Pacific Islander, All Origins"
2014,F,us,wonder,Deaths,age-adjusted rate,1681.61474705595,666,"Asian or Pacific Islander, All Origins"
2014,F,us,wonder,YLL,crude rate,3182.67053832324,666,"Asian or Pacific Islander, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,1987.74416620664,666,"Asian or Pacific Islander, All Origins"
2014,M,us,nvss,YLL,crude rate,4164.15404298735,666,"Asian or Pacific Islander, All Origins"
2014,M,us,wonder,Deaths,age-adjusted rate,1975.9139579322,666,"Asian or Pacific Islander, All Origins"
2014,M,us,wonder,YLL,crude rate,4132.79133439171,666,"Asian or Pacific Islander, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,8909.24035941762,666,"Black or African American, All Origins"
2014,A,us,nvss,YLL,crude rate,19645.2826607281,666,"Black or African American, All Origins"
2014,A,us,wonder,Deaths,age-adjusted rate,8893.65940042676,666,"Black or African American, All Origins"
2014,A,us,wonder,YLL,crude rate,19604.8107145206,666,"Black or African American, All Origins"
2014,F,us,nvss,Deaths,age-adjusted rate,4216.87545003137,666,"Black or African American, All Origins"
2014,F,us,nvss,YLL,crude rate,8550.4013292094,666,"Black or African American, All Origins"
2014,F,us,wonder,Deaths,age-adjusted rate,4210.97996668815,666,"Black or African American, All Origins"
2014,F,us,wonder,YLL,crude rate,8535.93616884464,666,"Black or African American, All Origins"
2014,M,us,nvss,Deaths,age-adjusted rate,4692.36490938625,666,"Black or African American, All Origins"
2014,M,us,nvss,YLL,crude rate,11094.8813315187,666,"Black or African American, All Origins"
2014,M,us,wonder,Deaths,age-adjusted rate,4682.6794337386,666,"Black or African American, All Origins"
2014,M,us,wonder,YLL,crude rate,11068.8745456759,666,"Black or African American, All Origins"
2014,A,us,nvss,Deaths,age-adjusted rate,5525.25478957331,666,"White, Hispanic or Latino"
2014,A,us,nvss,YLL,crude rate,9483.08176807536,666,"White, Hispanic or Latino"
2014,A,us,wonder,Deaths,age-adjusted rate,5484.24341868998,666,"White, Hispanic or Latino"
2014,A,us,wonder,YLL,crude rate,9392.86649891454,666,"White, Hispanic or Latino"
2014,F,us,nvss,Deaths,age-adjusted rate,2453.06746516138,666,"White, Hispanic or Latino"
2014,F,us,nvss,YLL,crude rate,3726.11433252268,666,"White, Hispanic or Latino"
2014,F,us,wonder,Deaths,age-adjusted rate,2437.65823158764,666,"White, Hispanic or Latino"
2014,F,us,wonder,YLL,crude rate,3701.19214137069,666,"White, Hispanic or Latino"
2014,M,us,nvss,Deaths,age-adjusted rate,3072.18732441192,666,"White, Hispanic or Latino"
2014,M,us,nvss,YLL,crude rate,5756.96743555268,666,"White, Hispanic or Latino"
