Year,Gender,Gender.Code,Race,Hispanic.Origin,label_cause,Nation,min_age,max_age,Deaths,YLL,attrDeaths,attrYLL
2015,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,45,54,26,45,2.79913724077146,4.84466060902752
2015,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,55,64,98,102,8.29670614586462,8.63534721304277
2015,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,65,74,184,55,11.8650840200435,3.54662837555647
2015,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,75,84,206,0,9.32858349558184,0
2015,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,85,150,162,0,4.5850868055307,0
2015,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,55,64,62,69,3.87393416589105,4.31131382978198
2015,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,65,74,122,52,7.53485657479468,3.21157821220757
2015,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,75,84,98,0,5.96326919885244,0
2015,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,85,150,21,0,1.32632557765097,0
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,45,54,36,67,4.92896060441302,9.173343347102
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,55,64,262,155,28.782430956753,17.0277740393004
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,65,74,493,55,42.126715530674,4.69973499835106
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,75,84,923,0,57.6434858844175,0
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,85,150,1658,0,63.7840811497843,0
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,45,54,21,45,2.95480362550214,6.33172205464745
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,55,64,102,125,11.847395779255,14.518867376538
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,65,74,189,55,16.6092394256261,4.83337655243087
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,75,84,289,0,18.7406115456783,0
2015,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,85,150,238,0,9.23646727561122,0
2015,Female,F,Asian or Pacific Islander,All Origins,lri,us,65,74,51,13,3.08727751435193,0.78695309189363
2015,Female,F,Asian or Pacific Islander,All Origins,lri,us,75,84,222,0,13.7340437822706,0
2015,Female,F,Asian or Pacific Islander,All Origins,lri,us,85,150,452,0,28.4571619987236,0
2015,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,65,74,45,6,3.74050859115517,0.498734478820689
2015,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,75,84,231,0,19.6102257776384,0
2015,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,85,150,283,0,24.4357154774285,0
