Year,Gender,Gender.Code,Race,Hispanic.Origin,label_cause,Nation,min_age,max_age,Deaths,YLL,attrDeaths,attrYLL
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,55,59,27,704.5,3.97073092233128,103.6066642512
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,62,64,39,764.5,5.0927232079707,99.8304331408615
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,65,66,41,701.5,4.78834157092419,81.9273563903249
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,67,69,31,432.5,3.63352819735241,50.6935788824167
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,70,74,60,638,6.16498113374478,65.5542993888195
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,75,79,103,580.5,9.07995392480436,51.1739150810576
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,80,84,93,62.5,6.90311937595498,4.639193129002
2000,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,85,150,179,0,7.9216507247449,0
2000,Female,F,American Indian or Alaska Native,All Origins,lri,us,85,150,10,0,0.728481938072255,0
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,56,56,14,371,2.01427717085322,53.3783450276103
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,57,57,11,280.5,1.58537521578657,40.4270680025576
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,62,62,14,287,1.79076807348834,36.7107455065109
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,63,63,14,273,1.76771985885775,34.4705372477261
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,65,65,25,437.5,3.1814957651593,55.6761758902878
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,66,66,15,247.5,1.70150091492983,28.0747650963421
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,68,68,12,174,1.3633980370607,19.7692715373802
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,69,69,16,216,1.82745246201538,24.6706082372076
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,70,70,14,175,1.59774667492622,19.9718334365778
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,71,71,17,195.5,1.69618979183598,19.5061826061138
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,73,73,17,161.5,1.72764255371822,16.4126042603231
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,74,74,10,85,1.0037782033688,8.5321147286348
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,75,75,19,142.5,1.90624040812892,14.2968030609669
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,76,76,23,149.5,1.98889168161793,12.9277959305166
2000,Female,F,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,us,77,77,22,121,1.91168512079769,10.5142681643873
