Year,Gender,Gender.Code,Race,Hispanic.Origin,label_cause,Nation,min_age,max_age,Deaths,YLL,attrDeaths,attrYLL
2014,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,45,54,12,23,1.34755646794531,2.58281656356185
2014,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,55,64,102,105,9.02150415379615,9.28684251126074
2014,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,65,74,187,55,12.5670166021323,3.69618135356834
2014,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,75,84,204,0,9.70271761681311,0
2014,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,85,150,137,0,4.04761965008933,0
2014,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,45,54,10,21,0.656070141254864,1.37774729663521
2014,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,65,74,93,30,6.00199853235679,1.93612855882477
2014,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,75,84,62,0,3.97129231866266,0
2014,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,85,150,36,0,2.37588746994056,0
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,45,54,29,45,4.04421382715035,6.27550421454365
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,55,64,203,155,22.6911739470087,17.3257732107702
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,65,74,505,55,43.9881640158626,4.79079014034147
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,75,84,937,0,59.4920560535521,0
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,85,150,1493,0,58.1089969041187,0
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,45,54,26,51,3.73147515231855,7.31943202954793
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,55,64,103,101,12.1856893818009,11.949074053999
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,65,74,163,55,14.6207421355509,4.93337924819204
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,75,84,247,0,16.3054277117424,0
2014,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,85,150,208,0,8.17770082511339,0
2014,Female,F,Asian or Pacific Islander,All Origins,lri,us,65,74,38,20,2.35273535050181,1.23828176342201
2014,Female,F,Asian or Pacific Islander,All Origins,lri,us,75,84,178,0,11.2299833234131,0
2014,Female,F,Asian or Pacific Islander,All Origins,lri,us,85,150,347,0,22.160950912466,0
2014,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,65,74,24,3,2.03884028645182,0.254855035806477
2014,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,75,84,218,0,18.859803719614,0
2014,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,85,150,260,0,22.7603890028798,0
2014,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,75,84,121,0,17.6846985768428,0
2014,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,85,150,67,0,9.87729851908523,0
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,30,34,40,126,7.59562486672732,23.9262183301911
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,35,44,353,355,58.0599660738825,58.3889177230263
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,45,54,1199,255,166.909923662441,35.4979403952647
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,55,64,2716,155,300.586028547502,17.1542100238818
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,65,74,3572,55,306.454039523673,4.71863722670829
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,75,84,4483,0,276.700547431299,0
2014,Female,F,Black or African American,All Origins,cvd_ihd,us,85,150,5862,0,219.627319342988,0
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,35,44,138,241,23.5818770373566,41.1828432319054
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,45,54,403,255,57.6068808027849,36.451003981911
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,55,64,569,155,66.5059039671777,18.1167225218147
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,65,74,541,55,47.6719955091393,4.84650601294392
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,75,84,658,0,42.0893192875167,0
2014,Female,F,Black or African American,All Origins,cvd_stroke,us,85,150,709,0,26.7218961198227,0
2014,Female,F,Black or African American,All Origins,lri,us,0,4,54,75,3.25032940522072,4.51434639613989
2014,Female,F,Black or African American,All Origins,lri,us,35,44,57,132,3.43859438737671,7.96306068655659
2014,Female,F,Black or African American,All Origins,lri,us,45,54,238,255,14.396497438566,15.4248186841778
