Year,Gender,Gender.Code,Race,Hispanic.Origin,label_cause,Nation,min_age,max_age,Deaths,YLL,attrDeaths,attrYLL
2016,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,55,64,137,135,10.8681193889392,10.7094607117284
2016,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,65,74,184,55,11.1877945819599,3.34417772830324
2016,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,75,84,212,0,9.02946659612225,0
2016,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,85,150,151,0,4.01383796005982,0
2016,Female,F,American Indian or Alaska Native,All Origins,lri,us,75,84,21,0,0.863496108298585,0
2016,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,55,64,24,23,1.39703421944924,1.33882446030553
2016,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,65,74,125,47,7.24492139645313,2.72409044506638
2016,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,75,84,75,0,4.27500275361272,0
2016,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,85,150,21,0,1.24169191724013,0
2016,Female,F,American Indian or Alaska Native,All Origins,t2_dm,us,75,84,10,0,1.03807496241451,0
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,45,54,33,74,4.07275730987601,9.13284972517651
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,55,64,240,155,23.6915313825603,15.3007806845702
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,65,74,524,55,40.1252756874233,4.21162244810741
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,75,84,984,0,54.8192656272499,0
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,85,150,1711,0,58.2229766771555,0
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,45,54,51,98,6.43980635632553,12.3745298611745
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,55,64,143,155,14.8753130435962,16.1235910612406
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,65,74,208,55,16.3136000577819,4.31369232297118
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,75,84,298,0,17.1639446556701,0
2016,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,85,150,387,0,13.2155353281335,0
2016,Female,F,Asian or Pacific Islander,All Origins,lri,us,55,64,10,11,0.533665981168721,0.587032579285593
2016,Female,F,Asian or Pacific Islander,All Origins,lri,us,65,74,78,24,4.18016133181539,1.28620348671243
2016,Female,F,Asian or Pacific Islander,All Origins,lri,us,75,84,191,0,10.4286417099181,0
2016,Female,F,Asian or Pacific Islander,All Origins,lri,us,85,150,445,0,24.5536720163962,0
2016,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,65,74,60,22,4.4307803492684,1.62461946139841
2016,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,75,84,193,0,14.5131790604994,0
2016,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,85,150,289,0,21.955138519978,0
2016,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,65,74,38,12,4.91870044073869,1.55327382339116
2016,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,75,84,132,0,17.3356072462909,0
2016,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,85,150,151,0,19.9888659884622,0
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,25,29,10,46,1.8390446506406,8.45960539294676
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,30,34,50,170,8.5032676366323,28.9111099645498
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,35,44,300,355,44.0421055617213,52.1164915813702
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,45,54,1188,255,147.066179210611,31.5672354366211
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,55,64,2878,155,282.307692701789,15.2042016569761
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,65,74,3910,55,296.243089556655,4.16710228276624
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,75,84,4521,0,245.885548777909,0
2016,Female,F,Black or African American,All Origins,cvd_ihd,us,85,150,5617,0,184.795801433744,0
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,0,4,11,75,2.28308618667838,15.5664967273526
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,35,44,153,318,23.2471318830469,48.3175682275093
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,45,54,407,255,51.4746289268475,32.2506888853713
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,55,64,602,155,62.1350310635084,15.9982222837937
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,65,74,647,55,50.1204442283167,4.26062508896046
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,75,84,828,0,46.4555355313545,0
2016,Female,F,Black or African American,All Origins,cvd_stroke,us,85,150,1032,0,33.9763849968407,0
2016,Female,F,Black or African American,All Origins,lri,us,0,4,48,149,2.52520862965087,7.83866845454125
2016,Female,F,Black or African American,All Origins,lri,us,30,34,12,41,0.633267957920473,2.16366552289495
2016,Female,F,Black or African American,All Origins,lri,us,35,44,42,102,2.21091088094514,5.36935499658105
2016,Female,F,Black or African American,All Origins,lri,us,45,54,190,227,10.0182466008676,11.9691683073523
2016,Female,F,Black or African American,All Origins,lri,us,55,64,399,155,21.0842270002574,8.19061449884686
2016,Female,F,Black or African American,All Origins,lri,us,65,74,514,55,27.1456909728369,2.90469455935025
2016,Female,F,Black or African American,All Origins,lri,us,75,84,637,0,33.7781862582116,0
2016,Female,F,Black or African American,All Origins,lri,us,85,150,842,0,44.658846504317,0
2016,Female,F,Black or African American,All Origins,resp_copd,us,35,44,10,32,0.725857764558087,2.32274484658588
2016,Female,F,Black or African American,All Origins,resp_copd,us,45,54,232,196,16.8669447109892,14.2496601868702
2016,Female,F,Black or African American,All Origins,resp_copd,us,55,64,932,155,67.9026189534105,11.2928175298054
2016,Female,F,Black or African American,All Origins,resp_copd,us,65,74,1269,55,92.4042291184107,4.00491142751189
2016,Female,F,Black or African American,All Origins,resp_copd,us,75,84,1341,0,98.032675278007,0
2016,Female,F,Black or African American,All Origins,resp_copd,us,85,150,1043,0,76.264408838153,0
2016,Female,F,Black or African American,All Origins,t2_dm,us,45,54,130,199,16.7043967399174,25.5705765480274
2016,Female,F,Black or African American,All Origins,t2_dm,us,55,64,345,155,44.4082507356745,19.9515329392161
2016,Female,F,Black or African American,All Origins,t2_dm,us,65,74,487,55,62.6587400988638,7.07644908714068
2016,Female,F,Black or African American,All Origins,t2_dm,us,75,84,476,0,61.4361402125196,0
2016,Female,F,Black or African American,All Origins,t2_dm,us,85,150,406,0,52.4095934467577,0
2016,Female,F,White,All Origins,cvd_ihd,us,25,29,15,47,2.55067339709334,7.99210997755913
2016,Female,F,White,All Origins,cvd_ihd,us,30,34,111,215,17.3230178257134,33.5535930858413
2016,Female,F,White,All Origins,cvd_ihd,us,35,44,869,355,116.049911073374,47.4081915201932
2016,Female,F,White,All Origins,cvd_ihd,us,45,54,3713,255,411.99044561273,28.2945229278875
2016,Female,F,White,All Origins,cvd_ihd,us,55,64,10423,155,904.667895707317,13.4532786946785
2016,Female,F,White,All Origins,cvd_ihd,us,65,74,18567,55,1241.42802622896,3.67741376865369
2016,Female,F,White,All Origins,cvd_ihd,us,75,84,30334,0,1459.63347372079,0
2016,Female,F,White,All Origins,cvd_ihd,us,85,150,65746,0,1924.29397197735,0
2016,Female,F,White,All Origins,cvd_stroke,us,0,4,10,75,1.90361345467766,14.2771009100825
2016,Female,F,White,All Origins,cvd_stroke,us,25,29,14,46,2.52006403145018,8.2802103890506
2016,Female,F,White,All Origins,cvd_stroke,us,30,34,87,215,14.2493709174025,35.2139626119717
