Year,Gender,Gender.Code,Race,Hispanic.Origin,label_cause,Nation,min_age,max_age,Deaths,YLL,attrDeaths,attrYLL
2011,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,45,54,11,23,1.35481040265068,2.83278538736052
2011,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,55,64,95,99,9.25872036959607,9.64856122726327
2011,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,65,74,107,48,7.88044871157024,3.53515456219973
2011,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,75,84,188,0,9.97954558755205,0
2011,Female,F,American Indian or Alaska Native,All Origins,cvd_ihd,us,85,150,157,0,5.12934904706025,0
2011,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,55,64,11,16,0.801465818756759,1.1657684636462
2011,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,65,74,81,37,5.77055138995676,2.6359308818321
2011,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,75,84,38,0,2.73402356735197,0
2011,Female,F,American Indian or Alaska Native,All Origins,resp_copd,us,85,150,10,0,0.732816310192663,0
2011,Female,F,American Indian or Alaska Native,All Origins,t2_dm,us,55,64,10,16,1.26787087684626,2.02859340295402
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,45,54,32,69,4.87793859968253,10.5180551055655
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,55,64,240,155,29.3491980167791,18.9546903858365
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,65,74,417,55,39.8554401789217,5.25671273343092
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,75,84,945,0,65.5334061924607,0
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_ihd,us,85,150,1404,0,60.7382628935372,0
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,45,54,33,77,5.1978820345054,12.1283914138459
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,55,64,127,136,16.4847783237679,17.6529909608854
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,65,74,141,55,13.9277926216817,5.43282690916662
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,75,84,219,0,15.845542149808,0
2011,Female,F,Asian or Pacific Islander,All Origins,cvd_stroke,us,85,150,145,0,6.3662514948883,0
2011,Female,F,Asian or Pacific Islander,All Origins,lri,us,75,84,185,0,12.857548129253,0
2011,Female,F,Asian or Pacific Islander,All Origins,lri,us,85,150,349,0,24.9670320318974,0
2011,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,65,74,10,1,0.939301293357187,0.0939301293357187
2011,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,75,84,190,0,18.0509726078525,0
2011,Female,F,Asian or Pacific Islander,All Origins,resp_copd,us,85,150,225,0,21.9812536746748,0
2011,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,65,74,12,5,1.8696966283303,0.77904026180429
2011,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,75,84,45,0,7.06833478550894,0
2011,Female,F,Asian or Pacific Islander,All Origins,t2_dm,us,85,150,60,0,9.62476652288868,0
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,30,34,34,130,7.13422433488831,27.277916574573
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,35,44,311,355,56.6244231236758,64.6355955270255
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,45,54,1300,255,200.843362543147,39.3961980373095
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,55,64,2639,155,325.312563644138,19.1070281791745
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,65,74,3383,55,324.389368875153,5.2738443062765
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,75,84,4851,0,335.066457376445,0
2011,Female,F,Black or African American,All Origins,cvd_ihd,us,85,150,6183,0,259.803082922767,0
2011,Female,F,Black or African American,All Origins,cvd_stroke,us,0,4,11,75,2.80355052714909,19.115117230562
2011,Female,F,Black or African American,All Origins,cvd_stroke,us,35,44,178,276,33.7959785647881,52.4027532802332
2011,Female,F,Black or African American,All Origins,cvd_stroke,us,45,54,470,255,74.9229683552932,40.6496955970208
2011,Female,F,Black or African American,All Origins,cvd_stroke,us,55,64,550,155,71.8558507176846,20.2502852022566
