"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",808716.600044977,"A","Asian or Pacific Islander","All Origins",666,1997,25,29,"Census"
"us","3",3977.95378637828,"A","Asian or Pacific Islander","All Origins",666,1997,25,29,"Census"
"us","2",1698.88944368941,"A","Asian or Pacific Islander","All Origins",666,1997,25,29,"Census"
"us","1",2156.615998783,"A","Asian or Pacific Islander","All Origins",666,1997,25,29,"Census"
"us","666",790724.000047027,"A","Asian or Pacific Islander","All Origins",666,1997,30,34,"Census"
"us","3",3326.55052853857,"A","Asian or Pacific Islander","All Origins",666,1997,30,34,"Census"
"us","2",1834.4705944963,"A","Asian or Pacific Islander","All Origins",666,1997,30,34,"Census"
"us","1",2166.9362756466,"A","Asian or Pacific Islander","All Origins",666,1997,30,34,"Census"
"us","666",758788.700030401,"A","Asian or Pacific Islander","All Origins",666,1997,35,39,"Census"
"us","3",2549.62161552843,"A","Asian or Pacific Islander","All Origins",666,1997,35,39,"Census"
"us","2",1756.38632547042,"A","Asian or Pacific Islander","All Origins",666,1997,35,39,"Census"
"us","1",2119.40751613157,"A","Asian or Pacific Islander","All Origins",666,1997,35,39,"Census"
"us","666",698338.800017769,"A","Asian or Pacific Islander","All Origins",666,1997,40,44,"Census"
"us","3",2035.18316793002,"A","Asian or Pacific Islander","All Origins",666,1997,40,44,"Census"
"us","2",1753.6229609971,"A","Asian or Pacific Islander","All Origins",666,1997,40,44,"Census"
"us","1",1942.54435092707,"A","Asian or Pacific Islander","All Origins",666,1997,40,44,"Census"
"us","666",602231.800011545,"A","Asian or Pacific Islander","All Origins",666,1997,45,49,"Census"
"us","3",1754.14446220184,"A","Asian or Pacific Islander","All Origins",666,1997,45,49,"Census"
"us","2",1448.74026492017,"A","Asian or Pacific Islander","All Origins",666,1997,45,49,"Census"
"us","1",1693.88999641472,"A","Asian or Pacific Islander","All Origins",666,1997,45,49,"Census"
"us","666",496449.400017909,"A","Asian or Pacific Islander","All Origins",666,1997,50,54,"Census"
"us","3",1495.65635671723,"A","Asian or Pacific Islander","All Origins",666,1997,50,54,"Census"
"us","2",1193.48020122744,"A","Asian or Pacific Islander","All Origins",666,1997,50,54,"Census"
"us","1",1370.38738217535,"A","Asian or Pacific Islander","All Origins",666,1997,50,54,"Census"
"us","666",347642.400015217,"A","Asian or Pacific Islander","All Origins",666,1997,55,59,"Census"
"us","3",1085.63836221406,"A","Asian or Pacific Islander","All Origins",666,1997,55,59,"Census"
"us","2",833.533188037615,"A","Asian or Pacific Islander","All Origins",666,1997,55,59,"Census"
"us","1",918.711040568632,"A","Asian or Pacific Islander","All Origins",666,1997,55,59,"Census"
"us","666",276080.300010536,"A","Asian or Pacific Islander","All Origins",666,1997,60,64,"Census"
"us","3",759.985935858272,"A","Asian or Pacific Islander","All Origins",666,1997,60,64,"Census"
"us","2",618.363521958015,"A","Asian or Pacific Islander","All Origins",666,1997,60,64,"Census"
"us","1",672.191914256331,"A","Asian or Pacific Islander","All Origins",666,1997,60,64,"Census"
"us","666",220245.800010625,"A","Asian or Pacific Islander","All Origins",666,1997,65,69,"Census"
"us","3",605.708296139362,"A","Asian or Pacific Islander","All Origins",666,1997,65,69,"Census"
"us","2",411.532129938964,"A","Asian or Pacific Islander","All Origins",666,1997,65,69,"Census"
"us","1",595.600713043201,"A","Asian or Pacific Islander","All Origins",666,1997,65,69,"Census"
"us","666",173379.700006703,"A","Asian or Pacific Islander","All Origins",666,1997,70,74,"Census"
"us","3",450.434653841026,"A","Asian or Pacific Islander","All Origins",666,1997,70,74,"Census"
"us","2",313.132840022673,"A","Asian or Pacific Islander","All Origins",666,1997,70,74,"Census"
"us","1",378.030710821951,"A","Asian or Pacific Islander","All Origins",666,1997,70,74,"Census"
"us","666",121459.200007179,"A","Asian or Pacific Islander","All Origins",666,1997,75,79,"Census"
"us","3",268.639262074508,"A","Asian or Pacific Islander","All Origins",666,1997,75,79,"Census"
"us","2",193.567002446221,"A","Asian or Pacific Islander","All Origins",666,1997,75,79,"Census"
"us","1",208.305501100096,"A","Asian or Pacific Islander","All Origins",666,1997,75,79,"Census"
"us","666",68198.9000029937,"A","Asian or Pacific Islander","All Origins",666,1997,80,84,"Census"
"us","3",163.428358043041,"A","Asian or Pacific Islander","All Origins",666,1997,80,84,"Census"
"us","2",96.0937952382213,"A","Asian or Pacific Islander","All Origins",666,1997,80,84,"Census"
"us","1",93.2175461369295,"A","Asian or Pacific Islander","All Origins",666,1997,80,84,"Census"
"us","666",48206.5000031767,"A","Asian or Pacific Islander","All Origins",666,1997,85,150,"Census"
"us","3",108.165128997594,"A","Asian or Pacific Islander","All Origins",666,1997,85,150,"Census"
"us","2",70.7879309891513,"A","Asian or Pacific Islander","All Origins",666,1997,85,150,"Census"
"us","1",74.5992137569567,"A","Asian or Pacific Islander","All Origins",666,1997,85,150,"Census"
"us","666",2034216.9000941,"A","Black or African American","All Origins",666,1997,25,29,"Census"
"us","3",16034.8778221197,"A","Black or African American","All Origins",666,1997,25,29,"Census"
"us","2",11045.5457965747,"A","Black or African American","All Origins",666,1997,25,29,"Census"
"us","1",10572.0702537072,"A","Black or African American","All Origins",666,1997,25,29,"Census"
"us","666",2081258.50009881,"A","Black or African American","All Origins",666,1997,30,34,"Census"
"us","3",15986.3036059363,"A","Black or African American","All Origins",666,1997,30,34,"Census"
"us","2",12570.0358846153,"A","Black or African American","All Origins",666,1997,30,34,"Census"
"us","1",10792.3760684246,"A","Black or African American","All Origins",666,1997,30,34,"Census"
"us","666",2196655.60008857,"A","Black or African American","All Origins",666,1997,35,39,"Census"
"us","3",17422.9319422918,"A","Black or African American","All Origins",666,1997,35,39,"Census"
"us","2",13392.7993213376,"A","Black or African American","All Origins",666,1997,35,39,"Census"
"us","1",11586.7801589447,"A","Black or African American","All Origins",666,1997,35,39,"Census"
"us","666",2066133.40008137,"A","Black or African American","All Origins",666,1997,40,44,"Census"
"us","3",16977.1064224745,"A","Black or African American","All Origins",666,1997,40,44,"Census"
"us","2",12285.0244811886,"A","Black or African American","All Origins",666,1997,40,44,"Census"
"us","1",10706.5597683231,"A","Black or African American","All Origins",666,1997,40,44,"Census"
"us","666",1718379.60006686,"A","Black or African American","All Origins",666,1997,45,49,"Census"
"us","3",14796.3746695855,"A","Black or African American","All Origins",666,1997,45,49,"Census"
"us","2",9954.76382939805,"A","Black or African American","All Origins",666,1997,45,49,"Census"
"us","1",8659.74609774237,"A","Black or African American","All Origins",666,1997,45,49,"Census"
"us","666",1361715.90004576,"A","Black or African American","All Origins",666,1997,50,54,"Census"
"us","3",11771.3993383327,"A","Black or African American","All Origins",666,1997,50,54,"Census"
"us","2",7522.62976341368,"A","Black or African American","All Origins",666,1997,50,54,"Census"
"us","1",6286.18099357434,"A","Black or African American","All Origins",666,1997,50,54,"Census"
"us","666",993652.2000325,"A","Black or African American","All Origins",666,1997,55,59,"Census"
"us","3",8342.68187247739,"A","Black or African American","All Origins",666,1997,55,59,"Census"
"us","2",5392.91106068309,"A","Black or African American","All Origins",666,1997,55,59,"Census"
"us","1",4668.29907449142,"A","Black or African American","All Origins",666,1997,55,59,"Census"
"us","666",810534.500023654,"A","Black or African American","All Origins",666,1997,60,64,"Census"
"us","3",6915.58584393142,"A","Black or African American","All Origins",666,1997,60,64,"Census"
"us","2",4308.28748709049,"A","Black or African American","All Origins",666,1997,60,64,"Census"
"us","1",3684.69992038341,"A","Black or African American","All Origins",666,1997,60,64,"Census"
"us","666",672846.800012578,"A","Black or African American","All Origins",666,1997,65,69,"Census"
"us","3",6282.98443672552,"A","Black or African American","All Origins",666,1997,65,69,"Census"
"us","2",3546.45048415023,"A","Black or African American","All Origins",666,1997,65,69,"Census"
"us","1",3362.23987674706,"A","Black or African American","All Origins",666,1997,65,69,"Census"
"us","666",550791.400005494,"A","Black or African American","All Origins",666,1997,70,74,"Census"
"us","3",5604.35587204433,"A","Black or African American","All Origins",666,1997,70,74,"Census"
"us","2",2819.94742093551,"A","Black or African American","All Origins",666,1997,70,74,"Census"
"us","1",2743.98797798484,"A","Black or African American","All Origins",666,1997,70,74,"Census"
"us","666",413081.800009805,"A","Black or African American","All Origins",666,1997,75,79,"Census"
"us","3",4346.7558615628,"A","Black or African American","All Origins",666,1997,75,79,"Census"
