"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",1152840,"A","Asian or Pacific Islander","All Origins",666,2005,25,29,"Census"
"us","1",910159.794338123,"A","Asian or Pacific Islander","All Origins",666,2005,25,29,"Census"
"us","2",212800.671226167,"A","Asian or Pacific Islander","All Origins",666,2005,25,29,"Census"
"us","3",29879.5344357105,"A","Asian or Pacific Islander","All Origins",666,2005,25,29,"Census"
"us","666",1133600.5,"A","Asian or Pacific Islander","All Origins",666,2005,30,34,"Census"
"us","1",905889.128197997,"A","Asian or Pacific Islander","All Origins",666,2005,30,34,"Census"
"us","2",199191.344904241,"A","Asian or Pacific Islander","All Origins",666,2005,30,34,"Census"
"us","3",28520.0268977617,"A","Asian or Pacific Islander","All Origins",666,2005,30,34,"Census"
"us","666",1138750.5,"A","Asian or Pacific Islander","All Origins",666,2005,35,39,"Census"
"us","1",909500.412172368,"A","Asian or Pacific Islander","All Origins",666,2005,35,39,"Census"
"us","2",199652.548128049,"A","Asian or Pacific Islander","All Origins",666,2005,35,39,"Census"
"us","3",29597.5396995835,"A","Asian or Pacific Islander","All Origins",666,2005,35,39,"Census"
"us","666",1033417,"A","Asian or Pacific Islander","All Origins",666,2005,40,44,"Census"
"us","1",819634.508848505,"A","Asian or Pacific Islander","All Origins",666,2005,40,44,"Census"
"us","2",185320.504302619,"A","Asian or Pacific Islander","All Origins",666,2005,40,44,"Census"
"us","3",28461.9868488766,"A","Asian or Pacific Islander","All Origins",666,2005,40,44,"Census"
"us","666",942578.5,"A","Asian or Pacific Islander","All Origins",666,2005,45,49,"Census"
"us","1",743833.737619448,"A","Asian or Pacific Islander","All Origins",666,2005,45,49,"Census"
"us","2",171745.757466675,"A","Asian or Pacific Islander","All Origins",666,2005,45,49,"Census"
"us","3",26999.0049138775,"A","Asian or Pacific Islander","All Origins",666,2005,45,49,"Census"
"us","666",828185.5,"A","Asian or Pacific Islander","All Origins",666,2005,50,54,"Census"
"us","1",651601.785940274,"A","Asian or Pacific Islander","All Origins",666,2005,50,54,"Census"
"us","2",152337.18960856,"A","Asian or Pacific Islander","All Origins",666,2005,50,54,"Census"
"us","3",24246.5244511663,"A","Asian or Pacific Islander","All Origins",666,2005,50,54,"Census"
"us","666",657856,"A","Asian or Pacific Islander","All Origins",666,2005,55,59,"Census"
"us","1",513791.082658983,"A","Asian or Pacific Islander","All Origins",666,2005,55,59,"Census"
"us","2",123986.882583803,"A","Asian or Pacific Islander","All Origins",666,2005,55,59,"Census"
"us","3",20078.0347572135,"A","Asian or Pacific Islander","All Origins",666,2005,55,59,"Census"
"us","666",530663,"A","Asian or Pacific Islander","All Origins",666,2005,60,64,"Census"
"us","1",414261.868576053,"A","Asian or Pacific Islander","All Origins",666,2005,60,64,"Census"
"us","2",100398.629217171,"A","Asian or Pacific Islander","All Origins",666,2005,60,64,"Census"
"us","3",16002.5022067754,"A","Asian or Pacific Islander","All Origins",666,2005,60,64,"Census"
"us","666",384090,"A","Asian or Pacific Islander","All Origins",666,2005,65,69,"Census"
"us","1",296615.808379712,"A","Asian or Pacific Islander","All Origins",666,2005,65,69,"Census"
"us","2",75639.1730837844,"A","Asian or Pacific Islander","All Origins",666,2005,65,69,"Census"
"us","3",11835.0185365038,"A","Asian or Pacific Islander","All Origins",666,2005,65,69,"Census"
"us","666",294006,"A","Asian or Pacific Islander","All Origins",666,2005,70,74,"Census"
"us","1",225983.260639536,"A","Asian or Pacific Islander","All Origins",666,2005,70,74,"Census"
"us","2",59119.2264312891,"A","Asian or Pacific Islander","All Origins",666,2005,70,74,"Census"
"us","3",8903.5129291751,"A","Asian or Pacific Islander","All Origins",666,2005,70,74,"Census"
"us","666",208076,"A","Asian or Pacific Islander","All Origins",666,2005,75,79,"Census"
"us","1",157243.398038845,"A","Asian or Pacific Islander","All Origins",666,2005,75,79,"Census"
"us","2",44115.0973010125,"A","Asian or Pacific Islander","All Origins",666,2005,75,79,"Census"
"us","3",6717.50466014218,"A","Asian or Pacific Islander","All Origins",666,2005,75,79,"Census"
"us","666",131217,"A","Asian or Pacific Islander","All Origins",666,2005,80,84,"Census"
"us","1",96900.8298658155,"A","Asian or Pacific Islander","All Origins",666,2005,80,84,"Census"
"us","2",29840.6668625336,"A","Asian or Pacific Islander","All Origins",666,2005,80,84,"Census"
"us","3",4475.50327165085,"A","Asian or Pacific Islander","All Origins",666,2005,80,84,"Census"
"us","666",102338.5,"A","Asian or Pacific Islander","All Origins",666,2005,85,150,"Census"
"us","1",73615.3323880435,"A","Asian or Pacific Islander","All Origins",666,2005,85,150,"Census"
"us","2",24722.66351943,"A","Asian or Pacific Islander","All Origins",666,2005,85,150,"Census"
"us","3",4000.5040925265,"A","Asian or Pacific Islander","All Origins",666,2005,85,150,"Census"
"us","666",2667611,"A","Black or African American","All Origins",666,2005,25,29,"Census"
"us","1",1742451.58949212,"A","Black or African American","All Origins",666,2005,25,29,"Census"
"us","2",659996.087028786,"A","Black or African American","All Origins",666,2005,25,29,"Census"
"us","3",265163.32347909,"A","Black or African American","All Origins",666,2005,25,29,"Census"
"us","666",2623263.5,"A","Black or African American","All Origins",666,2005,30,34,"Census"
"us","1",1742280.50909237,"A","Black or African American","All Origins",666,2005,30,34,"Census"
"us","2",625439.258556536,"A","Black or African American","All Origins",666,2005,30,34,"Census"
"us","3",255543.732351094,"A","Black or African American","All Origins",666,2005,30,34,"Census"
"us","666",2719875,"A","Black or African American","All Origins",666,2005,35,39,"Census"
"us","1",1819746.31114314,"A","Black or African American","All Origins",666,2005,35,39,"Census"
"us","2",637283.775456014,"A","Black or African American","All Origins",666,2005,35,39,"Census"
"us","3",262844.91340085,"A","Black or African American","All Origins",666,2005,35,39,"Census"
"us","666",2684726,"A","Black or African American","All Origins",666,2005,40,44,"Census"
"us","1",1790997.01033294,"A","Black or African American","All Origins",666,2005,40,44,"Census"
"us","2",628574.996425534,"A","Black or African American","All Origins",666,2005,40,44,"Census"
"us","3",265153.993241522,"A","Black or African American","All Origins",666,2005,40,44,"Census"
"us","666",2551924,"A","Black or African American","All Origins",666,2005,45,49,"Census"
"us","1",1688869.87062431,"A","Black or African American","All Origins",666,2005,45,49,"Census"
"us","2",603299.732782608,"A","Black or African American","All Origins",666,2005,45,49,"Census"
"us","3",259754.396593078,"A","Black or African American","All Origins",666,2005,45,49,"Census"
"us","666",2249852,"A","Black or African American","All Origins",666,2005,50,54,"Census"
"us","1",1486571.97311177,"A","Black or African American","All Origins",666,2005,50,54,"Census"
"us","2",532099.24368961,"A","Black or African American","All Origins",666,2005,50,54,"Census"
"us","3",231180.783198623,"A","Black or African American","All Origins",666,2005,50,54,"Census"
"us","666",1756230.5,"A","Black or African American","All Origins",666,2005,55,59,"Census"
"us","1",1155029.62628597,"A","Black or African American","All Origins",666,2005,55,59,"Census"
"us","2",414843.204582499,"A","Black or African American","All Origins",666,2005,55,59,"Census"
"us","3",186357.669131529,"A","Black or African American","All Origins",666,2005,55,59,"Census"
"us","666",1375082,"A","Black or African American","All Origins",666,2005,60,64,"Census"
"us","1",904784.18117217,"A","Black or African American","All Origins",666,2005,60,64,"Census"
"us","2",322173.584433874,"A","Black or African American","All Origins",666,2005,60,64,"Census"
"us","3",148124.234393956,"A","Black or African American","All Origins",666,2005,60,64,"Census"
"us","666",1022181.5,"A","Black or African American","All Origins",666,2005,65,69,"Census"
"us","1",669176.054542743,"A","Black or African American","All Origins",666,2005,65,69,"Census"
"us","2",238868.85085812,"A","Black or African American","All Origins",666,2005,65,69,"Census"
"us","3",114136.594599138,"A","Black or African American","All Origins",666,2005,65,69,"Census"
"us","666",791851.5,"A","Black or African American","All Origins",666,2005,70,74,"Census"
"us","1",513791.194204648,"A","Black or African American","All Origins",666,2005,70,74,"Census"
"us","2",184916.626045769,"A","Black or African American","All Origins",666,2005,70,74,"Census"
"us","3",93143.6797495837,"A","Black or African American","All Origins",666,2005,70,74,"Census"
"us","666",583406.5,"A","Black or African American","All Origins",666,2005,75,79,"Census"
"us","1",376162.152688,"A","Black or African American","All Origins",666,2005,75,79,"Census"
