"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",1074003.6,"A","Asian or Pacific Islander","All Origins",666,2002,25,29,"Census"
"us","1",850783.070940996,"A","Asian or Pacific Islander","All Origins",666,2002,25,29,"Census"
"us","2",195662.073961867,"A","Asian or Pacific Islander","All Origins",666,2002,25,29,"Census"
"us","3",27558.4550971368,"A","Asian or Pacific Islander","All Origins",666,2002,25,29,"Census"
"us","666",1042968.4,"A","Asian or Pacific Islander","All Origins",666,2002,30,34,"Census"
"us","1",831782.605116796,"A","Asian or Pacific Islander","All Origins",666,2002,30,34,"Census"
"us","2",184391.951846786,"A","Asian or Pacific Islander","All Origins",666,2002,30,34,"Census"
"us","3",26793.8430364186,"A","Asian or Pacific Islander","All Origins",666,2002,30,34,"Census"
"us","666",1020982.2,"A","Asian or Pacific Islander","All Origins",666,2002,35,39,"Census"
"us","1",811697.659475788,"A","Asian or Pacific Islander","All Origins",666,2002,35,39,"Census"
"us","2",181618.077004878,"A","Asian or Pacific Islander","All Origins",666,2002,35,39,"Census"
"us","3",27666.4635193336,"A","Asian or Pacific Islander","All Origins",666,2002,35,39,"Census"
"us","666",938293.6,"A","Asian or Pacific Islander","All Origins",666,2002,40,44,"Census"
"us","1",741821.414157608,"A","Asian or Pacific Islander","All Origins",666,2002,40,44,"Census"
"us","2",169627.20688419,"A","Asian or Pacific Islander","All Origins",666,2002,40,44,"Census"
"us","3",26844.9789582025,"A","Asian or Pacific Islander","All Origins",666,2002,40,44,"Census"
"us","666",841102.6,"A","Asian or Pacific Islander","All Origins",666,2002,45,49,"Census"
"us","1",660503.780191116,"A","Asian or Pacific Islander","All Origins",666,2002,45,49,"Census"
"us","2",155530.61194668,"A","Asian or Pacific Islander","All Origins",666,2002,45,49,"Census"
"us","3",25068.207862204,"A","Asian or Pacific Islander","All Origins",666,2002,45,49,"Census"
"us","666",718390,"A","Asian or Pacific Islander","All Origins",666,2002,50,54,"Census"
"us","1",562340.857504438,"A","Asian or Pacific Islander","All Origins",666,2002,50,54,"Census"
"us","2",134369.103373696,"A","Asian or Pacific Islander","All Origins",666,2002,50,54,"Census"
"us","3",21680.0391218661,"A","Asian or Pacific Islander","All Origins",666,2002,50,54,"Census"
"us","666",531448.6,"A","Asian or Pacific Islander","All Origins",666,2002,55,59,"Census"
"us","1",412670.732254373,"A","Asian or Pacific Islander","All Origins",666,2002,55,59,"Census"
"us","2",102061.612134085,"A","Asian or Pacific Islander","All Origins",666,2002,55,59,"Census"
"us","3",16716.2556115416,"A","Asian or Pacific Islander","All Origins",666,2002,55,59,"Census"
"us","666",424027.4,"A","Asian or Pacific Islander","All Origins",666,2002,60,64,"Census"
"us","1",330013.389721685,"A","Asian or Pacific Islander","All Origins",666,2002,60,64,"Census"
"us","2",80953.606747474,"A","Asian or Pacific Islander","All Origins",666,2002,60,64,"Census"
"us","3",13060.4035308407,"A","Asian or Pacific Islander","All Origins",666,2002,60,64,"Census"
"us","666",322705.8,"A","Asian or Pacific Islander","All Origins",666,2002,65,69,"Census"
"us","1",246916.493407539,"A","Asian or Pacific Islander","All Origins",666,2002,65,69,"Census"
"us","2",65390.0769340549,"A","Asian or Pacific Islander","All Origins",666,2002,65,69,"Census"
"us","3",10399.2296584061,"A","Asian or Pacific Islander","All Origins",666,2002,65,69,"Census"
"us","666",252959.4,"A","Asian or Pacific Islander","All Origins",666,2002,70,74,"Census"
"us","1",190417.217023257,"A","Asian or Pacific Islander","All Origins",666,2002,70,74,"Census"
"us","2",54166.3622900625,"A","Asian or Pacific Islander","All Origins",666,2002,70,74,"Census"
"us","3",8375.82068668015,"A","Asian or Pacific Islander","All Origins",666,2002,70,74,"Census"
"us","666",178977.8,"A","Asian or Pacific Islander","All Origins",666,2002,75,79,"Census"
"us","1",132815.236862152,"A","Asian or Pacific Islander","All Origins",666,2002,75,79,"Census"
"us","2",39841.95568162,"A","Asian or Pacific Islander","All Origins",666,2002,75,79,"Census"
"us","3",6320.60745622748,"A","Asian or Pacific Islander","All Origins",666,2002,75,79,"Census"
"us","666",106689.6,"A","Asian or Pacific Islander","All Origins",666,2002,80,84,"Census"
"us","1",77546.5277853048,"A","Asian or Pacific Islander","All Origins",666,2002,80,84,"Census"
"us","2",25222.8669800538,"A","Asian or Pacific Islander","All Origins",666,2002,80,84,"Census"
"us","3",3920.20523464136,"A","Asian or Pacific Islander","All Origins",666,2002,80,84,"Census"
"us","666",79528,"A","Asian or Pacific Islander","All Origins",666,2002,85,150,"Census"
"us","1",56143.5318208697,"A","Asian or Pacific Islander","All Origins",666,2002,85,150,"Census"
"us","2",19970.4616310879,"A","Asian or Pacific Islander","All Origins",666,2002,85,150,"Census"
"us","3",3414.0065480424,"A","Asian or Pacific Islander","All Origins",666,2002,85,150,"Census"
"us","666",2596425.2,"A","Black or African American","All Origins",666,2002,25,29,"Census"
"us","1",1699891.5431874,"A","Black or African American","All Origins",666,2002,25,29,"Census"
