"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",1231676.4,"A","Asian or Pacific Islander","All Origins",666,2008,25,29,"Census"
"us","1",969536.517735249,"A","Asian or Pacific Islander","All Origins",666,2008,25,29,"Census"
"us","2",229939.268490467,"A","Asian or Pacific Islander","All Origins",666,2008,25,29,"Census"
"us","3",32200.6137742842,"A","Asian or Pacific Islander","All Origins",666,2008,25,29,"Census"
"us","666",1224232.6,"A","Asian or Pacific Islander","All Origins",666,2008,30,34,"Census"
"us","1",979995.651279199,"A","Asian or Pacific Islander","All Origins",666,2008,30,34,"Census"
"us","2",213990.737961696,"A","Asian or Pacific Islander","All Origins",666,2008,30,34,"Census"
"us","3",30246.2107591047,"A","Asian or Pacific Islander","All Origins",666,2008,30,34,"Census"
"us","666",1256518.8,"A","Asian or Pacific Islander","All Origins",666,2008,35,39,"Census"
"us","1",1007303.16486895,"A","Asian or Pacific Islander","All Origins",666,2008,35,39,"Census"
"us","2",217687.01925122,"A","Asian or Pacific Islander","All Origins",666,2008,35,39,"Census"
"us","3",31528.6158798334,"A","Asian or Pacific Islander","All Origins",666,2008,35,39,"Census"
"us","666",1128540.4,"A","Asian or Pacific Islander","All Origins",666,2008,40,44,"Census"
"us","1",897447.603539402,"A","Asian or Pacific Islander","All Origins",666,2008,40,44,"Census"
"us","2",201013.801721047,"A","Asian or Pacific Islander","All Origins",666,2008,40,44,"Census"
"us","3",30078.9947395506,"A","Asian or Pacific Islander","All Origins",666,2008,40,44,"Census"
"us","666",1044054.4,"A","Asian or Pacific Islander","All Origins",666,2008,45,49,"Census"
"us","1",827163.695047779,"A","Asian or Pacific Islander","All Origins",666,2008,45,49,"Census"
"us","2",187960.90298667,"A","Asian or Pacific Islander","All Origins",666,2008,45,49,"Census"
"us","3",28929.801965551,"A","Asian or Pacific Islander","All Origins",666,2008,45,49,"Census"
"us","666",937981,"A","Asian or Pacific Islander","All Origins",666,2008,50,54,"Census"
"us","1",740862.71437611,"A","Asian or Pacific Islander","All Origins",666,2008,50,54,"Census"
"us","2",170305.275843424,"A","Asian or Pacific Islander","All Origins",666,2008,50,54,"Census"
"us","3",26813.0097804665,"A","Asian or Pacific Islander","All Origins",666,2008,50,54,"Census"
"us","666",784263.4,"A","Asian or Pacific Islander","All Origins",666,2008,55,59,"Census"
"us","1",614911.433063593,"A","Asian or Pacific Islander","All Origins",666,2008,55,59,"Census"
"us","2",145912.153033521,"A","Asian or Pacific Islander","All Origins",666,2008,55,59,"Census"
"us","3",23439.8139028854,"A","Asian or Pacific Islander","All Origins",666,2008,55,59,"Census"
"us","666",637298.6,"A","Asian or Pacific Islander","All Origins",666,2008,60,64,"Census"
"us","1",498510.347430421,"A","Asian or Pacific Islander","All Origins",666,2008,60,64,"Census"
"us","2",119843.651686868,"A","Asian or Pacific Islander","All Origins",666,2008,60,64,"Census"
"us","3",18944.6008827102,"A","Asian or Pacific Islander","All Origins",666,2008,60,64,"Census"
"us","666",445474.2,"A","Asian or Pacific Islander","All Origins",666,2008,65,69,"Census"
"us","1",346315.123351885,"A","Asian or Pacific Islander","All Origins",666,2008,65,69,"Census"
"us","2",85888.2692335137,"A","Asian or Pacific Islander","All Origins",666,2008,65,69,"Census"
"us","3",13270.8074146015,"A","Asian or Pacific Islander","All Origins",666,2008,65,69,"Census"
"us","666",335052.6,"A","Asian or Pacific Islander","All Origins",666,2008,70,74,"Census"
"us","1",261549.304255814,"A","Asian or Pacific Islander","All Origins",666,2008,70,74,"Census"
"us","2",64072.0905725156,"A","Asian or Pacific Islander","All Origins",666,2008,70,74,"Census"
"us","3",9431.20517167004,"A","Asian or Pacific Islander","All Origins",666,2008,70,74,"Census"
"us","666",237174.2,"A","Asian or Pacific Islander","All Origins",666,2008,75,79,"Census"
"us","1",181671.559215538,"A","Asian or Pacific Islander","All Origins",666,2008,75,79,"Census"
"us","2",48388.238920405,"A","Asian or Pacific Islander","All Origins",666,2008,75,79,"Census"
"us","3",7114.40186405687,"A","Asian or Pacific Islander","All Origins",666,2008,75,79,"Census"
