"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",946139.462860596,"A","Asian or Pacific Islander","All Origins",666,1993,25,29,"Census"
"us","3",3937.93739719726,"A","Asian or Pacific Islander","All Origins",666,1993,25,29,"Census"
"us","2",1659.67060771821,"A","Asian or Pacific Islander","All Origins",666,1993,25,29,"Census"
"us","1",1969.25691534177,"A","Asian or Pacific Islander","All Origins",666,1993,25,29,"Census"
"us","666",967506.207392639,"A","Asian or Pacific Islander","All Origins",666,1993,30,34,"Census"
"us","3",3434.45872355713,"A","Asian or Pacific Islander","All Origins",666,1993,30,34,"Census"
"us","2",1665.46567532886,"A","Asian or Pacific Islander","All Origins",666,1993,30,34,"Census"
"us","1",2016.29256289982,"A","Asian or Pacific Islander","All Origins",666,1993,30,34,"Census"
"us","666",910634.208806572,"A","Asian or Pacific Islander","All Origins",666,1993,35,39,"Census"
"us","3",2673.58049018459,"A","Asian or Pacific Islander","All Origins",666,1993,35,39,"Census"
"us","2",1599.23421267412,"A","Asian or Pacific Islander","All Origins",666,1993,35,39,"Census"
"us","1",1949.60190419692,"A","Asian or Pacific Islander","All Origins",666,1993,35,39,"Census"
"us","666",806189.853525497,"A","Asian or Pacific Islander","All Origins",666,1993,40,44,"Census"
"us","3",2188.74429297628,"A","Asian or Pacific Islander","All Origins",666,1993,40,44,"Census"
"us","2",1536.60399066932,"A","Asian or Pacific Islander","All Origins",666,1993,40,44,"Census"
"us","1",1718.29495521189,"A","Asian or Pacific Islander","All Origins",666,1993,40,44,"Census"
"us","666",628640.410541815,"A","Asian or Pacific Islander","All Origins",666,1993,45,49,"Census"
"us","3",1721.48300484166,"A","Asian or Pacific Islander","All Origins",666,1993,45,49,"Census"
"us","2",1206.53320441496,"A","Asian or Pacific Islander","All Origins",666,1993,45,49,"Census"
"us","1",1366.60697881887,"A","Asian or Pacific Islander","All Origins",666,1993,45,49,"Census"
"us","666",502591.605949767,"A","Asian or Pacific Islander","All Origins",666,1993,50,54,"Census"
"us","3",1328.53734608899,"A","Asian or Pacific Islander","All Origins",666,1993,50,54,"Census"
"us","2",961.763871048004,"A","Asian or Pacific Islander","All Origins",666,1993,50,54,"Census"
"us","1",1060.93137721149,"A","Asian or Pacific Islander","All Origins",666,1993,50,54,"Census"
"us","666",378753.036659614,"A","Asian or Pacific Islander","All Origins",666,1993,55,59,"Census"
"us","3",1036.07543580676,"A","Asian or Pacific Islander","All Origins",666,1993,55,59,"Census"
"us","2",673.65133939963,"A","Asian or Pacific Islander","All Origins",666,1993,55,59,"Census"
"us","1",818.66566212039,"A","Asian or Pacific Islander","All Origins",666,1993,55,59,"Census"
"us","666",317984.60945224,"A","Asian or Pacific Islander","All Origins",666,1993,60,64,"Census"
"us","3",750.865100424501,"A","Asian or Pacific Islander","All Origins",666,1993,60,64,"Census"
"us","2",503.701077448061,"A","Asian or Pacific Islander","All Origins",666,1993,60,64,"Census"
"us","1",611.321830227207,"A","Asian or Pacific Islander","All Origins",666,1993,60,64,"Census"
"us","666",259699.163531276,"A","Asian or Pacific Islander","All Origins",666,1993,65,69,"Census"
"us","3",559.62614585832,"A","Asian or Pacific Islander","All Origins",666,1993,65,69,"Census"
"us","2",326.556545201524,"A","Asian or Pacific Islander","All Origins",666,1993,65,69,"Census"
"us","1",470.121036769628,"A","Asian or Pacific Islander","All Origins",666,1993,65,69,"Census"
"us","666",191330.845451576,"A","Asian or Pacific Islander","All Origins",666,1993,70,74,"Census"
"us","3",388.222722549054,"A","Asian or Pacific Islander","All Origins",666,1993,70,74,"Census"
"us","2",222.432392439977,"A","Asian or Pacific Islander","All Origins",666,1993,70,74,"Census"
"us","1",276.555589496565,"A","Asian or Pacific Islander","All Origins",666,1993,70,74,"Census"
"us","666",130328.082953599,"A","Asian or Pacific Islander","All Origins",666,1993,75,79,"Census"
"us","3",243.412279478495,"A","Asian or Pacific Islander","All Origins",666,1993,75,79,"Census"
"us","2",136.490808470808,"A","Asian or Pacific Islander","All Origins",666,1993,75,79,"Census"
"us","1",163.397007933063,"A","Asian or Pacific Islander","All Origins",666,1993,75,79,"Census"
"us","666",72315.6987565124,"A","Asian or Pacific Islander","All Origins",666,1993,80,84,"Census"
"us","3",126.568165376777,"A","Asian or Pacific Islander","All Origins",666,1993,80,84,"Census"
"us","2",71.6966239920714,"A","Asian or Pacific Islander","All Origins",666,1993,80,84,"Census"
"us","1",74.6075198582237,"A","Asian or Pacific Islander","All Origins",666,1993,80,84,"Census"
"us","666",49785.5708266888,"A","Asian or Pacific Islander","All Origins",666,1993,85,150,"Census"
"us","3",96.8406259444822,"A","Asian or Pacific Islander","All Origins",666,1993,85,150,"Census"
"us","2",50.7778391469088,"A","Asian or Pacific Islander","All Origins",666,1993,85,150,"Census"
"us","1",59.6636553050176,"A","Asian or Pacific Islander","All Origins",666,1993,85,150,"Census"
"us","666",2789118.88576727,"A","Black or African American","All Origins",666,1993,25,29,"Census"
"us","3",23078.4070589198,"A","Black or African American","All Origins",666,1993,25,29,"Census"
"us","2",13120.6866524871,"A","Black or African American","All Origins",666,1993,25,29,"Census"
"us","1",13794.3793360578,"A","Black or African American","All Origins",666,1993,25,29,"Census"
"us","666",2794622.42732105,"A","Black or African American","All Origins",666,1993,30,34,"Census"
"us","3",23321.8390690287,"A","Black or African American","All Origins",666,1993,30,34,"Census"
"us","2",13684.3793395923,"A","Black or African American","All Origins",666,1993,30,34,"Census"
"us","1",13566.6197898163,"A","Black or African American","All Origins",666,1993,30,34,"Census"
"us","666",2604025.92019782,"A","Black or African American","All Origins",666,1993,35,39,"Census"
"us","3",22128.4705635209,"A","Black or African American","All Origins",666,1993,35,39,"Census"
"us","2",13011.1668641105,"A","Black or African American","All Origins",666,1993,35,39,"Census"
