"nation","rural_urban_class","Population","Gender.Code","Race","Hispanic.Origin","Education","Year","min_age","max_age","source2"
"us","666",1126561.2,"A","Asian or Pacific Islander","All Origins",666,2004,25,29,"Census"
"us","1",890367.553205747,"A","Asian or Pacific Islander","All Origins",666,2004,25,29,"Census"
"us","2",207087.8054714,"A","Asian or Pacific Islander","All Origins",666,2004,25,29,"Census"
"us","3",29105.8413228526,"A","Asian or Pacific Islander","All Origins",666,2004,25,29,"Census"
"us","666",1103389.8,"A","Asian or Pacific Islander","All Origins",666,2004,30,34,"Census"
"us","1",881186.953837597,"A","Asian or Pacific Islander","All Origins",666,2004,30,34,"Census"
"us","2",194258.213885089,"A","Asian or Pacific Islander","All Origins",666,2004,30,34,"Census"
"us","3",27944.632277314,"A","Asian or Pacific Islander","All Origins",666,2004,30,34,"Census"
"us","666",1099494.4,"A","Asian or Pacific Islander","All Origins",666,2004,35,39,"Census"
"us","1",876899.494606841,"A","Asian or Pacific Islander","All Origins",666,2004,35,39,"Census"
"us","2",193641.057753659,"A","Asian or Pacific Islander","All Origins",666,2004,35,39,"Census"
"us","3",28953.8476395002,"A","Asian or Pacific Islander","All Origins",666,2004,35,39,"Census"
"us","666",1001709.2,"A","Asian or Pacific Islander","All Origins",666,2004,40,44,"Census"
"us","1",793696.810618206,"A","Asian or Pacific Islander","All Origins",666,2004,40,44,"Census"
"us","2",180089.405163142,"A","Asian or Pacific Islander","All Origins",666,2004,40,44,"Census"
"us","3",27922.9842186519,"A","Asian or Pacific Islander","All Origins",666,2004,40,44,"Census"
"us","666",908753.2,"A","Asian or Pacific Islander","All Origins",666,2004,45,49,"Census"
"us","1",716057.085143337,"A","Asian or Pacific Islander","All Origins",666,2004,45,49,"Census"
"us","2",166340.70896001,"A","Asian or Pacific Islander","All Origins",666,2004,45,49,"Census"
"us","3",26355.405896653,"A","Asian or Pacific Islander","All Origins",666,2004,45,49,"Census"
"us","666",791587,"A","Asian or Pacific Islander","All Origins",666,2004,50,54,"Census"
"us","1",621848.143128328,"A","Asian or Pacific Islander","All Origins",666,2004,50,54,"Census"
"us","2",146347.827530272,"A","Asian or Pacific Islander","All Origins",666,2004,50,54,"Census"
"us","3",23391.0293413996,"A","Asian or Pacific Islander","All Origins",666,2004,50,54,"Census"
"us","666",615720.2,"A","Asian or Pacific Islander","All Origins",666,2004,55,59,"Census"
"us","1",480084.29919078,"A","Asian or Pacific Islander","All Origins",666,2004,55,59,"Census"
"us","2",116678.459100564,"A","Asian or Pacific Islander","All Origins",666,2004,55,59,"Census"
"us","3",18957.4417086562,"A","Asian or Pacific Islander","All Origins",666,2004,55,59,"Census"
"us","666",495117.8,"A","Asian or Pacific Islander","All Origins",666,2004,60,64,"Census"
"us","1",386179.042291264,"A","Asian or Pacific Islander","All Origins",666,2004,60,64,"Census"
"us","2",93916.9550606055,"A","Asian or Pacific Islander","All Origins",666,2004,60,64,"Census"
"us","3",15021.8026481305,"A","Asian or Pacific Islander","All Origins",666,2004,60,64,"Census"
"us","666",363628.6,"A","Asian or Pacific Islander","All Origins",666,2004,65,69,"Census"
"us","1",280049.370055654,"A","Asian or Pacific Islander","All Origins",666,2004,65,69,"Census"
"us","2",72222.8077005412,"A","Asian or Pacific Islander","All Origins",666,2004,65,69,"Census"
"us","3",11356.4222438046,"A","Asian or Pacific Islander","All Origins",666,2004,65,69,"Census"
"us","666",280323.8,"A","Asian or Pacific Islander","All Origins",666,2004,70,74,"Census"
"us","1",214127.912767443,"A","Asian or Pacific Islander","All Origins",666,2004,70,74,"Census"
"us","2",57468.2717175469,"A","Asian or Pacific Islander","All Origins",666,2004,70,74,"Census"
"us","3",8727.61551501012,"A","Asian or Pacific Islander","All Origins",666,2004,70,74,"Census"
"us","666",198376.6,"A","Asian or Pacific Islander","All Origins",666,2004,75,79,"Census"
"us","1",149100.677646614,"A","Asian or Pacific Islander","All Origins",666,2004,75,79,"Census"
"us","2",42690.716761215,"A","Asian or Pacific Islander","All Origins",666,2004,75,79,"Census"
"us","3",6585.20559217061,"A","Asian or Pacific Islander","All Origins",666,2004,75,79,"Census"
"us","666",123041.2,"A","Asian or Pacific Islander","All Origins",666,2004,80,84,"Census"
"us","1",90449.3958389786,"A","Asian or Pacific Islander","All Origins",666,2004,80,84,"Census"
"us","2",28301.4002350404,"A","Asian or Pacific Islander","All Origins",666,2004,80,84,"Census"
"us","3",4290.40392598102,"A","Asian or Pacific Islander","All Origins",666,2004,80,84,"Census"
"us","666",94735,"A","Asian or Pacific Islander","All Origins",666,2004,85,150,"Census"
"us","1",67791.3988656522,"A","Asian or Pacific Islander","All Origins",666,2004,85,150,"Census"
"us","2",23138.596223316,"A","Asian or Pacific Islander","All Origins",666,2004,85,150,"Census"
"us","3",3805.0049110318,"A","Asian or Pacific Islander","All Origins",666,2004,85,150,"Census"
"us","666",2643882.4,"A","Black or African American","All Origins",666,2004,25,29,"Census"
"us","1",1728264.90739055,"A","Black or African American","All Origins",666,2004,25,29,"Census"
"us","2",651013.104434543,"A","Black or African American","All Origins",666,2004,25,29,"Census"
"us","3",264604.388174908,"A","Black or African American","All Origins",666,2004,25,29,"Census"
"us","666",2622331.2,"A","Black or African American","All Origins",666,2004,30,34,"Census"
"us","1",1744459.81091084,"A","Black or African American","All Origins",666,2004,30,34,"Census"
"us","2",621274.510267843,"A","Black or African American","All Origins",666,2004,30,34,"Census"
"us","3",256596.878821312,"A","Black or African American","All Origins",666,2004,30,34,"Census"
"us","666",2741172.2,"A","Black or African American","All Origins",666,2004,35,39,"Census"
"us","1",1832366.37337176,"A","Black or African American","All Origins",666,2004,35,39,"Census"
"us","2",640903.330547217,"A","Black or African American","All Origins",666,2004,35,39,"Census"
"us","3",267902.49608102,"A","Black or African American","All Origins",666,2004,35,39,"Census"
"us","666",2687864.4,"A","Black or African American","All Origins",666,2004,40,44,"Census"
"us","1",1788865.01239953,"A","Black or African American","All Origins",666,2004,40,44,"Census"
"us","2",629947.595710641,"A","Black or African American","All Origins",666,2004,40,44,"Census"
"us","3",269051.791889827,"A","Black or African American","All Origins",666,2004,40,44,"Census"
"us","666",2496577.4,"A","Black or African American","All Origins",666,2004,45,49,"Census"
"us","1",1649248.84474918,"A","Black or African American","All Origins",666,2004,45,49,"Census"
"us","2",590150.67933913,"A","Black or African American","All Origins",666,2004,45,49,"Census"
"us","3",257177.875911694,"A","Black or African American","All Origins",666,2004,45,49,"Census"
"us","666",2160973,"A","Black or African American","All Origins",666,2004,50,54,"Census"
"us","1",1428954.56773412,"A","Black or African American","All Origins",666,2004,50,54,"Census"
"us","2",509010.692427532,"A","Black or African American","All Origins",666,2004,50,54,"Census"
