Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
2004,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,41441.0037229178,173148.758157674,345698.760893151,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,37924.979561439,159840.546270512,321584.72050477,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,D,33568.8039705628,142727.559953649,289430.759055841,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,28.2683995561943,118.110997286321,235.813561957828,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,25.8699929801742,109.03298717054,219.36450746169,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,D,22.89848888816,97.3596035324585,197.431133559114,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,43.104424200758,180.098859848208,359.574930540935,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,39.4472686460849,166.256463211938,334.492965030526,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,D,34.916238417725,148.456570466195,301.048360182237,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,867172.670557466,3623219.93982647,7233910.63827769,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,793598.196294237,3344739.29008892,6729312.89876979,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,absolute number,D,702443.154639967,2986641.92968639,6056475.99537091,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,586.093001810087,2448.81316357206,4889.15823199151,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,536.366475661824,2260.59740736542,4548.11749824162,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,D,474.75783206962,2018.57137953447,4093.36954108086,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,901.9805335058,3768.65411617807,7524.27607370567,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,825.452817859856,3478.9953970445,6999.42404164778,EPA,attributable,25,150
2004,us,All,All Origins,A,666,1,nvss,YLL,crude rate,D,730.638859931261,3106.52419361595,6299.57981258557,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,A,20571.8441472735,86839.2277922745,174981.844960905,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,B,19915.1474129535,84324.3814044499,170373.276135731,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,D,18266.2627840097,77842.4971065592,158186.389325197,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,A,23.0755232874083,97.4079236083837,196.277864510469,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,B,22.33890382456,94.5870099376861,191.108413658829,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,D,20.4893430666108,87.3162533156024,177.438331949857,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,A,38.5231057823152,162.616279529793,327.673303139769,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,B,37.2933668448626,157.906945124434,319.043236574697,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,D,34.2056438128925,145.768883379033,296.221912127637,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,absolute number,A,424111.05989482,1790285.62902614,3607442.05514294,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,absolute number,B,410572.538699149,1738439.32106379,3512431.36990489,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,absolute number,D,376578.979219537,1604808.18911404,3261185.37343362,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,A,484.778285288163,2046.37812942339,4123.47080550625,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,B,469.303138065635,1987.11543469729,4014.86925881426,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,D,430.446949124337,1834.36895592406,3727.68362544487,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,crude rate,A,794.195946013104,3352.51240354519,6755.34341495888,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,crude rate,B,768.8435332482,3255.42432569677,6577.42515679626,EPA,attributable,25,150
2004,us,All,All Origins,A,666,2,nvss,YLL,crude rate,D,705.186746896157,3005.18491132745,6106.93860098941,EPA,attributable,25,150
2004,us,All,All Origins,A,666,3,nvss,Deaths,absolute number,A,10085.7684821373,42811.6512420779,86701.0827243498,EPA,attributable,25,150
2004,us,All,All Origins,A,666,3,nvss,Deaths,absolute number,B,9962.08087715039,42336.1327183391,85826.3399917401,EPA,attributable,25,150
2004,us,All,All Origins,A,666,3,nvss,Deaths,absolute number,D,9306.86878019413,39758.5671390383,80976.7063092901,EPA,attributable,25,150
2004,us,All,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,A,18.9626182795068,80.4917346513258,163.009842932008,EPA,attributable,25,150
