Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,26629.2545603057,27379.3744070749,28129.494253844
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,26486.9856102303,27233.097880941,27979.2101516518
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,25692.0207248286,26415.7396184857,27139.4585121428
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,14.6509384050862,15.0636408953703,15.4763433856545
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,14.5726645795914,14.9831621733827,15.393659767174
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,14.1352891531088,14.5334663123513,14.9316434715938
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,24.1896227376989,24.871020561296,25.5524183848932
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,24.0603877183025,24.7381451188181,25.4159025193337
2016,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,23.3382533219364,23.9956689084698,24.6530844950032
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,550484.656071955,565991.266102151,581497.876132347
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,547543.647194872,562967.411904587,578391.176614302
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,531109.992601251,546070.837463258,561031.682325266
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,305.47445397737,314.079368173915,322.684282370461
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,303.842431956483,312.401373701736,320.960315446989
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,294.723083018295,303.025141694866,311.327200371438
2016,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,500.052155914336,514.138132137275,528.224108360214
