Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
1998,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,39013.7573863969,162564.373752979,323742.399538693,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,35337.6796271572,148595.791322003,298336.061892347,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,D,30622.025806013,130074.323533629,263542.458886052,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,2329.7065165575,9707.53155461145,19332.2773405627,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,2110.18953370829,8873.39765681205,17815.1378917695,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,D,1828.59426647624,7767.38821056911,15737.4378933955,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,3429.47234320664,14290.0879362862,28458.3100916197,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,3106.32974297134,13062.191154995,26224.9868195912,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,D,2691.80406169487,11434.076720727,23166.4836857145,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,823378.009529122,3430890.52293504,6832522.43285067,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,745795.080043525,3136086.21880076,6296326.45681358,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,absolute number,D,646272.093358937,2745194.12578572,5562014.01148991,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,47952.6947623438,199811.561767855,397919.13178095,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,43434.3441465447,182642.460034302,366691.625490846,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,D,37638.2269961096,159877.303563724,323926.018268796,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,72378.3685769581,301589.617335295,600607.280291604,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,65558.5047955583,275675.08678461,553473.412816459,EPA,attributable,25,150
1998,us,All,All Origins,A,666,1,nvss,YLL,crude rate,D,56810.018281744,241314.03796544,488924.279607669,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,A,16696.3193212554,69055.5743786127,136608.069330431,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,B,14026.6798389092,58955.647551816,118318.885321394,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,D,11998.1365485213,50990.2530230459,103359.158459232,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,A,974.635438490591,4031.06868763805,7974.39621220702,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,B,818.797184715949,3441.49284028191,6906.77846165341,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,D,700.382452625422,2976.51875587906,6033.51533883802,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,A,1537.17171816283,6357.70518482822,12577.0271044251,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,B,1291.38734910556,5427.84025023145,10893.20590611,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,D,1104.62646396344,4694.49423797312,9515.91618126139,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,absolute number,A,343103.413227533,1419067.44928668,2807247.15189325,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,absolute number,B,288243.273045985,1211517.55155498,2431410.93686239,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,absolute number,D,246557.43118946,1047831.53202338,2123993.87992907,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,A,20018.8179492596,82797.3486412131,163792.511253918,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,B,16817.931229322,70687.5780650665,141863.85511883,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,D,14385.7161973078,61137.1029036051,123927.204359941,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,crude rate,A,31588.3311208042,130648.576326158,258453.425857154,EPA,attributable,25,150
1998,us,All,All Origins,A,666,2,nvss,YLL,crude rate,B,26537.5499085542,111540.183226932,223851.500169777,EPA,attributable,25,150
