Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,43229.538927342,44447.2724182531,45665.0059091641
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,41449.1921299715,42616.7750068721,43784.3578837727
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,36858.4404101606,37896.7063372074,38934.9722642542
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,26.6944686412273,27.4464255043604,28.1983823674936
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,25.5950950894345,26.3160836835031,27.0370722775716
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,22.7602816524898,23.4014163469261,24.0425510413625
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,42.0376843974221,43.2218445212931,44.4060046451642
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,40.3064224260277,41.4418146070425,42.5772067880574
2011,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,35.8422394452956,36.8518799930504,37.8615205408052
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,884079.14287423,908982.780701673,933886.418529116
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,847669.606485612,871547.623569714,895425.640653816
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,753785.009372044,775018.389917736,796251.770463427
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,542.735416647671,558.02373824338,573.312059839089
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,520.38363393557,535.042327849248,549.701021762926
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,462.747961448633,475.783115292257,488.81826913588
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,859.704750794468,883.921786028115,908.138821261762
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,824.299038919223,847.518730156384,870.738421393545
2011,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,733.002875204114,753.650843519723,774.298811835331
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,20966.6748134776,21557.2853716037,22147.8959297298
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,20795.4129820362,21381.1992632203,21966.9855444045
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,19333.2059955629,19877.8033475506,20422.4006995383
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,21.1996567256237,21.7968301545145,22.3940035834053
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,21.0264918309011,21.6187873754335,22.2110829199659
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,19.5480367849385,20.0986857084579,20.6493346319773
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,A,di_gee,25,150,36.6119434972535,37.6432658492888,38.6745882013241
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,B,di_gee,25,150,36.3128866104678,37.3357848248472,38.3586830392266
2011,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,D,di_gee,25,150,33.7595852383476,34.7105594704138,35.6615337024799
2011,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,A,di_gee,25,150,427146.663884019,439178.964275118,451211.264666217
2011,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,B,di_gee,25,150,423657.607054473,435591.624154599,447525.641254725
2011,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,D,di_gee,25,150,393868.580337729,404963.469924707,416058.359511685
