Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,28.4686099392358,20.3130078397665,39.3285306819315,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,26.4803090581008,18.3475333412695,37.3817108484248,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,22.5727392718437,14.4770024793055,33.5345704628789,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,313.405157698659,222.545204142175,433.797448647239,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,290.75851258548,199.979670545965,411.264998865905,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,247.214296905595,157.750949827244,366.873944638725,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,312.573444633672,223.028340509029,431.81083775678,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,290.742731553158,201.448251574369,410.4355692509,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,247.83924765128,158.95143958856,368.195574925006,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,773.611702160751,548.907472990362,1067.62173533026,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,721.180513245328,496.566138507312,1015.44565322972,nvss,GBD
1994,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,616.193955075436,391.984899303673,912.61701134317,nvss,GBD
