Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,97831.1728064892,100586.980491179,103342.788175869
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,49849.9952823909,51254.2205016132,52658.4457208354
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,35893.6135174558,36904.7012221729,37915.78892689
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,78.9679700491081,81.1924199096464,83.4168697701847
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,40.2382269524107,41.3716981341688,42.5051693159268
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,28.9728285564691,29.7889645721443,30.6051005878195
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,107.798752077731,110.835336643301,113.871921208871
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,54.9289876464209,56.4762830730806,58.0235784997404
1990,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,39.5506527596842,40.6647556543232,41.7788585489622
1990,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,2225210.92988278,2287892.92790765,2350574.92593251
1990,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1133858.98558525,1165798.67532005,1197738.36505484
1990,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,816415.247009419,839412.859601233,862410.472193048
1990,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,1702.93895300722,1750.90906435953,1798.87917571185
1990,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,867.734652854724,892.177882512603,916.621112170483
