Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,label_cause,lower,mean,upper,method,attr
2008,us,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,age-adjusted rate,,726.438076176677,726.438076176677,726.438076176677,burnett,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,,36.3148603847623,36.3148603847623,36.3148603847623,burnett,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,,26101.8893860534,26101.8893860534,26101.8893860534,burnett,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,age-adjusted rate,,19353.0405584905,19353.0405584905,19353.0405584905,burnett,attributable
2008,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,,1306.80900271423,1306.80900271423,1306.80900271423,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,,5374.82427335719,5374.82427335719,5374.82427335719,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,,456.988350312735,456.988350312735,456.988350312735,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,,33.3949971562512,33.3949971562512,33.3949971562512,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,,131589.839662519,131589.839662519,131589.839662519,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,,10458.1963913133,10458.1963913133,10458.1963913133,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,,817.597394412404,817.597394412404,817.597394412404,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,,2588.87029318648,2588.87029318648,2588.87029318648,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,,372.367393557758,372.367393557758,372.367393557758,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,,30.9172664708254,30.9172664708254,30.9172664708254,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,,57730.7664314728,57730.7664314728,57730.7664314728,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,,8278.50036227077,8278.50036227077,8278.50036227077,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,,689.442609011489,689.442609011489,689.442609011489,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,,2786.80080072645,2786.80080072645,2786.80080072645,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,,568.22554055338,568.22554055338,568.22554055338,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,,36.0930466862213,36.0930466862213,36.0930466862213,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,,73902.0749435454,73902.0749435454,73902.0749435454,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,,13157.8009435706,13157.8009435706,13157.8009435706,burnett,attributable
2008,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,,957.137316901409,957.137316901409,957.137316901409,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,,33343.6059406298,33343.6059406298,33343.6059406298,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,,1133.8654998988,1133.8654998988,1133.8654998988,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,,81.2288709699794,81.2288709699794,81.2288709699794,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,YLL,absolute number,,978645.485123885,978645.485123885,978645.485123885,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,,29740.3696344483,29740.3696344483,29740.3696344483,burnett,attributable
2008,us,Black or African American,All Origins,A,666,nvss,YLL,crude rate,,2384.09330946464,2384.09330946464,2384.09330946464,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,,16444.7392370973,16444.7392370973,16444.7392370973,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,,915.415925397008,915.415925397008,915.415925397008,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,,76.6796930352812,76.6796930352812,76.6796930352812,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,YLL,absolute number,,426287.535576304,426287.535576304,426287.535576304,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,,23161.3365135673,23161.3365135673,23161.3365135673,burnett,attributable
2008,us,Black or African American,All Origins,F,666,nvss,YLL,crude rate,,1987.72366660691,1987.72366660691,1987.72366660691,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,,16887.6449265726,16887.6449265726,16887.6449265726,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,,1436.82546019959,1436.82546019959,1436.82546019959,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,,86.148518243269,86.148518243269,86.148518243269,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,YLL,absolute number,,551450.908771491,551450.908771491,551450.908771491,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,,38046.9622356542,38046.9622356542,38046.9622356542,burnett,attributable
2008,us,Black or African American,All Origins,M,666,nvss,YLL,crude rate,,2813.10264877825,2813.10264877825,2813.10264877825,burnett,attributable
2008,us,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,,14784.0388898627,14784.0388898627,14784.0388898627,burnett,attributable
2008,us,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,,649.476206168296,649.476206168296,649.476206168296,burnett,attributable
2008,us,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,,34.2361160568461,34.2361160568461,34.2361160568461,burnett,attributable
