Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,34333.7984589276,35300.9477112918,36268.0969636559
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,33684.9214453246,34633.7924719534,35582.6634985823
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,32071.3539561264,32974.7723774257,33878.1907987251
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,19.2992798211741,19.8429215062776,20.3865631913811
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,18.9345412947907,19.4679086552073,20.001276015624
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,18.0275431797515,18.5353612974909,19.0431794152304
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,31.5381085071691,32.4265059299063,33.3149033526435
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,30.9420674461342,31.8136749798281,32.685282513522
2015,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,29.4598875289063,30.289743515636,31.1195995023658
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,700432.67907483,720163.177076938,739893.675079046
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,687195.149718102,706552.759569316,725910.36942053
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,654277.283066117,672707.629067979,691137.975069842
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,395.523256283093,406.664756460081,417.80625663707
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,388.048232811555,398.979168947092,409.910105082629
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,369.460034120879,379.867359025692,390.274683930505
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,643.398715730655,661.522623216026,679.646530701396
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,631.239075493972,649.020457902253,666.801840310534
2015,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,601.001604054954,617.931226704389,634.860849353825
2015,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,15280.5951312726,15711.034430745,16141.4737302175
2015,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,15219.6835377121,15648.4070176476,16077.1304975832
2015,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,14948.5339362095,15369.6193992013,15790.7048621931
2015,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,14.2050857405784,14.6052290008763,15.0053722611743
