Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
1999,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,45949.8863909323,190822.457113793,378838.975549872,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,40671.4443082502,170720.597438345,342200.323065222,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,D,34435.4650392964,146235.901472946,296219.265557237,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,2704.73105504311,11232.3112480461,22299.4575723839,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,2394.02808394514,10049.0629660866,20142.810212104,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,D,2026.961957952,8607.829423364,17436.2443432031,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,4018.68904351396,16688.9665653437,33132.5311089073,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,3557.04661018939,14930.8964246541,29928.1847465138,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,D,3011.65980878327,12789.5118176763,25906.7695368129,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,960777.531980777,3989953.92137634,7921237.77739653,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,850409.281801522,3569639.16884603,7155151.13661976,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,absolute number,D,720019.649920058,3057682.60902353,6193721.84004797,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,55332.0242617353,229784.960443079,456191.060149238,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,48975.819528207,205578.663656948,412071.455783948,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,D,41466.5657888218,176094.634476279,356701.895825381,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,84027.7625101478,348953.726926404,692776.282323392,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,74375.1667676106,312193.803812553,625775.812213861,EPA,attributable,25,150
1999,us,All,All Origins,A,666,1,nvss,YLL,crude rate,D,62971.5393337621,267419.063779251,541691.047621084,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,A,23855.5997584209,99498.6808119525,198328.132870741,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,B,21416.2656843655,90206.2136963252,181387.034619237,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,D,18775.4262541827,79835.3640560522,161907.482191791,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,A,1367.96486920359,5705.60796044569,11372.839965851,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,B,1228.08478438698,5172.74487206659,10401.3771861067,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,age-adjusted rate,D,1076.64966633163,4578.04349732215,9284.35042264633,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,A,2164.31368216279,9027.07785254659,17993.4395226606,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,B,1943.0036264397,8184.01316655811,16456.4481618104,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,Deaths,crude rate,D,1703.41187569689,7243.11157534272,14689.154014186,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,YLL,absolute number,A,487591.203687376,2033681.06581687,4053683.57998959,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,YLL,absolute number,B,437732.979647361,1843749.7594562,3707419.78566512,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,YLL,absolute number,D,383756.131882156,1631777.09431386,3309271.82411421,EPA,attributable,25,150
1999,us,All,All Origins,A,666,2,nvss,YLL,age-adjusted rate,A,27993.3143086987,116756.563384523,232727.821389116,EPA,attributable,25,150
