Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,70711.1332075128,68773.8418867591,72648.4245282666
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,55322.2837567821,53806.6047497469,56837.9627638172
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,42451.4807587713,41288.4264914077,43614.5350261349
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,47.3471754483648,46.0499925593685,48.6443583373611
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,37.0430193439225,36.0281421016233,38.0578965862218
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,28.4249115571362,27.6461468569406,29.2036762573317
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,72.7442141680987,70.7512219991097,74.7372063370877
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,56.9129057239335,55.3536480328668,58.4721634150001
2005,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,43.6720424067659,42.4755480942518,44.8685367192801
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1472970.66406623,1432615.30340688,1513326.02472558
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1152408.35985117,1120835.52807443,1183981.19162792
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,884299.020075646,860071.649662615,908526.390488677
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,978.67573751456,951.862703610051,1005.48877141907
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,765.686737020161,744.70901819769,786.664455842631
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,587.548697858535,571.451473259671,603.645922457399
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,1515.32140116764,1473.80574634113,1556.83705599416
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,1185.5423147032,1153.06170334147,1218.02292606493
2005,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,909.724316201285,884.800362332756,934.648270069813
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,32866.6387381571,31966.1828823171,33767.094593997
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,28473.9365784327,27693.8287269688,29254.0444298966
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,22400.7420399413,21787.0230799429,23014.4609999397
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,36.1482568755488,35.157893673479,37.1386200776186
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,31.3169588741762,30.4589600009111,32.1749577474413
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,24.6373772479087,23.9623806109797,25.3123738848377
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,A,di_gee,25,150,60.8177075370655,59.1514689744062,62.4839460997248
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,B,di_gee,25,150,52.6892804905421,51.2457385592943,54.1328224217898
2005,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,D,di_gee,25,150,41.4512049392122,40.3155554888228,42.5868543896016
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,A,di_gee,25,150,676316.267458094,657787.054651023,694845.480265165
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,B,di_gee,25,150,585925.036630136,569872.295900543,601977.777359729
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,D,di_gee,25,150,460953.320035009,448324.461951858,473582.17811816
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,A,di_gee,25,150,759.527421636472,738.718451180678,780.336392092265
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,B,di_gee,25,150,658.014827909662,639.987024405287,676.042631414036
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,D,di_gee,25,150,517.667108580462,503.484448071408,531.849769089515
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,A,di_gee,25,150,1251.48194448839,1217.19476792706,1285.76912104971
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,B,di_gee,25,150,1084.21849281002,1054.51387656865,1113.92310905139
2005,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,D,di_gee,25,150,852.965964346754,829.597033816706,876.334894876802
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,A,di_gee,25,150,15468.268748673,15044.4805637779,15892.0569335682
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,B,di_gee,25,150,13816.2973041208,13437.7686108572,14194.8259973843
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,D,di_gee,25,150,10833.1366182312,10536.338354718,11129.9348817444
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,28.7759147443575,27.9875335184847,29.5642959702303
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,25.7027208258314,24.9985366936168,26.406904958046
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,20.1530902265284,19.6009507682674,20.7052296847895
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,crude rate,A,di_gee,25,150,52.6000720268793,51.1589741631291,54.0411698906294
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,crude rate,B,di_gee,25,150,46.9825191913525,45.6953268847401,48.2697114979649
2005,us,nvss,A,All,All Origins,666,3,attributable,Deaths,crude rate,D,di_gee,25,150,36.8382380507105,35.8289712548006,37.8475048466203
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,absolute number,A,di_gee,25,150,312385.690306115,303827.178242934,320944.202369296
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,absolute number,B,di_gee,25,150,279023.699481077,271379.214563787,286668.184398367
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,absolute number,D,di_gee,25,150,218777.997437943,212784.079699917,224771.915175968
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,age-adjusted rate,A,di_gee,25,150,611.19887145242,594.45369689208,627.94404601276
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,age-adjusted rate,B,di_gee,25,150,545.924398983185,530.967566134331,560.88123183204
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,age-adjusted rate,D,di_gee,25,150,428.050545470435,416.323133265765,439.777957675104
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,crude rate,A,di_gee,25,150,1062.27206659295,1033.16872230273,1091.37541088317
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,crude rate,B,di_gee,25,150,948.824133351704,922.828951616041,974.819315087367
2005,us,nvss,A,All,All Origins,666,3,attributable,YLL,crude rate,D,di_gee,25,150,743.957750547835,723.575346423237,764.340154672434
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,absolute number,A,di_gee,25,150,119421.791640315,116149.961732361,122693.621548268
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,absolute number,B,di_gee,25,150,97795.5820417745,95116.2510269313,100474.913056618
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,absolute number,D,di_gee,25,150,75806.1800221137,73729.2983776722,77883.0616665552
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,39.7426631768422,38.6538230898054,40.831503263879
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,32.5456252488295,31.6539642831081,33.4372862145509
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,25.2277196478175,24.5365492465074,25.9188900491275
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,crude rate,A,di_gee,25,150,62.0207391707528,60.3215408373075,63.7199375041981
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,crude rate,B,di_gee,25,150,50.7893425693447,49.3978537318285,52.1808314068611
2005,us,nvss,A,All,All Origins,666,666,attributable,Deaths,crude rate,D,di_gee,25,150,39.369324928931,38.2907132870425,40.4479365708195
2005,us,nvss,A,All,All Origins,666,666,attributable,YLL,absolute number,A,di_gee,25,150,2465724.34805157,2398170.25632413,2533278.43977901
2005,us,nvss,A,All,All Origins,666,666,attributable,YLL,absolute number,B,di_gee,25,150,2019203.90290707,1963883.2480329,2074524.55778124
2005,us,nvss,A,All,All Origins,666,666,attributable,YLL,absolute number,D,di_gee,25,150,1565184.55506245,1522302.7864306,1608066.3236943
2005,us,nvss,A,All,All Origins,666,666,attributable,YLL,age-adjusted rate,A,di_gee,25,150,816.020015560205,793.663302805131,838.376728315279
