Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,73.5135613223614,57.1331156682835,93.7908358147262,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,59.1165425153876,43.1259375049609,79.4095866022534,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,48.6657695323044,33.1661522612115,68.9490412649159,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,17.5185416633602,13.6967538754503,22.4936437309736,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,14.031974908481,10.2694998134906,18.9691273679651,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,11.5278575227245,7.84997336793843,16.3246230505229,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,14.7093020317825,11.4317445552174,18.7665745883608,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,11.8286077193358,8.62905331687815,15.8890356084033,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,9.73751631376945,6.63620347139748,13.7959888559907,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,1976.12962336712,1535.86705852141,2526.33136963458,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,1595.13881798124,1163.77742194699,2155.22187744317,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,1315.72412449911,892.189125201431,1877.81034715442,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,387.411182518006,300.44108754422,496.056436789971,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,311.658606275185,227.098600189591,419.922896063824,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,256.642547172102,173.97540990358,364.171375200336,nvss,GBD
2000,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,395.403065246655,307.31108707129,505.492734672049,nvss,GBD
