Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,66057.1143543012,67917.8781389294,69778.6419235577
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,53214.4849387393,54713.4845144785,56212.4840902176
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,41246.3568264951,42408.2260328753,43570.0952392554
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,45.9131670387423,47.2064956877209,48.4998243366996
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,36.9868644695631,38.028747975748,39.0706314819329
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,28.668386277929,29.4759464547721,30.2835066316152
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,69.4776819672105,71.4347997691038,73.391917570997
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,55.9700358812587,57.5466566103082,59.1232773393577
2003,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,43.3821745001901,44.6042075847025,45.8262406692149
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1380022.13812639,1418896.00117221,1457769.86421802
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1111722.30277225,1143038.4239771,1174354.54518196
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,861691.978131611,885964.991600107,910238.005068603
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,949.270849357259,976.010873282816,1002.75089720837
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,764.716409574996,786.257716886968,807.799024198939
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,592.728952215124,609.425542418367,626.12213262161
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,1451.48240515311,1492.36923346728,1533.25606178146
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,1169.28947537104,1202.22720707163,1235.16493877222
2003,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,906.312087585557,931.842005545714,957.37192350587
2003,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,28653.207303518,29460.3399036171,30267.4725037162
2003,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,26121.2621113799,26857.0723117005,27592.882512021
2003,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,21259.9235503011,21858.7946362251,22457.6657221491
2003,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,32.7779150736221,33.7012366249917,34.6245581763614
