Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,53347.0757451979,51885.5120261514,54808.6394642444
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,49798.7503250906,48434.4010011155,51163.0996490657
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,40471.8774431324,39363.0588830466,41580.6960032183
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,33.8099791356813,32.8836783374435,34.7362799339192
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,31.5611434357932,30.6964545745386,32.4258322970479
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,25.6500157285066,24.9472755715613,26.352755885452
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,53.1357001824364,51.6799275746984,54.5914727901744
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,49.6014341886812,48.2424907862515,50.9603775911108
2008,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,40.3115169031955,39.20709178256,41.415942023831
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1103239.47986194,1073013.74068764,1133465.21903624
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1029858.64996308,1001643.34448464,1058073.95544152
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,836975.080558508,814044.256433617,859905.904683399
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,696.73337862717,677.644792911357,715.821964342982
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,650.390880488599,632.571952256035,668.209808721163
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,528.578324424403,514.096726494967,543.059922353839
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,1098.86814623852,1068.76216962924,1128.97412284779
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,1025.77807106237,997.674562266138,1053.8815798586
2008,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,833.658758600855,810.818792611791,856.49872458992
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,24742.5141676507,24064.6370671671,25420.3912681342
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,24065.4827041558,23406.1544108912,24724.8109974203
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,21007.5770581467,20432.0270017592,21583.1271145343
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,25.6929894163141,24.9890718980589,26.3969069345693
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,24.9899500199043,24.3052938549754,25.6746061848332
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,21.8145759707416,21.2169163551049,22.4122355863784
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,A,di_gee,25,150,44.2138589630824,43.0025203613542,45.4251975648107
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,B,di_gee,25,150,43.004031480002,41.8258388367142,44.1822241232897
2008,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,D,di_gee,25,150,37.5396793919742,36.5111950250708,38.5681637588776
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,A,di_gee,25,150,506842.512687105,492956.416449102,520728.608925108
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,B,di_gee,25,150,492973.739053154,479467.609216081,506479.868890226
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,D,di_gee,25,150,430333.517017445,418543.557647104,442123.476387786
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,A,di_gee,25,150,540.324382667739,525.520974923417,555.127790412061
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,B,di_gee,25,150,525.539441853689,511.141100980985,539.937782726393
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,D,di_gee,25,150,458.761224844673,446.192424163997,471.330025525349
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,A,di_gee,25,150,905.706801685536,880.892916707851,930.520686663223
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,B,di_gee,25,150,880.923871491477,856.788970902669,905.058772080284
2008,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,D,di_gee,25,150,768.988361472691,747.920187185768,790.056535759615
2008,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,A,di_gee,25,150,10412.0773051392,10126.8149132176,10697.3396970609
2008,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,B,di_gee,25,150,10377.8671506117,10093.5420231976,10662.1922780257
