Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,54897.2978538256,56443.7006102714,57990.1033667172
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,47964.5824562461,49315.6974550136,50666.812453781
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,37133.2260358927,38179.2324031009,39225.2387703092
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,3420.29797990736,3516.64440187659,3612.99082384581
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,2988.3650178743,3072.54431415245,3156.7236104306
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,2313.53277780969,2378.70271521278,2443.87265261587
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,4900.69247320331,5038.74014850481,5176.78782380631
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,4281.80761919385,4402.42191832607,4523.03621745829
1995,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,3314.89032164039,3408.26751379928,3501.64470595816
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1221500.96729067,1255909.44524252,1290317.92319437
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1067243.49205678,1097306.68901612,1127369.88597547
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,826238.691059825,849513.020385453,872787.349711082
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,73349.66742626,75415.8552410842,77482.0430559085
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,64086.6911295508,65891.9500346085,67697.2089396663
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,49614.6420075039,51012.237557011,52409.8331065182
1995,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,109043.629293947,112115.280823354,115186.932352761
