Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,75.5723911351637,56.7975262195795,99.5716589352358,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,67.1526031363426,48.8302230950309,91.0119688233646,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,56.5010500090238,38.514835539357,80.4803917346805,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,14.2630431107475,10.7831262529725,18.6235236984642,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,12.6437813538078,9.19603563885808,17.0484200915679,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,10.6156101555355,7.23493848621537,15.0274430373809,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,13.5974196697864,10.219337890633,17.9155060918704,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,12.082482941824,8.78581484612427,16.3753973703366,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,10.1659941840693,6.92981093326507,14.4804953921336,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,2011.85648934639,1505.76793993711,2666.26172959221,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,1791.50217502356,1288.8071190103,2445.66193485967,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,1510.25277043634,1016.28364858331,2162.83143715675,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,315.032551201666,237.093161256565,413.336404706001,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,280.000013844227,203.044097436243,379.062688240632,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,235.64472602373,159.658212043293,336.062893995215,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,361.984801461408,270.926436190371,479.729159580434,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,322.337384688042,231.889596284552,440.037574558567,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,271.73337271216,182.85560461642,389.149083207237,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,64.6245708999769,44.7716385937237,92.8611009598108,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,60.825959736204,41.0212888699368,89.0407040485705,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,52.8941785092788,33.3386589580475,81.091984394889,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,12.5077808657017,8.66605597935126,17.9073116459948,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,11.7703720930984,7.94485493848488,17.1855841923955,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,10.2299407135366,6.44639040200475,15.6879936946184,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,13.0603216472721,9.04813745865291,18.7667914875914,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,12.2926402078304,8.29020942910785,17.9947072511132,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,10.6896645498602,6.73758607936791,16.3883084168099,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,1726.56656662648,1197.77636695466,2462.48653347402,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,1625.24521594561,1097.94777133409,2364.10087976443,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,1414.54406718891,897.27505961037,2156.56170816694,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,279.78986690276,195.150685665431,400.768775899229,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,263.367762823273,178.984245422953,384.521798867144,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,229.100145583447,145.598829500517,350.944416425942,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,348.930977668992,242.064966870588,497.656939634059,nvss,GBD
2007,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,328.454409527807,221.890077501991,477.773662034998,nvss,GBD
