Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,38989.3873048111,37921.1849128984,40057.5896967237
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,37793.2903477622,36757.8577354948,38828.7229600297
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,34893.7251500084,33937.7326801451,35849.7176198716
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,23.4716299593124,22.8285716042627,24.114688314362
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,22.7515790143763,22.1282480824755,23.374909946277
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,21.0060393670738,20.4305314392088,21.5815472949389
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,37.3197201905568,36.2972621031443,38.3421782779694
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,36.1748444476048,35.1837528189033,37.1659360763063
2012,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,33.3994491584078,32.4843957568076,34.3145025600081
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,795910.210275199,774104.451089577,817715.96946082
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,771493.67422779,750356.861235248,792630.487220333
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,712303.373846586,692788.212919282,731818.53477389
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,477.76201535477,464.672645071078,490.851385638463
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,463.105470785555,450.417649668142,475.793291902967
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,427.575235296051,415.86084528794,439.289625304162
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,761.826445541822,740.954488129718,782.698402953927
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,738.455514211504,718.223856287901,758.687172135107
2012,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,681.799957381326,663.120506494166,700.479408268485
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,18286.5449382184,17785.5437070343,18787.5461694025
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,18258.1343312163,17757.9114728268,18758.3571896058
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,17691.1859038415,17206.4958790787,18175.8759286043
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,18.0753805140411,17.5801646095468,18.5705964185354
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,18.0472979793724,17.5528514593896,18.5417444993552
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,17.4868964059063,17.0078033536897,17.9659894581229
2012,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,A,di_gee,25,150,31.5231733381174,30.6595247535114,32.3868219227233
