Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,22.581085163719,16.5303537467948,30.5339204369844,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,19.7715589913567,13.7516869039815,27.7734713860176,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,16.7648826053324,10.8160157772593,24.7994886037379,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,282.632188425835,207.739609046988,383.618296668603,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,246.381556628976,171.5901675233,347.991736904007,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,208.760711618521,134.59215146259,309.674200836431,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,305.839146877835,223.887791523474,413.552675151639,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,267.786808761382,186.253413436581,376.165039587344,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,227.064260036538,146.492562866247,335.885294377262,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,640.474292863882,463.209345392925,867.557855590599,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,563.108070125081,387.093522485051,791.663420389748,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,477.813511211057,304.732153308591,706.969008931888,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,7171.95980148027,5234.28248928048,9719.27615621401,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,6288.02897534572,4367.61104224977,8842.2505466239,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,5332.88757803291,3421.6128390732,7857.31007674173,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,8674.61018398698,6273.72643934888,11750.2393041457,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,7626.75887887731,5242.8106010148,10722.3219500277,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,6471.5258622861,4127.30482695702,9575.21735528438,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,4.41978512250219,2.08273432565901,8.97478232061189,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,3.79776288149128,1.46153621099777,8.36608290238682,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,3.48424304007937,1.15365378314578,8.042711171947,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,14.2446293053792,6.57669549064937,29.1721610626399,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,12.308885399494,4.66132088649894,27.2682613171678,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,11.3201321509625,3.69407976416596,26.2772587980908,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,16.77437443456,7.90458460264155,34.0619181570944,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,14.4136184954943,5.54695646359048,31.7517262187076,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,13.2237191979624,4.37845279577261,30.5244361270848,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,126.910059800923,61.9622044097724,250.160135755466,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,107.749585381824,43.0698590755478,231.408232982519,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,98.3472023720793,33.8023527320902,222.046889573995,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,375.77039507462,181.361557663158,746.97373848869,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,320.257907377659,126.688249820058,693.273710175814,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,292.757915656933,99.2829823635839,667.012660995331,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,481.660715081975,235.164649129331,949.430723316903,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,408.941122762108,163.462684938845,878.261779634005,nvss,GBD
