Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,36.685042310145,26.2331963089702,50.4694478361473,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,32.8823810831533,22.5140805743205,46.6772904676804,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,27.4175799462552,17.2291345135856,41.4304839848228,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,341.77967284988,245.325891331553,471.075675284465,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,305.210951095602,209.446235561424,433.81709594206,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,253.851549386818,159.155795555985,384.1510226936,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,321.597200130169,229.971725590645,442.437355775709,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,288.261400942447,197.368322898301,409.193638027163,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,240.354552967827,151.038163548823,363.197826975715,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,992.502573839006,706.497516215034,1365.36451884661,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,892.320337516279,608.363047669015,1264.9901267095,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,745.317840574356,463.702582625521,1118.86463082156,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,7856.94438185123,5616.09373919561,10784.3391992233,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,7044.53010355139,4823.47993790159,10005.2943786486,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,5874.22144393757,3691.33868120021,8851.80617263672,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,8700.71366335434,6193.46765891124,11969.3853071205,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,7822.47216013388,5333.17778780118,11089.4592815989,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,6533.78367971764,4065.02058808465,9808.458977772,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,5.54313234799443,2.75334905748324,12.8887040580198,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,4.90698389099295,2.13739325871505,12.2751991304384,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,4.37860427866795,1.62746437576772,11.7610097801562,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,14.1364300216888,6.91258395956434,33.3239457842942,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,12.5541165837108,5.37250729312845,31.7681064924715,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,11.2306205879785,4.10001552226477,30.482891834675,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,18.1641037182724,9.02235680351887,42.2345602822734,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,16.0795302627289,7.00395198972351,40.2241866457332,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,14.3481009050365,5.33298320577424,38.5392568798519,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,164.712443498104,84.5355530042475,372.474976339857,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,144.770442116,65.302809505241,352.904004705305,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,128.484784329828,49.884418383341,336.870569817399,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,392.340925213662,198.605065337818,898.068811957547,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,345.691114923099,154.220329418789,852.471670272324,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,307.392922262629,117.463577043598,812.722315142752,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,539.74065917299,277.011706784564,1220.55070634316,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,474.393386419249,213.988577302678,1156.41924847422,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,D,421.027462862448,163.464570671588,1103.87982563878,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,A,6.44976292080739,4.48082897865238,9.2226723877516,nvss,GBD
1998,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,B,6.11617886217415,4.14295828141739,8.89772336973974,nvss,GBD
