Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,A,di_gee,11.8722296629946,9.27517942421448,14.4692799017746,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,A,di_coxme,17.3136682585337,14.3456108427851,20.2817256742823,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,B,di_gee,11.7829218874621,9.20540772457976,14.3604360503444,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,B,di_coxme,17.1834277525489,14.2376972806834,20.1291582244144,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,C,di_gee,7.25598903245356,5.66874143160433,8.84323663330277,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,Deaths,crude rate,25,111,C,di_coxme,10.5816506723281,8.76765341421472,12.3956479304415,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,A,di_gee,7118.99946997171,5561.71833591539,8676.28060402802,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,A,di_coxme,10381.8742270421,8602.12435954915,12161.624094535,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,B,di_gee,7065.44743933155,5519.88081197776,8611.01406668532,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,B,di_coxme,10303.7775156918,8537.41565585895,12070.1393755247,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,C,di_gee,4350.94194961255,3399.1733981348,5302.71050109029,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,absolute number,25,111,C,di_coxme,6345.12367651829,5257.38818911516,7432.85916392143,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,A,di_gee,243.364432027569,190.128462521538,296.6004015336,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,A,di_coxme,354.906463373538,294.065355366646,415.74757138043,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,B,di_gee,241.533745064374,188.698238331542,294.369251797206,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,B,di_coxme,352.236711552212,291.853275286119,412.620147818306,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,C,di_gee,148.737827670689,116.201427867726,181.274227473653,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,age-adjusted rate,25,150,C,di_coxme,216.909332019755,179.724875102083,254.093788937427,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,A,di_gee,276.385605506271,215.926254301774,336.844956710767,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,A,di_coxme,403.062341363311,333.965939986744,472.158742739879,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,B,di_gee,274.30651974752,214.30196855275,334.31107094229,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,B,di_coxme,400.030341298466,331.453711361587,468.606971235346,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,C,di_gee,168.919485152185,131.968347775144,205.870622529225,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,2,nvss,YLL,crude rate,25,111,C,di_coxme,246.340915846936,204.11104455889,288.570787134982,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,A,di_gee,247.276489064523,193.184757081659,301.368221047387,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,A,di_coxme,360.611546552429,298.792424286299,422.43066881856,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,B,di_gee,243.624501739204,190.331641983753,296.917361494655,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,B,di_coxme,355.285731703006,294.379606268205,416.191857137807,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,C,di_gee,152.68355033115,119.284023696211,186.083076966089,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,absolute number,25,111,C,di_coxme,222.663510899593,184.492623316806,260.834398482381,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,12.4597704469459,9.73419566167651,15.1853452322154,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,18.1704985684628,15.0555559567264,21.2854411801993,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,12.2757540694861,9.59043286678604,14.9610752721862,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,17.9021413513339,14.8332028339624,20.9710798687055,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,7.69342041108664,6.01048469616143,9.37635612601183,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.2195714328347,9.29621633006302,13.1429265356063,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,A,di_gee,16.2975363575414,12.7324502793292,19.8626224357535,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,A,di_coxme,23.7672405214145,19.6928564320292,27.8416246107998,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,B,di_gee,16.0568406228323,12.5444067365877,19.5692745090769,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,B,di_coxme,23.4162259082971,19.402015752589,27.4304360640052,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,C,di_gee,10.0630906000575,7.86178953129488,12.26439166882,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,Deaths,crude rate,25,111,C,di_coxme,14.6753404584171,12.1595678084028,17.1911131084315,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,A,di_gee,5244.25313053995,4097.07275823433,6391.43350284555,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,A,di_coxme,7647.86914870407,6336.8058660691,8958.93243133906,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,B,di_gee,5166.80158617376,4036.56373919824,6297.03943314926,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,B,di_coxme,7534.91897983671,6243.21858329329,8826.61937638016,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,C,di_gee,3238.12097880908,2529.78201469459,3946.45994292356,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,absolute number,25,111,C,di_coxme,4722.25976076323,3912.72951606097,5531.7900054655,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,A,di_gee,244.931475545927,191.352715270255,298.510235821598,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,A,di_coxme,357.191735171143,295.958866284662,418.424604057625,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,B,di_gee,241.314121354069,188.526657307866,294.101585400272,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,B,di_coxme,351.916426974684,291.587896636167,412.244957313201,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,C,di_gee,151.235596298203,118.152809607971,184.318382988435,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,age-adjusted rate,25,150,C,di_coxme,220.551911268213,182.743012193663,258.360810342764,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,A,di_gee,345.639030974851,270.030492949102,421.247569000599,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,A,di_coxme,504.056920171656,417.647162427945,590.466677915369,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,B,di_gee,340.534342837976,266.042455342168,415.026230333783,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,B,di_coxme,496.612583305381,411.478997595887,581.746169014875,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,C,di_gee,213.418568752357,166.733256837779,260.103880666935,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,3,nvss,YLL,crude rate,25,111,C,di_coxme,311.235412763854,257.880770575765,364.590054951943,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,A,di_gee,50.7643680987636,39.659662577159,61.8690736203681,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,A,di_coxme,74.0313701440301,61.3402781193394,86.722462168721,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,B,di_gee,50.1132640385024,39.1509875300799,61.0755405469247,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,B,di_coxme,73.0818433894825,60.5535273798571,85.6101593991081,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,C,di_gee,31.2935052976271,24.4480510137712,38.138959581483,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,absolute number,25,111,C,di_coxme,45.6363618923728,37.8129855679661,53.4597382167796,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,14.7914745144672,11.5558394644275,18.0271095645069,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,21.570900333598,17.8730317049812,25.2687689622148,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,14.6017589822088,11.4076242048506,17.795893759567,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,21.2942318490545,17.6437921035023,24.9446715946067,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,9.11814927308177,7.12355411959512,11.1127444265684,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,13.2973010232442,11.0177637049738,15.5768383415147,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,A,di_gee,14.7122626703426,11.4939552112051,17.93057012948,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,A,di_coxme,21.4553830609162,17.7773173933306,25.1334487285019,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,B,di_gee,14.523563109626,11.3465336793953,17.7005925398567,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,B,di_coxme,21.1801962015379,17.5493054241314,24.8110869789444,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,C,di_gee,9.06931942733392,7.08540580260461,11.0532330520632,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,Deaths,crude rate,25,111,C,di_coxme,13.2260908315286,10.9587609746952,15.4934206883621,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,A,di_gee,1175.57198582686,918.415613927236,1432.72835772649,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,A,di_coxme,1714.37581266417,1420.48281620746,2008.26880912089,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,B,di_gee,1160.49409316774,906.636010287298,1414.35217604819,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,B,di_coxme,1692.38721920296,1402.26369591102,1982.51074249489,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,C,di_gee,724.676964256568,566.153878325443,883.200050187692,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,absolute number,25,111,C,di_coxme,1056.82057287416,875.65133181002,1237.9898139383,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,A,di_gee,286.235997409207,223.621872975943,348.850121842471,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,A,di_coxme,417.42749622176,345.868496869459,488.986495574062,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,B,di_gee,282.564732955694,220.753697621636,344.375768289752,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,B,di_coxme,412.07356889372,341.432385654797,482.714752132643,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,C,di_gee,176.449112571831,137.850869196743,215.047355946919,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,age-adjusted rate,25,150,C,di_coxme,257.321622500587,213.209344357629,301.433900643544,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,A,di_gee,340.698101663207,266.17039192438,415.225811402033,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,A,di_coxme,496.851398258843,411.676872843042,582.025923674645,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,B,di_gee,336.328305965472,262.756489035525,409.900122895419,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,B,di_coxme,490.47877953298,406.396703041613,574.560856024348,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,C,di_gee,210.022073525008,164.079744941412,255.964402108603,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,4,nvss,YLL,crude rate,25,111,C,di_coxme,306.282190557302,253.776672176051,358.787708938554,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,A,di_gee,29.2853612276247,22.8791884590818,35.6915339961676,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,A,di_coxme,42.7078184569526,35.3864781500465,50.0291587638588,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,B,di_gee,29.1935848565038,22.8074881691435,35.5796815438639,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,B,di_coxme,42.5739779157346,35.2755817016087,49.8723741298605,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,C,di_gee,17.6886357056606,13.8192466450473,21.5580247662739,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,absolute number,25,111,C,di_coxme,25.795927070755,21.3737681443399,30.2180859971702,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,9.97694007806155,7.79448443598557,12.1593957201375,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,14.5497042805064,12.055469260991,17.0439393000218,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,9.94567369387258,7.77005757333794,12.1212898144072,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,14.5041074702308,12.0176890467627,16.990525893699,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,6.02616635411568,4.70794246415287,7.34439024407848,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,8.78815926641869,7.28161767788978,10.2947008549476,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,A,di_gee,13.5628097050929,10.5959450821038,16.5296743280819,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,A,di_coxme,19.7790974865937,16.3883950603205,23.1697999128669,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,B,di_gee,13.520305689272,10.5627388197438,16.4778725588003,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,B,di_coxme,19.7171124635217,16.3370360412037,23.0971888858397,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,C,di_gee,8.19206559051361,6.40005124258875,9.98407993843845,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,Deaths,crude rate,25,111,C,di_coxme,11.946762319499,9.89874592187062,13.9947787171274,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,A,di_gee,624.811368938444,488.133881983158,761.488855893728,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,A,di_coxme,911.183246368562,754.980404133953,1067.38608860317,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,B,di_gee,622.853294403164,486.604136252471,759.102452553855,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,B,di_coxme,908.327721004613,752.614397403823,1064.0410446054,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,C,di_gee,377.391987894686,294.837490542723,459.946485246648,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,absolute number,25,111,C,di_coxme,550.363315679749,456.015318706079,644.711312653421,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,A,di_gee,199.267236254801,155.677528324063,242.856944185538,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,A,di_coxme,290.598052871584,240.781243807884,340.414861935284,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,B,di_gee,198.642759620054,155.189655953167,242.095863286941,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,B,di_coxme,289.687357779245,240.026667874232,339.348047684259,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,C,di_gee,120.359299063728,94.0307023935372,146.687895733918,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,age-adjusted rate,25,150,C,di_coxme,175.523977801269,145.434153035338,205.613802567201,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,A,di_gee,289.366336738132,226.067450576665,352.665222899598,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,A,di_coxme,421.992574409775,349.650990225243,494.334158594308,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,B,di_gee,288.459501677981,225.358985685922,351.560017670039,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,B,di_coxme,420.670106613722,348.555231194227,492.784982033217,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,C,di_gee,174.780009584245,136.546882487691,213.013136680799,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,5,nvss,YLL,crude rate,25,111,C,di_coxme,254.887513977024,211.192511580963,298.582516373085,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,A,di_gee,4.5088209736925,3.52251638569726,5.49512556168773,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,A,di_coxme,6.57536391996821,5.4481586765451,7.70256916339134,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,B,di_gee,4.50759002229525,3.52155470491816,5.49362533967233,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,B,di_coxme,6.5735687825139,5.4466712769401,7.70046628808771,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,C,di_gee,2.99145758139466,2.33707623546457,3.64583892732474,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,absolute number,25,111,C,di_coxme,4.36254230620054,3.61467791085188,5.1104067015492,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,7.60597064201396,5.9421645640734,9.26977671995451,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,11.0920405196037,9.1905478591002,12.9935331801072,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,7.60389413903373,5.9405422961201,9.26724598194735,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,11.0890122860908,9.18803875133243,12.9899858208493,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,5.04631669202966,3.94243491564817,6.15019846841115,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,7.35921184254325,6.09763266953584,8.62079101555066,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,A,di_gee,7.48165763493321,5.84504502729156,9.11827024257484,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,A,di_coxme,10.9107507176109,9.04033630887762,12.7811651263442,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,B,di_gee,7.47961507059695,5.84344927390386,9.11578086729002,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,B,di_coxme,10.9077719779539,9.03786821030465,12.7776757456031,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,C,di_gee,4.96383901334881,3.87799922917875,6.04967879751886,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,Deaths,crude rate,25,111,C,di_coxme,7.238931894467,5.99797214112981,8.4798916478042,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,A,di_gee,121.039057710244,94.5617638361283,147.51635158436,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,A,di_coxme,176.515292494106,146.255528066545,206.775056921667,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,B,di_gee,121.00601288587,94.5359475670861,147.476078204654,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,B,di_coxme,176.467102125227,146.21559890376,206.718605346695,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,C,di_gee,80.3055186588277,62.738686452209,97.8723508654462,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,absolute number,25,111,C,di_coxme,117.11221471079,97.0358350460835,137.188594375497,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,A,di_gee,158.798934277442,124.061667404252,193.536201150633,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,A,di_coxme,231.581779154603,191.882045585243,271.281512723964,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,B,di_gee,158.755580644382,124.027797378423,193.48336391034,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,B,di_coxme,231.518555106389,191.829659945294,271.207450267485,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,C,di_gee,105.357981306721,82.3109228958759,128.405039717566,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,age-adjusted rate,25,150,C,di_coxme,153.647056072302,127.307560745622,179.986551398982,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,A,di_gee,200.844698764199,156.90992090953,244.779476618867,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,A,di_coxme,292.898519031123,242.687344340074,343.109693722173,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,B,di_gee,200.789866233918,156.867082995248,244.712649472587,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,B,di_coxme,292.818554924463,242.621088365984,343.016021482942,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,C,di_gee,133.253992630594,104.104681742652,162.403303518537,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,6,nvss,YLL,crude rate,25,111,C,di_coxme,194.32873925295,161.015241095302,227.642237410599,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,absolute number,25,111,A,di_gee,2157.77893363384,1685.76479190143,2629.79307536623,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,absolute number,25,111,A,di_coxme,3146.76094488267,2607.31621147422,3686.20567829113,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,absolute number,25,111,B,di_gee,2029.96930408459,1585.91351881609,2474.02508935309,attributable
2010,us,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,absolute number,25,111,B,di_coxme,2960.37190179002,2452.87957576888,3467.86422781117,attributable
