Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
1997,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,37736.4107873476,157651.886321609,314685.909821478,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,35236.1964008506,148132.625347056,297338.307754572,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,D,30479.6888499244,129446.176390689,262226.515402606,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,2286.6220709069,9552.85029131503,19068.261442672,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,2135.12262305587,8976.03464327165,18017.0907315243,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,D,1846.90403205967,7843.73706332188,15889.5063199187,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,3334.19488589953,13929.3086480329,27804.0261196012,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,3113.2888207179,13088.2357797691,26271.2813543388,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,D,2693.02831315638,11437.1973994356,23168.9842346047,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,805246.019011546,3364086.59969061,6714988.80883849,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,751894.689635063,3160957.92783874,6344813.50036809,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,absolute number,D,650396.993116826,2762213.36475957,5595573.43164221,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,47419.854210142,198106.53184407,395436.652675076,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,44278.0662332754,186144.557766955,373637.527009843,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,D,38301.003499742,162663.027151615,329515.787828828,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,71147.390609269,297233.364339258,593301.823839818,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,66433.5419455627,279285.961161869,560595.040268283,EPA,attributable,25,150
1997,us,All,All Origins,A,666,1,nvss,YLL,crude rate,D,57465.728271689,244054.945406535,494396.046952935,EPA,attributable,25,150
1997,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,A,15737.6492999591,65332.8289915663,129678.537303178,EPA,attributable,25,150
1997,us,All,All Origins,A,666,2,nvss,Deaths,absolute number,B,13590.8896008312,57189.1477318722,114892.797560995,EPA,attributable,25,150
