Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,40.6182127676915,34.2847595503198,48.8134073639908,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,26.8013171872623,20.580042065379,35.0043469035621,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,21.2106920406343,15.1425247808528,29.4336717328671,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,12.2653919845259,10.3656579064211,14.7574614587525,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,8.06865334687137,6.18274725590962,10.569929239005,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,6.37793517280098,4.50352136276744,8.91050245236299,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,10.965951346963,9.25606961885293,13.1784589660426,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,7.2357181737897,5.55612186331616,9.45034108891183,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,5.72638235668565,4.08812152732369,7.94639129080139,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,1156.87612825232,972.076514918091,1387.43810381659,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,765.801416618063,585.812553076526,999.902528373137,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,606.847678603337,428.85565300237,840.656519182736,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,292.691837581704,246.569924306179,351.06155369819,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,193.239326544558,147.88459584055,252.868581661856,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,152.969662351887,108.598826420188,212.196665915161,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,312.32903843984,262.437538280762,374.575287947611,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,206.748167973279,158.155455835003,269.949900074551,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,163.834439408789,115.780826019867,226.957265244271,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,19.5240868003665,15.3334351027907,24.9710949142172,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,16.305402867049,12.0609328234054,21.8905858861905,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,13.2667006705044,9.07699300603404,18.8833709390415,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,6.01227208335415,4.73846463105286,7.68900835191935,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,5.02822034552456,3.70493451744256,6.76077230199679,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,4.088440957482,2.7747687763467,5.84275703412149,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,5.9988652474679,4.71126828634614,7.67248348175282,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,5.00990984137952,3.70577694650557,6.72598294927242,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,4.07625464968504,2.78894774706619,5.80200235942072,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,524.802870484426,409.58004334204,670.810247378538,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,437.850898189555,322.663980902472,589.807512197101,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,356.678923827676,242.221856955344,508.953158760019,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,145.306432358887,114.170989898311,185.638593107825,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,121.274405411883,89.5975850046414,162.64830914431,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,98.7358000207294,67.321622678264,140.305518064971,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,161.248089793441,125.845347502493,206.109526237556,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,134.531697363312,99.1399885401633,181.2210642061,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,D,109.591235817182,74.4237768825778,156.378193146385,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,A,4.94897054346625,3.54322223361422,6.92402410221859,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,B,5.00220186307507,3.4663702781427,7.08309608261487,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,D,4.19459405063789,2.66805972164613,6.28804280122993,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,A,1.29101583676198,0.92639646658592,1.80721284559753,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,B,1.3052943879205,0.904500186103059,1.84978443796528,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,D,1.09288344162041,0.696244801773155,1.64374156308647,nvss,GBD
1990,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,crude rate,attributable,25,150,A,1.50926041330812,1.08055705843859,2.11158166864952,nvss,GBD
