Year,nation,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
2005,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,A,44964.8896958034,186851.594162338,371222.563055927,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,B,39136.2115346498,164770.127232671,331182.297001781,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,absolute number,D,34220.8304076237,145464.935197547,294917.758316762,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,A,30.1078546598286,125.113186712031,248.565381802327,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,B,26.2050541387521,110.32774852922,221.754985534156,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,age-adjusted rate,D,22.913784404269,97.4012647792144,197.472762950695,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,A,46.2577166805881,192.223936554754,381.895925097432,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,B,40.2614528217192,169.507585018377,340.704424451519,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,Deaths,crude rate,D,35.2047450417309,149.647331614743,303.39721059216,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,absolute number,A,936655.381275313,3892271.33339011,7732869.21616977,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,absolute number,B,815239.254108076,3432296.34032224,6898797.76795689,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,absolute number,D,712847.850175025,3030153.42106717,6143377.80499055,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,A,622.335473767033,2586.11499247148,5137.89695060642,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,B,541.663793943126,2280.49698081588,4583.72061184203,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,age-adjusted rate,D,473.63257974182,2013.30393502789,4081.80213686819,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,crude rate,A,963.58602339517,4004.18161374337,7955.20406587382,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,crude rate,B,838.678949254599,3530.98145572153,7097.15146074533,EPA,attributable,25,150
2005,us,All,All Origins,A,666,1,nvss,YLL,crude rate,D,733.343595699739,3117.27615476664,6320.01172220353,EPA,attributable,25,150
