Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,50135.379020417,51547.6432181752,52959.9074159334
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,44903.4714873209,46168.3580080905,47433.2445288601
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,35684.0946120401,36689.2803757596,37694.466139479
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,3080.68083760125,3167.46057950551,3254.24032140977
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,2759.19454197063,2836.9183318853,2914.64212179997
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,2192.68924712215,2254.45514140729,2316.22103569242
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,4452.53120877612,4577.95462310784,4703.37803743956
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,3987.88464525749,4100.21942399713,4212.55420273678
1996,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,3169.1102774415,3258.38098948211,3347.65170152271
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1091873.31426212,1122630.30903007,1153387.30379801
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,977930.219990344,1005477.55013092,1033024.88027149
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,777146.027650939,799037.465049557,820928.902448175
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,64949.445017089,66779.0068485564,68608.5686800236
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,58171.6067460962,59810.2435558454,61448.8803655946
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,46228.0765853085,47530.2759257397,48832.475266171
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,96969.4475791651,99700.9813137895,102432.515048414
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,86850.1427452874,89296.6256395209,91743.1085337543
1996,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,69018.4657920517,70962.6479270391,72906.8300620264
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,A,di_gee,25,150,27117.3548005079,27881.223949818,28645.0930991281
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,B,di_gee,25,150,19174.5541396344,19714.682425258,20254.8107108815
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,absolute number,D,di_gee,25,150,14257.2591951816,14658.8721302571,15060.4850653327
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,1641.48432818984,1687.72332335012,1733.9623185104
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,1160.68585419873,1193.38123037334,1226.07660654796
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,863.029145135969,887.339825280644,911.650505425319
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,A,di_gee,25,150,2572.64596124643,2645.11486156323,2717.58376188003
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,B,di_gee,25,150,1819.10586887728,1870.3482877189,1921.59070656051
1996,us,nvss,A,All,All Origins,666,2,attributable,Deaths,crude rate,D,di_gee,25,150,1352.59801543182,1390.69936797919,1428.80072052657
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,A,di_gee,25,150,569304.343952757,585341.086035933,601377.828119109
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,B,di_gee,25,150,402552.426125528,413891.931086811,425231.436048093
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,absolute number,D,di_gee,25,150,299318.265088498,307749.765513526,316181.265938554
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,A,di_gee,25,150,34326.1072067743,35293.0398041482,36259.9724015221
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,B,di_gee,25,150,24271.8290880961,24955.5425835354,25639.2560789747
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,age-adjusted rate,D,di_gee,25,150,18047.3431575046,18555.7190210963,19064.094884688
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,A,di_gee,25,150,54010.3757156533,55531.7947498971,57053.2137841408
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,B,di_gee,25,150,38190.482843201,39266.2710923053,40342.0593414095
1996,us,nvss,A,All,All Origins,666,2,attributable,YLL,crude rate,D,di_gee,25,150,28396.5722863496,29196.4757310355,29996.3791757214
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,A,di_gee,25,150,575.286493253413,591.491746584495,607.696999915577
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,B,di_gee,25,150,410.221504723039,421.777040067349,433.33257541166
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,absolute number,D,di_gee,25,150,313.193486870841,322.015838613681,330.838190356522
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,17.3396657981745,17.8281070882639,18.3165483783534
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,12.3644547169795,12.7127492160494,13.0610437151192
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,9.43994071856843,9.7058545416267,9.97176836468497
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,crude rate,A,di_gee,25,150,29.9909931663337,30.8358098752445,31.6806265841553
1996,us,nvss,A,All,All Origins,666,3,attributable,Deaths,crude rate,B,di_gee,25,150,21.3857799359325,21.9881962721559,22.5906126083794
