Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,24.065689123419,17.3510035418575,32.9812501127307,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,21.5455785172957,14.8560566869507,30.4957712535511,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,18.2227415222131,11.5917916378381,27.2008731909676,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,286.098738744814,206.115866467534,392.131662272184,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,255.133407524944,175.1559673426,361.912344373048,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,215.493640153986,136.315639699077,322.837664712025,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,302.402982570074,218.028047928851,414.433526163759,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,270.735949900041,186.677216194578,383.201666719545,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,228.982073135742,145.659338763829,341.798863073253,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,689.109290223436,495.879470455695,940.636319370834,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,618.962768414568,426.515284585566,870.005532520429,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,523.984004626807,332.663344392026,776.16676865077,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,7151.63607551883,5132.72906747579,9787.26248603576,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,6409.07243693391,4406.37781512926,9046.29203178583,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,5421.64063528766,3434.31747138109,8057.56341016932,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,8659.16216284558,6231.08817254459,11819.7832205299,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,7777.71981963522,5359.47645251038,10932.2557329398,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,6584.2421966617,4180.15819202074,9753.10304259527,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,4.88679729585626,2.24866930624111,10.2944665963724,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,4.26865210535,1.6373589523461,9.68733204706313,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,3.94267660170106,1.32162611867917,9.37260550558162,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,15.2520509673216,6.86960915161743,32.430232468289,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,13.3810768349678,5.04242597627847,30.5615996769246,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,12.3861116177042,4.07039106943888,29.5686009953038,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,18.1369078304737,8.34573350998062,38.2069851721937,nvss,GBD
1992,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,15.8427176549227,6.0769102146478,35.953659999313,nvss,GBD
