Year,nation,source,Gender.Code,Race,Hispanic.Origin,Education,rural_urban_class,attr,measure1,measure2,scenario,method,min_age,max_age,mean,lower,upper
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,A,di_gee,25,150,75428.4796782953,73361.945988479,77495.0133681116
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,B,di_gee,25,150,56497.2752169333,54949.4046630447,58045.1457708219
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,absolute number,D,di_gee,25,150,42811.3866014552,41638.4719000455,43984.301302865
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,A,di_gee,25,150,52.2464738496293,50.8150636071737,53.6778840920849
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,B,di_gee,25,150,39.133539808654,38.0613880330744,40.2056915842335
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,age-adjusted rate,D,di_gee,25,150,29.6538389753987,28.8414050308672,30.4662729199301
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,A,di_gee,25,150,77.764678369401,75.6341392359927,79.8952175028092
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,B,di_gee,25,150,58.2471296615115,56.6513178899632,59.8429414330598
2000,us,nvss,A,All,All Origins,666,1,attributable,Deaths,crude rate,D,di_gee,25,150,44.1373566563909,42.9281140082706,45.3465993045112
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,A,di_gee,25,150,1575603.40711196,1532436.19047876,1618770.62374516
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,B,di_gee,25,150,1180155.02505159,1147822.01066662,1212488.03943657
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,absolute number,D,di_gee,25,150,894274.508516313,869773.837050112,918775.179982513
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,A,di_gee,25,150,1078.34375302882,1048.80008856228,1107.88741749536
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,B,di_gee,25,150,807.698684279074,785.569953202935,829.827415355213
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,age-adjusted rate,D,di_gee,25,150,612.041917019641,595.273645320473,628.81018871881
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,A,di_gee,25,150,1624.40357692972,1579.89936934261,1668.90778451684
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,B,di_gee,25,150,1216.70722173627,1183.37277730514,1250.0416661674
2000,us,nvss,A,All,All Origins,666,1,attributable,YLL,crude rate,D,di_gee,25,150,921.972308408283,896.712793109426,947.23182370714
