Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,25.4082518612915,18.0159722234999,35.329427817346,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,22.9353539909289,15.5700527273649,32.8732070226442,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,19.1967624503569,11.9310790242005,29.2649215158526,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,296.917962677303,209.366722936619,414.392303847626,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,266.883117590877,179.522773240323,384.112852612377,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,222.950317431182,136.829780019855,341.280485296702,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,297.765164374734,211.13333415408,414.033713878756,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,268.784703819231,182.469039389136,385.248695819752,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,224.971287190425,139.823067175328,342.96236565795,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,692.769869720768,491.195255131996,958.950328572088,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,627.769161184257,426.724155074853,894.140549380169,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,526.438877815125,326.205687483207,796.482610103621,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,7021.82320328827,4983.743437258,9734.33532140068,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,6343.71789625367,4314.99980766771,9065.30204074076,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,5311.73195583287,3294.30691685224,8071.76254145957,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,8118.72990150619,5756.43049679033,11238.1600974873,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,7356.97160473273,5000.8788039491,10478.639345744,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,6169.4586405089,3822.87969607969,9334.16342902493,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,4.37591819812738,2.25641936937894,9.44986020502452,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,3.69195517297549,1.59137343966317,8.78717779861623,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,3.3497806134047,1.25881663776834,8.45712003672612,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,13.220939281591,6.70683368280421,28.9769408332923,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,11.2174756879729,4.75540541870095,26.9781396814169,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,10.2019662228918,3.78513215553419,25.9545651094574,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,15.8896399203217,8.19340985487661,34.3139129107747,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,13.4060637435257,5.77852459532554,31.9076099721444,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,12.1635746714491,4.5709590980034,30.7091188779586,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,124.062235917226,65.7048114950635,262.071101795248,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,103.42604645812,46.0323992666865,241.491667138433,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,93.362953821086,36.5305772069114,230.858135130271,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,348.797772145259,183.408123757709,743.065685156937,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,292.114160291243,128.605416034628,685.38614669894,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,264.160999773447,101.595717020872,658.644471541585,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,450.489284118321,238.584394958744,951.620951879423,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,375.556068965199,167.15080490516,876.893822245119,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,D,339.015413667817,132.648210413927,838.28181282428,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,A,4.90061086605056,3.43428807017669,6.89092851907783,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,B,4.62600732512498,3.15992971278891,6.61167927851419,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,D,4.00217403679094,2.55705443751942,5.97217353968167,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,A,16.908979460746,11.7769580090499,23.7594265877692,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,B,15.9695077501854,10.8550557483783,22.817232509992,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,age-adjusted rate,attributable,25,150,D,13.8048710181837,8.78686628543691,20.564687382991,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,crude rate,attributable,25,150,A,19.0881159205944,13.3767178378473,26.8404992699803,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,crude rate,attributable,25,150,B,18.0185218710637,12.3080787900337,25.752809996069,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,crude rate,attributable,25,150,D,15.5886610948617,9.95985048655308,23.2619042685227,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,absolute number,attributable,25,150,A,117.649491370305,82.7479752319689,165.613756850772,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,absolute number,attributable,25,150,B,110.907360574882,75.8051322706272,158.739634663767,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,absolute number,attributable,25,150,D,96.1224061228803,61.346997030721,144.281228020051,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,age-adjusted rate,attributable,25,150,A,373.673480963272,262.693124693774,526.472651334585,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,age-adjusted rate,attributable,25,150,B,352.464144568743,240.791199801189,504.789654219513,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,age-adjusted rate,attributable,25,150,D,305.272628917291,195.747428324046,456.887776195169,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,crude rate,attributable,25,150,A,458.25044890479,322.307358530434,645.073578625178,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,crude rate,attributable,25,150,B,431.989523952273,295.26465000145,618.298540830019,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,3,A,us,YLL,crude rate,attributable,25,150,D,374.40141255669,238.949515215534,561.98234891316,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,absolute number,attributable,25,150,A,151.723712178098,118.987614131267,196.149606911321,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,absolute number,attributable,25,150,B,118.31806034834,85.6020335549608,163.884209688041,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,absolute number,attributable,25,150,D,97.3778594043418,65.5435484859965,143.406274240108,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,age-adjusted rate,attributable,25,150,A,13.9878842847285,10.8899510947673,18.1984801553255,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,age-adjusted rate,attributable,25,150,B,10.9182694777931,7.84537943949946,15.1826282460747,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,age-adjusted rate,attributable,25,150,D,8.98423196257103,5.96860249265456,13.2671426709241,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,crude rate,attributable,25,150,A,12.7914694298862,10.0315659750573,16.5369121574429,nvss,GBD
1993,American Indian or Alaska Native,All Origins,666,666,A,us,Deaths,crude rate,attributable,25,150,B,9.97511746992237,7.21690617527904,13.8166923823016,nvss,GBD
