Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,nation,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,A,26.2296346167454,17.7980486282476,37.7132323718944,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,B,25.005857670838,16.5717099949671,36.5198333113274,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,absolute number,attributable,25,150,D,21.4805038024995,13.0721616479963,32.9399214741716,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,A,264.568598876372,178.950905858641,380.529194433667,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,B,251.904216243057,166.334484205335,367.955787083415,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,age-adjusted rate,attributable,25,150,D,215.357437080926,130.166058195264,331.608690193071,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,A,255.712335693325,173.512923531425,367.665767261795,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,B,243.781751612453,161.557365596702,356.031336754059,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,Deaths,crude rate,attributable,25,150,D,209.41312677302,127.440318418915,321.130827050777,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,A,701.661331894859,472.018107246675,1012.36479662658,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,B,669.498381948035,441.101403802419,979.170343723188,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,absolute number,attributable,25,150,D,577.544194906785,350.441202223441,884.949703712845,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,A,6118.09298982691,4149.95160738934,8795.52960407374,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,B,5833.56506069394,3865.64222599138,8523.49571867069,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,age-adjusted rate,attributable,25,150,D,5013.89513792913,3050.75038591731,7692.01806261462,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,A,6840.48636842149,4601.69782984824,9869.53003736514,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,B,6526.93022576599,4300.29132666266,9545.91778702253,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,1,A,us,YLL,crude rate,attributable,25,150,D,5630.47016108453,3416.44630789188,8627.36210450521,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,A,6.22034540827779,2.75935831489098,14.0348115711445,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,B,5.55615700799475,2.1160046279784,13.3995860939676,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,absolute number,attributable,25,150,D,5.10559979203161,1.67883247866935,12.9629006943526,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,A,17.3751440826629,7.54950644099951,39.9260614552489,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,B,15.582546469831,5.79665374887421,38.1054770246253,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,age-adjusted rate,attributable,25,150,D,14.3566818668767,4.62113711386775,36.8734056359562,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,A,21.2110596310538,9.40927069463199,47.8579894855985,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,B,18.9462111636504,7.21546753399056,45.691903104345,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,Deaths,crude rate,attributable,25,150,D,17.4098341061517,5.72473286904894,44.2028282309596,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,A,176.539484988383,80.602253889286,387.126199523734,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,B,156.308110180083,61.2744962250315,367.633325801571,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,absolute number,attributable,25,150,D,142.833930110931,48.7227531889412,354.172714036508,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,A,455.216524901812,205.710627370651,1009.41855140824,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,B,404.415714980812,157.482818143594,961.911525460652,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,age-adjusted rate,attributable,25,150,D,370.353628885092,125.20879554108,929.914677061431,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,A,601.990612666135,274.849562432311,1320.08053634993,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,B,533.002659536396,208.942897537867,1253.61083414478,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,2,A,us,YLL,crude rate,attributable,25,150,D,487.056394792642,166.14209588819,1207.71083662386,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,A,5.84071317631733,4.09031209933429,8.27175669996091,nvss,GBD
1996,American Indian or Alaska Native,All Origins,666,3,A,us,Deaths,absolute number,attributable,25,150,B,5.52830803973904,3.78130548469667,7.95580432129977,nvss,GBD
