Year,Race,Hispanic.Origin,label_cause,Gender.Code,nation,Education,attr,source,min_age,max_age,value,measure1,measure2
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,55,59,5.99954394547038,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,60,64,8.01443468260288,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,65,69,9.92888206713332,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,70,74,14.7845159433505,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,75,79,20.5726898241815,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,80,84,21.8006991122082,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,A,us,666,total,wonder,85,150,24.2542134819654,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,0,4,2.52023834242595,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,5,9,0.601632393008269,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,20,24,0.989582568185297,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,30,34,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,35,39,0.776867749112301,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,40,44,1.05929713630988,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,45,49,1.59065210967785,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,50,54,3.12151270536423,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,55,59,2.99977197273519,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,60,64,3.24909514159576,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,65,69,4.96444103356666,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,70,74,6.85879605619354,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,75,79,9.30669301570114,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,80,84,11.4690634459878,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,F,us,666,total,wonder,85,150,13.7808031147531,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,0,4,6.30059585606487,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,10,14,1.69785040868435,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,20,24,0.494791284092649,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,25,29,0.459291444184133,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,30,34,0.423829152745175,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,35,39,2.3306032473369,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,40,44,1.05929713630988,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,45,49,2.22691295354898,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,50,54,2.55396494075255,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,55,59,2.99977197273519,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,60,64,4.76533954100712,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,65,69,4.96444103356666,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,70,74,7.92571988715698,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,75,79,11.2659968084803,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,80,84,10.3316356662204,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,lri,M,us,666,total,wonder,85,150,10.4734103672123,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,15,19,0.530296233683162,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,25,29,0.459291444184133,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,30,34,4.23829152745175,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,35,39,7.76867749112301,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,40,44,16.5956551355215,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,45,49,31.8130421935569,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,50,54,45.1200472866283,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,55,59,51.746066529682,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,60,64,52.4187349510783,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,65,69,62.882919758511,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,70,74,69.0452136323483,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,75,79,50.3296161770154,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,80,84,29.9522648672078,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,A,us,666,total,wonder,85,150,8.81971399344198,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,15,19,0.530296233683162,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,25,29,0.459291444184133,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,30,34,0.84765830549035,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,35,39,1.5537354982246,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,40,44,5.64958472698603,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,45,49,13.3614777212939,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,50,54,19.0128501144912,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,55,59,21.2483848068743,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,60,64,20.1443898778937,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,65,69,24.4544687949765,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,70,74,26.8255134642236,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,75,79,18.0011035961588,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,80,84,11.7534203909297,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,F,us,666,total,wonder,85,150,3.98583228549782,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,30,34,3.3906332219614,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,35,39,6.21494199289841,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,40,44,10.9460704085354,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,45,49,18.451564472263,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,50,54,26.1071971721372,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,55,59,30.4976817228078,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,60,64,32.2743450731846,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,65,69,38.4284509635345,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,70,74,42.2197001681247,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,75,79,32.3285125808566,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,80,84,18.1988444762782,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,neo_lung,M,us,666,total,wonder,85,150,4.83388170794416,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,0,4,1.26011917121297,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,30,34,0.423829152745175,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,35,39,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,40,44,1.41239618174651,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,45,49,2.22691295354898,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,50,54,1.70264329383503,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,55,59,6.24952494319831,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,60,64,7.36461565428373,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,65,69,11.9514321178457,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,70,74,19.3570466474796,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,75,79,24.3688409226911,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,80,84,20.378914387499,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,A,us,666,total,wonder,85,150,15.4769019596458,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,0,4,1.26011917121297,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,30,34,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,35,39,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,40,44,0.706198090873253,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,45,49,0.636260843871138,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,50,54,1.13509552922335,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,55,59,2.99977197273519,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,60,64,1.94945708495746,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,65,69,4.22896828785308,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,70,74,6.24912529564301,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,75,79,8.93932355455504,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,80,84,6.35063843703457,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,F,us,666,total,wonder,85,150,6.23316325498063,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,30,34,0.423829152745175,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,35,39,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,40,44,0.706198090873253,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,45,49,1.59065210967785,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,50,54,0.567547764611677,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,55,59,3.24975297046312,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,60,64,5.41515856932627,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,65,69,7.72246382999258,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,70,74,13.1079213518365,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,75,79,15.4295173681361,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,80,84,14.0282759504644,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,resp_copd,M,us,666,total,wonder,85,150,9.24373870466515,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,30,34,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,35,39,0.388433874556151,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,40,44,0.706198090873253,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,45,49,1.27252168774228,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,50,54,5.1079298815051,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,55,59,3.24975297046312,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,60,64,4.11552051268797,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,65,69,4.04510010142469,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,70,74,6.55396067591827,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,75,79,4.40843353375317,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,80,84,4.92885371232534,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,A,us,666,total,wonder,85,150,2.75616062295062,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,30,34,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,35,39,0.388433874556151,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,40,44,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,45,49,0.318130421935569,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,50,54,2.27019105844671,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,55,59,0.499961995455865,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,60,64,1.51624439941136,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,65,69,1.65481367785555,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,70,74,3.81044225344086,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,75,79,1.71439081868179,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,80,84,2.74878380110452,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,F,us,666,total,wonder,85,150,1.65369637377037,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,0,4,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,5,9,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,10,14,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,15,19,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,20,24,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,25,29,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,30,34,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,35,39,0,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,40,44,0.706198090873253,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,45,49,0.954391265806707,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,50,54,2.83773882305839,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,55,59,2.74979097500726,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,60,64,2.59927611327661,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,65,69,2.39028642356913,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,70,74,2.74351842247742,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,75,79,2.69404271507138,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,80,84,2.18006991122082,YLL,crude rate
2004,Asian or Pacific Islander,All Origins,t2_dm,M,us,666,total,wonder,85,150,1.10246424918025,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,0,4,2193.94760441132,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,5,9,148.586451194485,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,10,14,183.440526340647,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,15,19,512.401938377128,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,20,24,779.401994461676,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,25,29,764.383991033898,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,30,34,811.261710092038,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,35,39,994.055240476795,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,40,44,1448.25005675024,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,45,49,1883.7146772626,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,50,54,2075.61919491846,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,55,59,1922.99177674331,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,60,64,1730.13801389986,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,65,69,1611.56927407866,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,70,74,1504.17835288705,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,75,79,1373.57758369423,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,80,84,1034.38862852265,YLL,crude rate
2004,Black or African American,All Origins,all-cause,A,us,666,overall,wonder,85,150,723.118937219993,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,0,4,964.991657024154,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,5,9,67.8942470421514,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,10,14,78.1509695088629,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,15,19,126.37973181615,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,20,24,187.670152935153,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,25,29,223.883699280293,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,30,34,288.65574879711,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,35,39,397.173945053845,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,40,44,628.644407545066,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,45,49,778.008686346721,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,50,54,835.997655724295,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,55,59,783.220778960411,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,60,64,737.850679575964,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,65,69,724.311225363368,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,70,74,725.436885739511,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,75,79,718.82024493349,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,80,84,594.73586963723,YLL,crude rate
2004,Black or African American,All Origins,all-cause,F,us,666,overall,wonder,85,150,500.710178262774,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,0,4,1228.95594738716,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,5,9,80.6922041523333,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,10,14,105.289556831784,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,15,19,386.022206560978,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,20,24,591.731841526523,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,25,29,540.500291753606,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,30,34,522.605961294927,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,35,39,596.88129542295,YLL,crude rate
2004,Black or African American,All Origins,all-cause,M,us,666,overall,wonder,40,44,819.605649205171,YLL,crude rate
