Year,Race,Hispanic.Origin,label_cause,Gender,Gender.Code,Nation,measure,attr,mean,lower,upper
2007,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,33.2901574767327,17.8395690670936,56.0422198156662
2007,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,YLL,attributable,893.422138299895,477.347424601193,1503.07943434871
2007,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,59.4958116099701,31.8774265462615,99.6920182045157
2007,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,YLL,attributable,1873.95294393409,1004.29363405544,3135.4043577671
2007,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,7.11394446196509,4.27945286106423,11.3953078649212
2007,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,YLL,attributable,252.138636407901,151.867046963965,401.647231863245
2007,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,6.3266059273292,3.82115881953872,10.0904370234747
2007,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,YLL,attributable,235.498562638822,142.559780977402,372.786298860206
2007,American Indian or Alaska Native,All Origins,lri,Female,F,us,Deaths,attributable,4.8900244356862,2.40980776100983,8.0569599493058
2007,American Indian or Alaska Native,All Origins,lri,Female,F,us,YLL,attributable,104.769810617577,51.5802038830338,172.73629542859
2007,American Indian or Alaska Native,All Origins,lri,Male,M,us,Deaths,attributable,5.71207999326124,2.81689909191988,9.40577319911389
2007,American Indian or Alaska Native,All Origins,lri,Male,M,us,YLL,attributable,174.925993723278,86.3189835277125,287.964196098784
2007,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,Deaths,attributable,17.1083019972797,10.0052189443289,26.6512985002708
2007,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,YLL,attributable,430.814805167994,252.042213593824,670.781562906617
2007,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,Deaths,attributable,21.2443134950296,12.4389713675675,33.0503446351548
