Year,Race,Hispanic.Origin,label_cause,Gender,Gender.Code,Nation,measure,attr,mean,lower,upper
2003,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,35.8981255900839,19.3329545851074,60.1735769367014
2003,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,YLL,attributable,936.473740719863,503.389050691,1569.16672928429
2003,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,64.2027027645867,34.5617715045163,107.362285298991
2003,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,YLL,attributable,2019.08789895897,1087.89474587572,3370.16871028943
2003,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,8.33695477855905,5.01606962832809,13.3447692549296
2003,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,YLL,attributable,278.222656981759,167.81877040621,441.665017505012
2003,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,6.84259376876155,4.14111978593581,10.8351759435449
2003,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,YLL,attributable,269.740353659635,163.654391317076,424.738047293757
2003,American Indian or Alaska Native,All Origins,lri,Female,F,us,Deaths,attributable,7.96918812829569,3.9407957148665,13.1075445279199
2003,American Indian or Alaska Native,All Origins,lri,Female,F,us,YLL,attributable,189.559783737664,93.6196134610877,311.791953156408
2003,American Indian or Alaska Native,All Origins,lri,Male,M,us,Deaths,attributable,6.9430966386187,3.42351192198791,11.4249399729505
2003,American Indian or Alaska Native,All Origins,lri,Male,M,us,YLL,attributable,199.837638834096,98.6790057816948,328.446116886982
2003,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,Deaths,attributable,14.3062150455196,8.39383321607014,22.1943502417955
2003,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,YLL,attributable,356.082949705157,208.942045064658,552.285484313196
2003,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,Deaths,attributable,16.8562266943475,9.88128473997379,26.1723795043619
2003,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,YLL,attributable,446.157825217139,261.951538527281,691.694343803548
2003,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,Deaths,attributable,10.9386491542849,6.59299457116659,16.4621622095656
2003,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,YLL,attributable,236.7733998857,142.639756492304,356.325967285893
2003,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,Deaths,attributable,12.2900862701591,7.38640336562355,18.5471685731515
2003,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,YLL,attributable,274.062906558219,164.965163780528,412.776745031355
2003,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,Deaths,attributable,9.4788134962295,5.57356013935614,14.8700186368926
2003,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,YLL,attributable,217.820285672084,128.065705135903,341.597878893285
2003,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,Deaths,attributable,7.35547264338139,4.31777741763392,11.552180092978
2003,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,YLL,attributable,188.74078635593,111.12904511435,295.478960346394
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Female,F,us,Deaths,attributable,0.806262231464076,0.479515860415395,1.25225206307443
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Female,F,us,YLL,attributable,14.6481546409783,8.69571019378052,22.7711908535283
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Male,M,us,Deaths,attributable,2.26835451462422,1.32649857214826,3.5177813441373
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Male,M,us,YLL,attributable,64.2257146035603,37.6700932511395,99.4656773739248
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Female,F,us,Deaths,attributable,0.641254598520231,0.425175079432925,0.930275591730632
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Female,F,us,YLL,attributable,23.7988762078954,15.7566482181979,34.5653366360408
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Male,M,us,Deaths,attributable,0.746710579837278,0.499135708023351,1.09101242522145
2003,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Male,M,us,YLL,attributable,28.3132380640231,18.904331406492,41.2068498316215
2003,American Indian or Alaska Native,Hispanic or Latino,lri,Female,F,us,Deaths,attributable,0.224007231919248,0.117888376687689,0.344346795164079
2003,American Indian or Alaska Native,Hispanic or Latino,lri,Female,F,us,YLL,attributable,12.9197287069839,6.79669768748917,19.8735483981262
