Year,Race,Hispanic.Origin,label_cause,Gender,Gender.Code,Nation,measure,attr,mean,lower,upper
2013,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,22.7157883803302,10.3578478882742,42.7355236008371
2013,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,YLL,attributable,595.672793277073,270.374435924299,1121.18277478322
2013,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,44.6682137704162,20.3377057660253,83.8068597655599
2013,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,YLL,attributable,1382.30986730654,627.406365108521,2592.36221677011
2013,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,4.12221642400735,2.08331125586439,7.43023178930769
2013,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,YLL,attributable,135.395735069343,68.3209352031229,243.241644418997
2013,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,4.18063179730161,2.11862775634261,7.51226403235466
2013,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,YLL,attributable,143.770201065245,72.5724465757033,257.979462894474
2013,American Indian or Alaska Native,All Origins,lri,Female,F,us,Deaths,attributable,4.60426763835425,1.939737922636,8.4333292533784
2013,American Indian or Alaska Native,All Origins,lri,Female,F,us,YLL,attributable,113.149062083396,47.4521104595287,207.698125468124
2013,American Indian or Alaska Native,All Origins,lri,Male,M,us,Deaths,attributable,4.71090119045464,1.99014595830917,8.61416451598189
2013,American Indian or Alaska Native,All Origins,lri,Male,M,us,YLL,attributable,126.906358767031,53.2759746142467,232.70301721973
2013,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,Deaths,attributable,12.7514198605348,6.34686676936133,22.1412260519797
2013,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,YLL,attributable,315.09773809787,156.783584805985,546.823659220018
2013,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,Deaths,attributable,15.2014847565079,7.5972946824346,26.3094757144157
2013,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,YLL,attributable,370.622842972901,185.072901549801,641.165637636903
2013,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,Deaths,attributable,11.8089469842539,6.0411200769046,19.8419089320976
2013,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,YLL,attributable,254.382360346098,129.906917158286,427.588384130175
2013,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,Deaths,attributable,11.419888362908,5.87135078329368,19.1330966283462
2013,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,YLL,attributable,237.812841159905,121.871916039947,398.743263175472
2013,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,Deaths,attributable,8.21586860314163,3.9952402317535,14.5926005970685
2013,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,YLL,attributable,185.818399579292,90.1773389849693,330.122273354225
2013,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,Deaths,attributable,8.48180802352853,4.12715260804808,15.0359203672597
2013,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,YLL,attributable,220.592396584554,107.300619104864,390.659169021498
2013,Asian or Pacific Islander,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,122.628899443796,64.360149226877,209.208559002426
2013,Asian or Pacific Islander,All Origins,cvd_ihd,Female,F,us,YLL,attributable,2350.73153067713,1226.70094645935,4013.84075430285
2013,Asian or Pacific Islander,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,229.428343227936,120.083919250852,390.745130585305
2013,Asian or Pacific Islander,All Origins,cvd_ihd,Male,M,us,YLL,attributable,6174.72045700965,3214.19476410311,10527.1185373361
2013,Asian or Pacific Islander,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,46.0938510133191,26.7805330800968,75.3431217909826
2013,Asian or Pacific Islander,All Origins,cvd_stroke,Female,F,us,YLL,attributable,1351.51724228487,782.582184927969,2197.52960340469
2013,Asian or Pacific Islander,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,46.2288041959819,26.9675590932116,75.1002376867922
2013,Asian or Pacific Islander,All Origins,cvd_stroke,Male,M,us,YLL,attributable,1489.90225577417,866.731427579864,2411.65149453563
2013,Asian or Pacific Islander,All Origins,lri,Female,F,us,Deaths,attributable,38.7158733189386,18.5883140630163,64.521177161038
2013,Asian or Pacific Islander,All Origins,lri,Female,F,us,YLL,attributable,551.306742809711,264.197337625156,919.7618566879
2013,Asian or Pacific Islander,All Origins,lri,Male,M,us,Deaths,attributable,39.0718715001135,18.8238454286422,64.9676360813083
2013,Asian or Pacific Islander,All Origins,lri,Male,M,us,YLL,attributable,622.347812134324,299.119218624838,1036.21303827086
2013,Asian or Pacific Islander,All Origins,neo_lung,Female,F,us,Deaths,attributable,88.2032938878789,50.290874137677,138.689740154512
2013,Asian or Pacific Islander,All Origins,neo_lung,Female,F,us,YLL,attributable,1964.14424199724,1118.44254699588,3091.60783657876
2013,Asian or Pacific Islander,All Origins,neo_lung,Male,M,us,Deaths,attributable,113.600884804973,64.8940829272384,178.241885872666
2013,Asian or Pacific Islander,All Origins,neo_lung,Male,M,us,YLL,attributable,2530.63988961034,1444.11918277577,3975.48531672998
2013,Asian or Pacific Islander,All Origins,resp_copd,Female,F,us,Deaths,attributable,31.409135596846,18.3262301663175,47.8222752246615
2013,Asian or Pacific Islander,All Origins,resp_copd,Female,F,us,YLL,attributable,450.241164098933,262.438157861287,685.901451720387
2013,Asian or Pacific Islander,All Origins,resp_copd,Male,M,us,Deaths,attributable,52.0791594296854,30.4922943826172,79.0887514432387
2013,Asian or Pacific Islander,All Origins,resp_copd,Male,M,us,YLL,attributable,786.801805141068,460.153500918221,1195.65015542353
2013,Asian or Pacific Islander,All Origins,t2_dm,Female,F,us,Deaths,attributable,31.0472617397685,17.5274304754629,49.2221861942915
2013,Asian or Pacific Islander,All Origins,t2_dm,Female,F,us,YLL,attributable,536.742781816673,302.225669509567,851.564053438495
2013,Asian or Pacific Islander,All Origins,t2_dm,Male,M,us,Deaths,attributable,33.638900017104,19.0328352378979,53.2267336685473
2013,Asian or Pacific Islander,All Origins,t2_dm,Male,M,us,YLL,attributable,696.974986646983,393.035785100344,1104.07540183679
2013,Black or African American,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,752.9175937972,380.855480743065,1307.73348754261
2013,Black or African American,All Origins,cvd_ihd,Female,F,us,YLL,attributable,18777.4517260763,9458.68043369988,32606.8097011208
2013,Black or African American,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,1041.06692712106,521.946092676009,1815.49629032242
2013,Black or African American,All Origins,cvd_ihd,Male,M,us,YLL,attributable,31248.8821079144,15616.3623261833,54490.3554505455
2013,Black or African American,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,154.545986899798,86.8737112246136,256.989327404398
2013,Black or African American,All Origins,cvd_stroke,Female,F,us,YLL,attributable,4980.67083794033,2802.53176012171,8236.24124526945
2013,Black or African American,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,156.984483497747,87.7736979694254,261.543781172429
2013,Black or African American,All Origins,cvd_stroke,Male,M,us,YLL,attributable,5601.81702759936,3127.91518574375,9312.2315880132
2013,Black or African American,All Origins,lri,Female,F,us,Deaths,attributable,104.80373773265,48.7183042665361,177.597160380577
2013,Black or African American,All Origins,lri,Female,F,us,YLL,attributable,2237.15252456706,1037.94930773375,3794.72574762214
2013,Black or African American,All Origins,lri,Male,M,us,Deaths,attributable,97.2907722687977,44.9895218066724,165.319978045683
2013,Black or African American,All Origins,lri,Male,M,us,YLL,attributable,2490.31936003088,1148.62341236965,4237.26661632967
2013,Black or African American,All Origins,neo_lung,Female,F,us,Deaths,attributable,385.690912885412,212.695244985457,615.296006072184
2013,Black or African American,All Origins,neo_lung,Female,F,us,YLL,attributable,9448.66720155071,5208.70674294369,15080.2401129479
2013,Black or African American,All Origins,neo_lung,Male,M,us,Deaths,attributable,523.638872053372,287.826306625554,838.241508922788
2013,Black or African American,All Origins,neo_lung,Male,M,us,YLL,attributable,13432.2836170158,7376.99255761587,21518.233290024
2013,Black or African American,All Origins,resp_copd,Female,F,us,Deaths,attributable,202.518692024594,114.562551017325,313.711418328423
2013,Black or African American,All Origins,resp_copd,Female,F,us,YLL,attributable,4146.34900965315,2343.19520347714,6427.0789552908
2013,Black or African American,All Origins,resp_copd,Male,M,us,Deaths,attributable,214.412474572177,120.799623659963,333.042178404716
2013,Black or African American,All Origins,resp_copd,Male,M,us,YLL,attributable,4558.51773907533,2564.25621155928,7088.03411835405
2013,Black or African American,All Origins,t2_dm,Female,F,us,Deaths,attributable,122.274746124521,67.0836448356635,197.985470650371
2013,Black or African American,All Origins,t2_dm,Female,F,us,YLL,attributable,2596.39305250972,1422.64450479575,4206.58874761632
2013,Black or African American,All Origins,t2_dm,Male,M,us,Deaths,attributable,101.328660549355,55.2472201900477,164.570629087267
2013,Black or African American,All Origins,t2_dm,Male,M,us,YLL,attributable,2498.1077465451,1359.54691794651,4060.78159170846
