Year,Race,Hispanic.Origin,label_cause,Gender,Gender.Code,Nation,measure,attr,mean,lower,upper
2012,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,22.9540529383737,10.5332714554638,42.9345652799444
2012,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,YLL,attributable,630.101130862303,287.780391727419,1178.40685478368
2012,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,43.5458655072607,19.9001845874785,81.4992583255704
2012,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,YLL,attributable,1344.47396842002,613.529152103197,2513.11101279794
2012,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,4.68114683520553,2.38982146946901,8.40233544967055
2012,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,YLL,attributable,148.50943720909,75.8262840541884,265.185190875229
2012,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,4.16818155373716,2.12535513301517,7.44073502700178
2012,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,YLL,attributable,146.933332631621,74.7465643071905,261.695754386607
2012,American Indian or Alaska Native,All Origins,lri,Female,F,us,Deaths,attributable,4.11121142608602,1.74877071184862,7.49125733898844
2012,American Indian or Alaska Native,All Origins,lri,Female,F,us,YLL,attributable,91.9127373797456,38.9161067662382,167.843624137104
2012,American Indian or Alaska Native,All Origins,lri,Male,M,us,Deaths,attributable,3.62219782980492,1.5313297722665,6.62403015203675
2012,American Indian or Alaska Native,All Origins,lri,Male,M,us,YLL,attributable,102.186681077173,43.1007814723793,186.906814767563
2012,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,Deaths,attributable,13.9917495752208,7.04387005773433,24.1420241755041
2012,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,YLL,attributable,344.486451106821,173.271954915359,594.284021682463
2012,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,Deaths,attributable,16.1359160376661,8.09226010753646,27.8712271151967
2012,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,YLL,attributable,406.326824081049,203.907666751492,701.009441652383
2012,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,Deaths,attributable,10.368757865229,5.35904248834306,17.3268404743416
2012,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,YLL,attributable,225.578530233242,116.351288677391,377.236935739352
2012,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,Deaths,attributable,11.6107551323496,5.97785612338306,19.4432968928637
2012,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,YLL,attributable,251.125596624169,129.21644714453,420.149158063027
2012,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,Deaths,attributable,9.100243620728,4.47800922564355,16.0621721268612
2012,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,YLL,attributable,213.108297443377,104.642382678008,376.245428358768
2012,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,Deaths,attributable,8.53342422739266,4.17556492225005,15.0950123320222
2012,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,YLL,attributable,221.483329221369,108.520564988773,391.050628664981
2012,Asian or Pacific Islander,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,115.361576951523,60.3915373783795,197.533302432263
2012,Asian or Pacific Islander,All Origins,cvd_ihd,Female,F,us,YLL,attributable,2163.66313707637,1127.65932038922,3703.44368162622
2012,Asian or Pacific Islander,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,212.121526223135,110.741581262356,361.952599848599
2012,Asian or Pacific Islander,All Origins,cvd_ihd,Male,M,us,YLL,attributable,5842.73275272346,3037.41093462623,9966.43941879678
2012,Asian or Pacific Islander,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,44.7744396555796,25.964347127586,73.3420319319084
2012,Asian or Pacific Islander,All Origins,cvd_stroke,Female,F,us,YLL,attributable,1345.29913320545,779.030885126349,2191.08392599619
2012,Asian or Pacific Islander,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,44.0800632245396,25.6427071159012,71.8013464665233
2012,Asian or Pacific Islander,All Origins,cvd_stroke,Male,M,us,YLL,attributable,1416.1053692084,821.66871451076,2297.74179710075
2012,Asian or Pacific Islander,All Origins,lri,Female,F,us,Deaths,attributable,32.412920419801,15.4915613758813,54.2372544976285
