Year,Race,Hispanic.Origin,label_cause,Gender,Gender.Code,Nation,measure,attr,mean,lower,upper
2001,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,Deaths,attributable,35.6427250023691,19.8250516808821,58.4416987392485
2001,American Indian or Alaska Native,All Origins,cvd_ihd,Female,F,us,YLL,attributable,923.188499293781,513.021269837546,1512.25782488185
2001,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,Deaths,attributable,60.7612877094024,33.7118174088453,99.5813012425466
2001,American Indian or Alaska Native,All Origins,cvd_ihd,Male,M,us,YLL,attributable,1906.47527174282,1059.44323625654,3118.87446277018
2001,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,Deaths,attributable,8.68709112805308,5.36088279460196,13.5340481559232
2001,American Indian or Alaska Native,All Origins,cvd_stroke,Female,F,us,YLL,attributable,320.053579256113,197.796328062614,495.351829768398
2001,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,Deaths,attributable,5.95635281198354,3.70360883355101,9.2430201878095
2001,American Indian or Alaska Native,All Origins,cvd_stroke,Male,M,us,YLL,attributable,213.089064654896,133.148158415833,329.012659712344
2001,American Indian or Alaska Native,All Origins,lri,Female,F,us,Deaths,attributable,6.60105930973514,3.34032710845595,10.6673113030208
2001,American Indian or Alaska Native,All Origins,lri,Female,F,us,YLL,attributable,167.190462214767,84.540338172302,270.469363034128
2001,American Indian or Alaska Native,All Origins,lri,Male,M,us,Deaths,attributable,6.61469514322953,3.341205366097,10.7126487172024
2001,American Indian or Alaska Native,All Origins,lri,Male,M,us,YLL,attributable,199.305102981655,100.89538634018,321.933703288099
2001,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,Deaths,attributable,14.8964901977458,8.91690880378397,22.7304729240891
2001,American Indian or Alaska Native,All Origins,neo_lung,Female,F,us,YLL,attributable,367.692241909695,220.092694213164,560.845597340703
2001,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,Deaths,attributable,17.822625525378,10.6506948990633,27.2165288879673
2001,American Indian or Alaska Native,All Origins,neo_lung,Male,M,us,YLL,attributable,469.84224944977,281.190224492077,716.334416564096
2001,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,Deaths,attributable,10.9224365459038,6.78345195145283,16.1464470794758
2001,American Indian or Alaska Native,All Origins,resp_copd,Female,F,us,YLL,attributable,229.256068076442,142.306750522894,338.959842190918
2001,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,Deaths,attributable,9.8105357176965,6.06764712888895,14.5508864926168
2001,American Indian or Alaska Native,All Origins,resp_copd,Male,M,us,YLL,attributable,208.903733786119,129.397586429876,309.329514980022
2001,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,Deaths,attributable,6.68363916941118,4.02845958227667,10.2565296205238
2001,American Indian or Alaska Native,All Origins,t2_dm,Female,F,us,YLL,attributable,141.765815922628,85.4506037582963,217.535179416185
2001,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,Deaths,attributable,5.3613014354439,3.22377546085946,8.25270114634565
2001,American Indian or Alaska Native,All Origins,t2_dm,Male,M,us,YLL,attributable,136.813822140709,82.4474827577231,210.073574289881
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Female,F,us,Deaths,attributable,1.78296232353123,1.08157979945657,2.68762361559774
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Female,F,us,YLL,attributable,59.4060769022476,36.0756454626313,89.4984148216947
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Male,M,us,Deaths,attributable,1.20215581146386,0.720510086399215,1.81456389358112
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_ihd,Male,M,us,YLL,attributable,34.113122493844,20.5431745450707,51.3613708041236
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Female,F,us,Deaths,attributable,0.723883060049433,0.482328383164679,1.03025865153937
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Female,F,us,YLL,attributable,52.9035835079701,35.0219016000611,75.3634409861783
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Male,M,us,Deaths,attributable,0.237185511147471,0.155815329004394,0.334193017426726
2001,American Indian or Alaska Native,Hispanic or Latino,cvd_stroke,Male,M,us,YLL,attributable,8.82060301701857,5.83522219140805,12.3886600938609
2001,American Indian or Alaska Native,Hispanic or Latino,lri,Female,F,us,Deaths,attributable,0.312694031465858,0.166943789256076,0.470135293103705
2001,American Indian or Alaska Native,Hispanic or Latino,lri,Female,F,us,YLL,attributable,15.4677202481025,8.2474190742591,23.3131724858012
2001,American Indian or Alaska Native,Hispanic or Latino,lri,Male,M,us,Deaths,attributable,0.374971096640756,0.200277228548743,0.563772599073352
2001,American Indian or Alaska Native,Hispanic or Latino,lri,Male,M,us,YLL,attributable,15.7075513665749,8.3926718888195,23.6013490643014
2001,American Indian or Alaska Native,Hispanic or Latino,neo_lung,Female,F,us,Deaths,attributable,0.0889838536227107,0.0574848223042684,0.126082548209238
2001,American Indian or Alaska Native,Hispanic or Latino,neo_lung,Female,F,us,YLL,attributable,3.95384809357186,2.55424153735504,5.60226628286355
2001,American Indian or Alaska Native,Hispanic or Latino,neo_lung,Male,M,us,Deaths,attributable,0.350856753309108,0.22643070192745,0.497833320307535
2001,American Indian or Alaska Native,Hispanic or Latino,neo_lung,Male,M,us,YLL,attributable,9.18479556606693,5.92870733913356,13.0303370470262
2001,American Indian or Alaska Native,Hispanic or Latino,resp_copd,Female,F,us,Deaths,attributable,0,0,0
2001,American Indian or Alaska Native,Hispanic or Latino,resp_copd,Female,F,us,YLL,attributable,0,0,0
2001,American Indian or Alaska Native,Hispanic or Latino,resp_copd,Male,M,us,Deaths,attributable,0.158648236549001,0.10490797509183,0.219536176687432
2001,American Indian or Alaska Native,Hispanic or Latino,resp_copd,Male,M,us,YLL,attributable,3.72572159197212,2.46366641295803,5.15570082087028
2001,American Indian or Alaska Native,Hispanic or Latino,t2_dm,Female,F,us,Deaths,attributable,0,0,0
2001,American Indian or Alaska Native,Hispanic or Latino,t2_dm,Female,F,us,YLL,attributable,0,0,0
2001,American Indian or Alaska Native,Hispanic or Latino,t2_dm,Male,M,us,Deaths,attributable,0.236433867519942,0.1565415361838,0.333152934839533
2001,American Indian or Alaska Native,Hispanic or Latino,t2_dm,Male,M,us,YLL,attributable,7.70561157022725,5.10199996300082,10.85713969824
2001,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,Female,F,us,Deaths,attributable,33.6749972059794,18.181168297134,56.2578834492164
2001,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,Female,F,us,YLL,attributable,845.526256008588,457.614169111348,1410.53498504561
2001,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,Male,M,us,Deaths,attributable,57.8081812955587,31.2046096681385,96.5056947630518
2001,American Indian or Alaska Native,Not Hispanic or Latino,cvd_ihd,Male,M,us,YLL,attributable,1789.81343953905,967.920564100788,2983.51898239421
