"variable","scenario","pm","pop_size","rural_urban_class","prop","STATEFP"
"AAAA00024","A",10.36,3.03702186832346,666,0.000152228620274893,29
"AAAA00024","A",10.46,2.59999999404587,666,0.000130323201138761,29
"AAAA00024","A",10.57,0.70172688866063,666,3.51735748710862e-05,29
"AAAA00024","A",10.61,1.38717317240745,666,6.95310956830562e-05,29
"AAAA00024","A",10.62,9.39974845844822,666,0.000471155889157472,29
"AAAA00024","A",10.64,2.46386367344328,666,0.000123499462241526,29
"AAAA00024","A",10.68,1.00000000574841,666,5.01243085332148e-05,29
"AAAA00024","A",10.69,0.6,666,3.00745849470479e-05,29
"AAAA00024","A",10.71,2.91900238265948,666,0.000146312975196546,29
"AAAA00024","A",10.72,1.40000000624063,666,7.01740318559189e-05,29
"AAAA00024","A",10.76,5.80000000234937,666,0.000290720987939223,29
"AAAA00024","A",10.79,1.5963160305913,666,8.00142367739205e-05,29
"AAAA00024","A",10.81,6.82232591186349,666,0.000341964366954641,29
"AAAA00024","A",10.86,1.16149897718397e-07,666,5.82193327587142e-12,29
"AAAA00024","A",10.87,19.1821530564348,666,0.000961492152605037,29
"AAAA00024","A",10.89,6.81282190175405,666,0.000341487985022351,29
"AAAA00024","A",10.91,2.55803381469845,666,0.000128219675429282,29
"AAAA00024","A",10.94,0.9,666,4.51118774205718e-05,29
"AAAA00024","A",10.97,17.9917554888766,666,0.000901824297994557,29
"AAAA00024","A",10.98,14.4643254526946,666,0.000725014307548017,29
"AAAA00024","A",11,5.29987159676384,666,0.000265652397575534,29
"AAAA00024","A",11.03,4.03084072898279,666,0.000202043103186355,29
"AAAA00024","A",11.04,1.40000014550407,666,7.01740388364025e-05,29
"AAAA00024","A",11.05,8.50654593713851,666,0.000426384730654062,29
"AAAA00024","A",11.06,1.13016384766058,666,5.66486810675843e-05,29
"AAAA00024","A",11.08,10.1264956484454,666,0.000507583589325135,29
"AAAA00024","A",11.09,5.59976135003065,666,0.00028068416400782,29
"AAAA00024","A",11.11,4.49138342401675,666,0.000225127487192257,29
