"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Race"	"Race Code"	Population
	"3 years"	"3"	"2006"	"2006"	"Wisconsin"	"55"	"White"	"2106-3"	59600
	"3 years"	"3"	"2006"	"2006"	"Wyoming"	"56"	"White"	"2106-3"	6409
	"4 years"	"4"	"2006"	"2006"	"Alabama"	"01"	"White"	"2106-3"	40067
	"4 years"	"4"	"2006"	"2006"	"Alaska"	"02"	"White"	"2106-3"	6345
	"4 years"	"4"	"2006"	"2006"	"Arizona"	"04"	"White"	"2106-3"	73713
	"4 years"	"4"	"2006"	"2006"	"Arkansas"	"05"	"White"	"2106-3"	29417
	"4 years"	"4"	"2006"	"2006"	"California"	"06"	"White"	"2106-3"	385493
	"4 years"	"4"	"2006"	"2006"	"Colorado"	"08"	"White"	"2106-3"	58016
	"4 years"	"4"	"2006"	"2006"	"Connecticut"	"09"	"White"	"2106-3"	34735
	"4 years"	"4"	"2006"	"2006"	"Delaware"	"10"	"White"	"2106-3"	7437
	"4 years"	"4"	"2006"	"2006"	"District of Columbia"	"11"	"White"	"2106-3"	1837
	"4 years"	"4"	"2006"	"2006"	"Florida"	"12"	"White"	"2106-3"	159590
	"4 years"	"4"	"2006"	"2006"	"Georgia"	"13"	"White"	"2106-3"	83447
	"4 years"	"4"	"2006"	"2006"	"Hawaii"	"15"	"White"	"2106-3"	4378
	"4 years"	"4"	"2006"	"2006"	"Idaho"	"16"	"White"	"2106-3"	20997
	"4 years"	"4"	"2006"	"2006"	"Illinois"	"17"	"White"	"2106-3"	132106
	"4 years"	"4"	"2006"	"2006"	"Indiana"	"18"	"White"	"2106-3"	72577
	"4 years"	"4"	"2006"	"2006"	"Iowa"	"19"	"White"	"2106-3"	34849
	"4 years"	"4"	"2006"	"2006"	"Kansas"	"20"	"White"	"2106-3"	33669
	"4 years"	"4"	"2006"	"2006"	"Kentucky"	"21"	"White"	"2106-3"	47621
	"4 years"	"4"	"2006"	"2006"	"Louisiana"	"22"	"White"	"2106-3"	35276
	"4 years"	"4"	"2006"	"2006"	"Maine"	"23"	"White"	"2106-3"	13494
	"4 years"	"4"	"2006"	"2006"	"Maryland"	"24"	"White"	"2106-3"	44380
	"4 years"	"4"	"2006"	"2006"	"Massachusetts"	"25"	"White"	"2106-3"	62237
	"4 years"	"4"	"2006"	"2006"	"Michigan"	"26"	"White"	"2106-3"	100669
	"4 years"	"4"	"2006"	"2006"	"Minnesota"	"27"	"White"	"2106-3"	56601
	"4 years"	"4"	"2006"	"2006"	"Mississippi"	"28"	"White"	"2106-3"	22077
	"4 years"	"4"	"2006"	"2006"	"Missouri"	"29"	"White"	"2106-3"	62462
	"4 years"	"4"	"2006"	"2006"	"Montana"	"30"	"White"	"2106-3"	9928
	"4 years"	"4"	"2006"	"2006"	"Nebraska"	"31"	"White"	"2106-3"	22160
	"4 years"	"4"	"2006"	"2006"	"Nevada"	"32"	"White"	"2106-3"	28623
	"4 years"	"4"	"2006"	"2006"	"New Hampshire"	"33"	"White"	"2106-3"	13793
	"4 years"	"4"	"2006"	"2006"	"New Jersey"	"34"	"White"	"2106-3"	82591
	"4 years"	"4"	"2006"	"2006"	"New Mexico"	"35"	"White"	"2106-3"	22387
	"4 years"	"4"	"2006"	"2006"	"New York"	"36"	"White"	"2106-3"	166058
	"4 years"	"4"	"2006"	"2006"	"North Carolina"	"37"	"White"	"2106-3"	84362
	"4 years"	"4"	"2006"	"2006"	"North Dakota"	"38"	"White"	"2106-3"	6586
	"4 years"	"4"	"2006"	"2006"	"Ohio"	"39"	"White"	"2106-3"	119749
	"4 years"	"4"	"2006"	"2006"	"Oklahoma"	"40"	"White"	"2106-3"	36576
	"4 years"	"4"	"2006"	"2006"	"Oregon"	"41"	"White"	"2106-3"	40545
	"4 years"	"4"	"2006"	"2006"	"Pennsylvania"	"42"	"White"	"2106-3"	118907
	"4 years"	"4"	"2006"	"2006"	"Rhode Island"	"44"	"White"	"2106-3"	10193
	"4 years"	"4"	"2006"	"2006"	"South Carolina"	"45"	"White"	"2106-3"	36596
	"4 years"	"4"	"2006"	"2006"	"South Dakota"	"46"	"White"	"2106-3"	8355
	"4 years"	"4"	"2006"	"2006"	"Tennessee"	"47"	"White"	"2106-3"	60981
	"4 years"	"4"	"2006"	"2006"	"Texas"	"48"	"White"	"2106-3"	301272
	"4 years"	"4"	"2006"	"2006"	"Utah"	"49"	"White"	"2106-3"	43560
	"4 years"	"4"	"2006"	"2006"	"Vermont"	"50"	"White"	"2106-3"	6409
	"4 years"	"4"	"2006"	"2006"	"Virginia"	"51"	"White"	"2106-3"	70224
	"4 years"	"4"	"2006"	"2006"	"Washington"	"53"	"White"	"2106-3"	66440
	"4 years"	"4"	"2006"	"2006"	"West Virginia"	"54"	"White"	"2106-3"	19552
	"4 years"	"4"	"2006"	"2006"	"Wisconsin"	"55"	"White"	"2106-3"	59585
	"4 years"	"4"	"2006"	"2006"	"Wyoming"	"56"	"White"	"2106-3"	6096
	"5 years"	"5"	"2006"	"2006"	"Alabama"	"01"	"White"	"2106-3"	41312
	"5 years"	"5"	"2006"	"2006"	"Alaska"	"02"	"White"	"2106-3"	6485
	"5 years"	"5"	"2006"	"2006"	"Arizona"	"04"	"White"	"2106-3"	74057
	"5 years"	"5"	"2006"	"2006"	"Arkansas"	"05"	"White"	"2106-3"	29400
	"5 years"	"5"	"2006"	"2006"	"California"	"06"	"White"	"2106-3"	389968
	"5 years"	"5"	"2006"	"2006"	"Colorado"	"08"	"White"	"2106-3"	59076
	"5 years"	"5"	"2006"	"2006"	"Connecticut"	"09"	"White"	"2106-3"	35901
	"5 years"	"5"	"2006"	"2006"	"Delaware"	"10"	"White"	"2106-3"	7457
	"5 years"	"5"	"2006"	"2006"	"District of Columbia"	"11"	"White"	"2106-3"	1744
	"5 years"	"5"	"2006"	"2006"	"Florida"	"12"	"White"	"2106-3"	161075
	"5 years"	"5"	"2006"	"2006"	"Georgia"	"13"	"White"	"2106-3"	84915
	"5 years"	"5"	"2006"	"2006"	"Hawaii"	"15"	"White"	"2106-3"	3775
	"5 years"	"5"	"2006"	"2006"	"Idaho"	"16"	"White"	"2106-3"	21502
	"5 years"	"5"	"2006"	"2006"	"Illinois"	"17"	"White"	"2106-3"	135175
	"5 years"	"5"	"2006"	"2006"	"Indiana"	"18"	"White"	"2106-3"	76276
	"5 years"	"5"	"2006"	"2006"	"Iowa"	"19"	"White"	"2106-3"	36061
	"5 years"	"5"	"2006"	"2006"	"Kansas"	"20"	"White"	"2106-3"	34292
	"5 years"	"5"	"2006"	"2006"	"Kentucky"	"21"	"White"	"2106-3"	49753
	"5 years"	"5"	"2006"	"2006"	"Louisiana"	"22"	"White"	"2106-3"	34732
	"5 years"	"5"	"2006"	"2006"	"Maine"	"23"	"White"	"2106-3"	14159
	"5 years"	"5"	"2006"	"2006"	"Maryland"	"24"	"White"	"2106-3"	43732
	"5 years"	"5"	"2006"	"2006"	"Massachusetts"	"25"	"White"	"2106-3"	64016
	"5 years"	"5"	"2006"	"2006"	"Michigan"	"26"	"White"	"2106-3"	104184
	"5 years"	"5"	"2006"	"2006"	"Minnesota"	"27"	"White"	"2106-3"	59572
	"5 years"	"5"	"2006"	"2006"	"Mississippi"	"28"	"White"	"2106-3"	22718
	"5 years"	"5"	"2006"	"2006"	"Missouri"	"29"	"White"	"2106-3"	63218
	"5 years"	"5"	"2006"	"2006"	"Montana"	"30"	"White"	"2106-3"	10014
	"5 years"	"5"	"2006"	"2006"	"Nebraska"	"31"	"White"	"2106-3"	21945
	"5 years"	"5"	"2006"	"2006"	"Nevada"	"32"	"White"	"2106-3"	27473
	"5 years"	"5"	"2006"	"2006"	"New Hampshire"	"33"	"White"	"2106-3"	14421
	"5 years"	"5"	"2006"	"2006"	"New Jersey"	"34"	"White"	"2106-3"	80905
	"5 years"	"5"	"2006"	"2006"	"New Mexico"	"35"	"White"	"2106-3"	21299
	"5 years"	"5"	"2006"	"2006"	"New York"	"36"	"White"	"2106-3"	167827
	"5 years"	"5"	"2006"	"2006"	"North Carolina"	"37"	"White"	"2106-3"	87514
	"5 years"	"5"	"2006"	"2006"	"North Dakota"	"38"	"White"	"2106-3"	6451
	"5 years"	"5"	"2006"	"2006"	"Ohio"	"39"	"White"	"2106-3"	125450
	"5 years"	"5"	"2006"	"2006"	"Oklahoma"	"40"	"White"	"2106-3"	36617
	"5 years"	"5"	"2006"	"2006"	"Oregon"	"41"	"White"	"2106-3"	41572
