"variable","scenario","pm","pop_size","rural_urban_class","prop","STATEFP"
"AAAA00024","A",0.939368,1935,666,0.11572966507177,2
"AAAA00024","A",4.607143,166,666,0.00992822966507177,2
"AAAA00024","A",4.898315,2777,666,0.166088516746411,2
"AAAA00024","A",5.227671,11,666,0.000657894736842105,2
"AAAA00024","A",5.459878,365,666,0.0218301435406699,2
"AAAA00024","A",5.5785715,25,666,0.00149521531100478,2
"AAAA00024","A",6.278761,33,666,0.00197368421052632,2
"AAAA00024","A",6.394751,1117,666,0.0668062200956938,2
"AAAA00024","A",6.728571,8803,666,0.526495215311005,2
"AAAA00024","A",6.907143,116,666,0.0069377990430622,2
"AAAA00024","A",7.2337325,20,666,0.00119617224880383,2
"AAAA00024","A",8.347273,159,666,0.00950956937799043,2
"AAAA00024","A",10.491346,317,666,0.0189593301435407,2
"AAAA00024","A",10.890517,219,666,0.0130980861244019,2
"AAAA00024","A",11.086092,8,666,0.000478468899521531,2
"AAAA00024","A",11.145455,596,666,0.0356459330143541,2
"AAAA00024","A",16.815625,53,666,0.00316985645933014,2
"AAAA00024","B",0.939368,1935,666,0.11572966507177,2
"AAAA00024","B",4.607143,166,666,0.00992822966507177,2
"AAAA00024","B",4.898315,2777,666,0.166088516746411,2
"AAAA00024","B",5.227671,11,666,0.000657894736842105,2
"AAAA00024","B",5.459878,365,666,0.0218301435406699,2
"AAAA00024","B",5.5785715,25,666,0.00149521531100478,2
"AAAA00024","B",6.278761,33,666,0.00197368421052632,2
"AAAA00024","B",6.394751,1117,666,0.0668062200956938,2
"AAAA00024","B",6.728571,8803,666,0.526495215311005,2
"AAAA00024","B",6.907143,116,666,0.0069377990430622,2
"AAAA00024","B",7.2337325,20,666,0.00119617224880383,2
"AAAA00024","B",8.347273,159,666,0.00950956937799043,2
"AAAA00024","B",10.491346,317,666,0.0189593301435407,2
"AAAA00024","B",10.890517,219,666,0.0130980861244019,2
"AAAA00024","B",11.086092,8,666,0.000478468899521531,2
"AAAA00024","B",11.145455,596,666,0.0356459330143541,2
"AAAA00024","B",12,53,666,0.00316985645933014,2
"AAAA00024","C",0.939368,1935,666,0.11572966507177,2
"AAAA00024","C",4.607143,166,666,0.00992822966507177,2
"AAAA00024","C",4.898315,2777,666,0.166088516746411,2
"AAAA00024","C",5.227671,11,666,0.000657894736842105,2
"AAAA00024","C",5.459878,365,666,0.0218301435406699,2
"AAAA00024","C",5.5785715,25,666,0.00149521531100478,2
"AAAA00024","C",6.278761,33,666,0.00197368421052632,2
"AAAA00024","C",6.394751,1117,666,0.0668062200956938,2
"AAAA00024","C",6.728571,8803,666,0.526495215311005,2
"AAAA00024","C",6.907143,116,666,0.0069377990430622,2
"AAAA00024","C",7.2337325,20,666,0.00119617224880383,2
"AAAA00024","C",8,1352,666,0.0808612440191388,2
"AAAA25029","A",0.939368,512,666,0.14827686070084,2
"AAAA25029","A",4.607143,76,666,0.0220098465102809,2
"AAAA25029","A",4.898315,457,666,0.132348682305242,2
"AAAA25029","A",5.227671,41,666,0.0118737329858094,2
"AAAA25029","A",5.459878,97,666,0.0280915146249638,2
"AAAA25029","A",5.5785715,5,666,0.00144801621778164,2
"AAAA25029","A",6.394751,145,666,0.0419924703156675,2
"AAAA25029","A",6.728571,1788,666,0.517810599478714,2
"AAAA25029","A",6.907143,5,666,0.00144801621778164,2
"AAAA25029","A",8.347273,10,666,0.00289603243556328,2
"AAAA25029","A",10.491346,57,666,0.0165073848827107,2
"AAAA25029","A",10.890517,66,666,0.0191138140747176,2
"AAAA25029","A",11.145455,188,666,0.0544454097885896,2
"AAAA25029","A",16.815625,6,666,0.00173761946133797,2
"AAAA25029","B",0.939368,512,666,0.14827686070084,2
"AAAA25029","B",4.607143,76,666,0.0220098465102809,2
"AAAA25029","B",4.898315,457,666,0.132348682305242,2
"AAAA25029","B",5.227671,41,666,0.0118737329858094,2
"AAAA25029","B",5.459878,97,666,0.0280915146249638,2
"AAAA25029","B",5.5785715,5,666,0.00144801621778164,2
"AAAA25029","B",6.394751,145,666,0.0419924703156675,2
"AAAA25029","B",6.728571,1788,666,0.517810599478714,2
"AAAA25029","B",6.907143,5,666,0.00144801621778164,2
"AAAA25029","B",8.347273,10,666,0.00289603243556328,2
"AAAA25029","B",10.491346,57,666,0.0165073848827107,2
"AAAA25029","B",10.890517,66,666,0.0191138140747176,2
"AAAA25029","B",11.145455,188,666,0.0544454097885896,2
"AAAA25029","B",12,6,666,0.00173761946133797,2
"AAAA25029","C",0.939368,512,666,0.14827686070084,2
"AAAA25029","C",4.607143,76,666,0.0220098465102809,2
"AAAA25029","C",4.898315,457,666,0.132348682305242,2
"AAAA25029","C",5.227671,41,666,0.0118737329858094,2
"AAAA25029","C",5.459878,97,666,0.0280915146249638,2
"AAAA25029","C",5.5785715,5,666,0.00144801621778164,2
"AAAA25029","C",6.394751,145,666,0.0419924703156675,2
"AAAA25029","C",6.728571,1788,666,0.517810599478714,2
"AAAA25029","C",6.907143,5,666,0.00144801621778164,2
"AAAA25029","C",8,327,666,0.0947002606429192,2
"AAAA30034","A",0.939368,473,666,0.158938172043011,2
"AAAA30034","A",4.607143,69,666,0.0231854838709677,2
"AAAA30034","A",4.898315,555,666,0.186491935483871,2
"AAAA30034","A",5.459878,126,666,0.0423387096774194,2
"AAAA30034","A",6.278761,10,666,0.00336021505376344,2
"AAAA30034","A",6.394751,316,666,0.106182795698925,2
"AAAA30034","A",6.728571,1200,666,0.403225806451613,2
"AAAA30034","A",6.907143,34,666,0.0114247311827957,2
"AAAA30034","A",7.2337325,10,666,0.00336021505376344,2
"AAAA30034","A",8.347273,15,666,0.00504032258064516,2
"AAAA30034","A",10.491346,44,666,0.0147849462365591,2
"AAAA30034","A",10.890517,55,666,0.0184811827956989,2
"AAAA30034","A",11.145455,49,666,0.0164650537634409,2
"AAAA30034","A",16.815625,20,666,0.00672043010752688,2
"AAAA30034","B",0.939368,473,666,0.158938172043011,2
"AAAA30034","B",4.607143,69,666,0.0231854838709677,2
"AAAA30034","B",4.898315,555,666,0.186491935483871,2
"AAAA30034","B",5.459878,126,666,0.0423387096774194,2
"AAAA30034","B",6.278761,10,666,0.00336021505376344,2
"AAAA30034","B",6.394751,316,666,0.106182795698925,2
"AAAA30034","B",6.728571,1200,666,0.403225806451613,2
"AAAA30034","B",6.907143,34,666,0.0114247311827957,2
"AAAA30034","B",7.2337325,10,666,0.00336021505376344,2
"AAAA30034","B",8.347273,15,666,0.00504032258064516,2
"AAAA30034","B",10.491346,44,666,0.0147849462365591,2
"AAAA30034","B",10.890517,55,666,0.0184811827956989,2
