"label","exposure_spline","mean","rr"
"cvd_stroke_95",6.6,1.03201211844238,1.02766147411892
"cvd_stroke_95",6.7,1.03246950230683,1.02811692979428
"cvd_stroke_95",6.8,1.03292610992978,1.02857161250053
"cvd_stroke_95",6.9,1.0333819434765,1.02902552439381
"cvd_stroke_95",7,1.03383700511223,1.02947866763024
"cvd_stroke_95",7.1,1.03429129700221,1.02993104436594
"cvd_stroke_95",7.2,1.0347448213117,1.03038265675702
"cvd_stroke_95",7.3,1.03519758020592,1.03083350695959
"cvd_stroke_95",7.4,1.03564957585014,1.03128359712979
"cvd_stroke_95",7.5,1.0361008104096,1.03173292942372
"cvd_stroke_95",7.6,1.03655128604954,1.03218150599751
"cvd_stroke_95",7.7,1.03700100493522,1.03262932900728
"cvd_stroke_95",7.8,1.03744996923187,1.03307640060913
"cvd_stroke_95",7.9,1.03789818110474,1.03352272295918
"cvd_stroke_95",8,1.03834564271907,1.03396829821356
"cvd_stroke_95",8.1,1.03879235624013,1.0344131285284
"cvd_stroke_95",8.2,1.03923832383314,1.03485721605979
"cvd_stroke_95",8.3,1.03968354766336,1.03530056296386
"cvd_stroke_95",8.4,1.04012802989603,1.03574317139673
"cvd_stroke_95",8.5,1.0405717726964,1.03618504351451
"cvd_stroke_95",8.6,1.04101477822971,1.03662618147333
"cvd_stroke_95",8.7,1.04145704866121,1.0370665874293
"cvd_stroke_95",8.8,1.04189858615615,1.03750626353854
"cvd_stroke_95",8.9,1.04233939287977,1.03794521195717
"cvd_stroke_95",9,1.04277947099732,1.03838343484131
"cvd_stroke_95",9.1,1.04321882267404,1.03882093434707
"cvd_stroke_95",9.2,1.04365745007518,1.03925771263057
"cvd_stroke_95",9.3,1.04409535536599,1.03969377184793
"cvd_stroke_95",9.4,1.04453254071171,1.04012911415527
"cvd_stroke_95",9.5,1.04496900827759,1.04056374170871
"cvd_stroke_95",9.6,1.04540476022887,1.04099765666436
"cvd_stroke_95",9.7,1.04583979873081,1.04143086117835
"cvd_stroke_95",9.8,1.04627412594864,1.04186335740678
"cvd_stroke_95",9.9,1.04670774404761,1.04229514750579
"cvd_stroke_95",10,1.04714065519296,1.04272623363146
"cvd_stroke_95",11,1.051431360552,1.04699885070202
"cvd_stroke_95",12,1.05565375232043,1.05120344217097
"cvd_stroke_95",13,1.05980999574424,1.05534216415629
"cvd_stroke_95",14,1.06390225606943,1.05941717277596
"cvd_stroke_95",15,1.06793269854199,1.06343062414798
"cvd_stroke_95",16,1.07190348840793,1.06738467439034
"cvd_stroke_95",17,1.07581679091323,1.07128147962102
"cvd_stroke_95",18,1.07967477130389,1.07512319595801
"cvd_stroke_95",19,1.0834795948259,1.07891197951928
"cvd_stroke_95",20,1.08723342672527,1.08264998642285
"cvd_stroke_95",21,1.09093843224799,1.08633937278669
"cvd_stroke_95",22,1.09459673494527,1.08998225320977
"cvd_stroke_95",23,1.09821006359338,1.09358034918039
"cvd_stroke_95",24,1.10177969205522,1.09713492919122
"cvd_stroke_95",24.9999999999999,1.10530671760573,1.10064708589143
"cvd_stroke_95",25.9999999999999,1.10879203837184,1.10411771362174
"cvd_stroke_95",26.9999999999999,1.11223639300707,1.10754754792172
"cvd_stroke_95",27.9999999999999,1.11564032055987,1.11093712556736
"cvd_stroke_95",28.9999999999999,1.11900422797868,1.11428685179154
"cvd_stroke_95",29.9999999999999,1.12232845001536,1.1175970599349
"cvd_stroke_95",30.9999999999999,1.12561320480125,1.12086796720921
"cvd_stroke_95",31.9999999999999,1.12885848977422,1.12409957106313
"cvd_stroke_95",32.9999999999999,1.13206414526839,1.1272917125039
"cvd_stroke_95",33.9999999999999,1.13522993817527,1.13044415940574
"cvd_stroke_95",34.9999999999999,1.13835555696779,1.13355660155487
"cvd_stroke_95",35.9999999999999,1.14144066562918,1.13662870435107
"cvd_stroke_95",36.9999999999999,1.14448487047733,1.13966007577188
"cvd_stroke_95",37.9999999999999,1.14748763604229,1.14265018260471
"cvd_stroke_95",38.9999999999999,1.15044835038576,1.14559841549101
"cvd_stroke_95",39.9999999999999,1.15336630928129,1.14850407317314
"cvd_stroke_95",40.9999999999999,1.15624076088985,1.15136640698158
"cvd_stroke_95",41.9999999999999,1.15907090840841,1.15418462347237
"cvd_stroke_95",42.9999999999999,1.16185590533254,1.1569578797097
"cvd_stroke_95",43.9999999999999,1.16459484103214,1.15968526890239
"cvd_stroke_95",44.9999999999999,1.16728673487488,1.16236581455217
"cvd_stroke_95",45.9999999999999,1.16993051492504,1.16499844924224
"cvd_stroke_95",46.9999999999999,1.17252509594879,1.16758209231381
"cvd_stroke_95",47.9999999999999,1.17506939229766,1.17011566269516
"cvd_stroke_95",48.9999999999999,1.17756231618928,1.17259807718967
"cvd_stroke_95",49.9999999999999,1.18000277276126,1.17502824555055
