variable.x,coeff,variable.y
WHAA60064,-1,PCT012I171
WHAA60064,-1,PCT012I170
WHAA60064,-1,PCT012I168
WHAA60064,-1,PCT012I169
WHAA60064,-1,PCT012I167
IAAA60064,1,PCT012C067
IAAA60064,1,PCT012C066
IAAA60064,1,PCT012C065
IAAA60064,1,PCT012C064
IAAA60064,1,PCT012C063
IAAA60064,1,PCT012C167
IAAA60064,1,PCT012C169
IAAA60064,1,PCT012C168
IAAA60064,1,PCT012C170
IAAA60064,1,PCT012C171
AAAA60064,1,PCT012D067
AAAA60064,1,PCT012D066
AAAA60064,1,PCT012D065
AAAA60064,1,PCT012D064
AAAA60064,1,PCT012D063
AAAA60064,1,PCT012E063
AAAA60064,1,PCT012E064
AAAA60064,1,PCT012E065
AAAA60064,1,PCT012E066
AAAA60064,1,PCT012E067
AAAA60064,1,PCT012D169
AAAA60064,1,PCT012D171
AAAA60064,1,PCT012D170
AAAA60064,1,PCT012D168
AAAA60064,1,PCT012D167
AAAA60064,1,PCT012E170
AAAA60064,1,PCT012E171
AAAA60064,1,PCT012E167
AAAA60064,1,PCT012E168
AAAA60064,1,PCT012E169
BAAA60064,1,PCT012B067
BAAA60064,1,PCT012B066
BAAA60064,1,PCT012B065
BAAA60064,1,PCT012B064
BAAA60064,1,PCT012B063
BAAA60064,1,PCT012B169
BAAA60064,1,PCT012B168
BAAA60064,1,PCT012B167
BAAA60064,1,PCT012B171
BAAA60064,1,PCT012B170
WNAA65069,1,PCT012I072
WNAA65069,1,PCT012I070
WNAA65069,1,PCT012I071
WNAA65069,1,PCT012I069
WNAA65069,1,PCT012I068
WNAA65069,1,PCT012I172
WNAA65069,1,PCT012I175
WNAA65069,1,PCT012I176
WNAA65069,1,PCT012I173
WNAA65069,1,PCT012I174
WHAA65069,1,PCT012A069
WHAA65069,1,PCT012A068
WHAA65069,1,PCT012A072
WHAA65069,1,PCT012A070
WHAA65069,1,PCT012A071
WHAA65069,1,PCT012A175
WHAA65069,1,PCT012A176
WHAA65069,1,PCT012A173
WHAA65069,1,PCT012A174
WHAA65069,1,PCT012A172
WHAA65069,-1,PCT012I072
WHAA65069,-1,PCT012I070
WHAA65069,-1,PCT012I071
WHAA65069,-1,PCT012I069
WHAA65069,-1,PCT012I068
WHAA65069,-1,PCT012I172
WHAA65069,-1,PCT012I175
WHAA65069,-1,PCT012I176
WHAA65069,-1,PCT012I173
WHAA65069,-1,PCT012I174
IAAA65069,1,PCT012C069
IAAA65069,1,PCT012C071
IAAA65069,1,PCT012C070
IAAA65069,1,PCT012C072
IAAA65069,1,PCT012C068
IAAA65069,1,PCT012C176
IAAA65069,1,PCT012C175
IAAA65069,1,PCT012C174
IAAA65069,1,PCT012C173
IAAA65069,1,PCT012C172
AAAA65069,1,PCT012D072
AAAA65069,1,PCT012D071
AAAA65069,1,PCT012D070
AAAA65069,1,PCT012D069
AAAA65069,1,PCT012D068
AAAA65069,1,PCT012E068
AAAA65069,1,PCT012E069
AAAA65069,1,PCT012E070
AAAA65069,1,PCT012E071
AAAA65069,1,PCT012E072
AAAA65069,1,PCT012D176
AAAA65069,1,PCT012D175
AAAA65069,1,PCT012D174
AAAA65069,1,PCT012D173
AAAA65069,1,PCT012D172
AAAA65069,1,PCT012E173
AAAA65069,1,PCT012E174
AAAA65069,1,PCT012E175
AAAA65069,1,PCT012E176
AAAA65069,1,PCT012E172
BAAA65069,1,PCT012B069
BAAA65069,1,PCT012B068
BAAA65069,1,PCT012B070
BAAA65069,1,PCT012B072
BAAA65069,1,PCT012B071
BAAA65069,1,PCT012B176
BAAA65069,1,PCT012B175
BAAA65069,1,PCT012B174
BAAA65069,1,PCT012B173
BAAA65069,1,PCT012B172
WNAA70074,1,PCT012I073
WNAA70074,1,PCT012I076
WNAA70074,1,PCT012I077
WNAA70074,1,PCT012I074
WNAA70074,1,PCT012I075
WNAA70074,1,PCT012I180
WNAA70074,1,PCT012I181
WNAA70074,1,PCT012I179
WNAA70074,1,PCT012I177
WNAA70074,1,PCT012I178
WHAA70074,1,PCT012A076
WHAA70074,1,PCT012A077
WHAA70074,1,PCT012A074
WHAA70074,1,PCT012A075
WHAA70074,1,PCT012A073
WHAA70074,1,PCT012A179
WHAA70074,1,PCT012A177
WHAA70074,1,PCT012A178
WHAA70074,1,PCT012A180
WHAA70074,1,PCT012A181
WHAA70074,-1,PCT012I073
WHAA70074,-1,PCT012I076
WHAA70074,-1,PCT012I077
WHAA70074,-1,PCT012I074
WHAA70074,-1,PCT012I075
WHAA70074,-1,PCT012I180
WHAA70074,-1,PCT012I181
WHAA70074,-1,PCT012I179
WHAA70074,-1,PCT012I177
WHAA70074,-1,PCT012I178
IAAA70074,1,PCT012C077
IAAA70074,1,PCT012C076
IAAA70074,1,PCT012C075
IAAA70074,1,PCT012C074
IAAA70074,1,PCT012C073
IAAA70074,1,PCT012C179
IAAA70074,1,PCT012C181
IAAA70074,1,PCT012C180
IAAA70074,1,PCT012C178
IAAA70074,1,PCT012C177
AAAA70074,1,PCT012D077
AAAA70074,1,PCT012D076
AAAA70074,1,PCT012D075
AAAA70074,1,PCT012D074
AAAA70074,1,PCT012D073
AAAA70074,1,PCT012E074
AAAA70074,1,PCT012E075
AAAA70074,1,PCT012E076
AAAA70074,1,PCT012E077
AAAA70074,1,PCT012E073
AAAA70074,1,PCT012D179
AAAA70074,1,PCT012D178
AAAA70074,1,PCT012D177
AAAA70074,1,PCT012D181
AAAA70074,1,PCT012D180
AAAA70074,1,PCT012E180
AAAA70074,1,PCT012E181
AAAA70074,1,PCT012E177
AAAA70074,1,PCT012E178
AAAA70074,1,PCT012E179
BAAA70074,1,PCT012B077
BAAA70074,1,PCT012B076
BAAA70074,1,PCT012B075
BAAA70074,1,PCT012B074
BAAA70074,1,PCT012B073
BAAA70074,1,PCT012B179
BAAA70074,1,PCT012B178
BAAA70074,1,PCT012B180
BAAA70074,1,PCT012B181
BAAA70074,1,PCT012B177
WNAA75079,1,PCT012I080
WNAA75079,1,PCT012I081
WNAA75079,1,PCT012I082
WNAA75079,1,PCT012I078
WNAA75079,1,PCT012I079
WNAA75079,1,PCT012I182
WNAA75079,1,PCT012I183
WNAA75079,1,PCT012I186
WNAA75079,1,PCT012I184
WNAA75079,1,PCT012I185
WHAA75079,1,PCT012A078
WHAA75079,1,PCT012A079
WHAA75079,1,PCT012A080
WHAA75079,1,PCT012A081
WHAA75079,1,PCT012A082
WHAA75079,1,PCT012A186
WHAA75079,1,PCT012A184
WHAA75079,1,PCT012A185
WHAA75079,1,PCT012A182
WHAA75079,1,PCT012A183
WHAA75079,-1,PCT012I080
WHAA75079,-1,PCT012I081
WHAA75079,-1,PCT012I082
WHAA75079,-1,PCT012I078
WHAA75079,-1,PCT012I079
WHAA75079,-1,PCT012I182
WHAA75079,-1,PCT012I183
WHAA75079,-1,PCT012I186
WHAA75079,-1,PCT012I184
WHAA75079,-1,PCT012I185
IAAA75079,1,PCT012C082
IAAA75079,1,PCT012C081
IAAA75079,1,PCT012C080
IAAA75079,1,PCT012C079
IAAA75079,1,PCT012C078
IAAA75079,1,PCT012C186
IAAA75079,1,PCT012C185
IAAA75079,1,PCT012C184
IAAA75079,1,PCT012C183
IAAA75079,1,PCT012C182
AAAA75079,1,PCT012D082
AAAA75079,1,PCT012D081
AAAA75079,1,PCT012D080
AAAA75079,1,PCT012D079
AAAA75079,1,PCT012D078
AAAA75079,1,PCT012E080
AAAA75079,1,PCT012E081
AAAA75079,1,PCT012E082
AAAA75079,1,PCT012E078
AAAA75079,1,PCT012E079
AAAA75079,1,PCT012D182
AAAA75079,1,PCT012D186
AAAA75079,1,PCT012D185
AAAA75079,1,PCT012D184
AAAA75079,1,PCT012D183
AAAA75079,1,PCT012E184
AAAA75079,1,PCT012E185
AAAA75079,1,PCT012E186
AAAA75079,1,PCT012E182
AAAA75079,1,PCT012E183
BAAA75079,1,PCT012B078
BAAA75079,1,PCT012B079
BAAA75079,1,PCT012B081
BAAA75079,1,PCT012B080
BAAA75079,1,PCT012B082
BAAA75079,1,PCT012B186
BAAA75079,1,PCT012B185
BAAA75079,1,PCT012B184
BAAA75079,1,PCT012B183
BAAA75079,1,PCT012B182
WNAA80084,1,PCT012I083
WNAA80084,1,PCT012I084
WNAA80084,1,PCT012I087
WNAA80084,1,PCT012I085
WNAA80084,1,PCT012I086
WNAA80084,1,PCT012I190
WNAA80084,1,PCT012I191
WNAA80084,1,PCT012I188
WNAA80084,1,PCT012I189
WNAA80084,1,PCT012I187
WHAA80084,1,PCT012A087
WHAA80084,1,PCT012A085
WHAA80084,1,PCT012A086
WHAA80084,1,PCT012A083
WHAA80084,1,PCT012A084
WHAA80084,1,PCT012A187
WHAA80084,1,PCT012A188
WHAA80084,1,PCT012A189
WHAA80084,1,PCT012A190
WHAA80084,1,PCT012A191
WHAA80084,-1,PCT012I083
WHAA80084,-1,PCT012I084
WHAA80084,-1,PCT012I087
WHAA80084,-1,PCT012I085
WHAA80084,-1,PCT012I086
WHAA80084,-1,PCT012I190
WHAA80084,-1,PCT012I191
WHAA80084,-1,PCT012I188
WHAA80084,-1,PCT012I189
WHAA80084,-1,PCT012I187
IAAA80084,1,PCT012C087
IAAA80084,1,PCT012C086
IAAA80084,1,PCT012C085
IAAA80084,1,PCT012C084
IAAA80084,1,PCT012C083
IAAA80084,1,PCT012C191
IAAA80084,1,PCT012C190
IAAA80084,1,PCT012C189
IAAA80084,1,PCT012C188
IAAA80084,1,PCT012C187
AAAA80084,1,PCT012D083
AAAA80084,1,PCT012D087
AAAA80084,1,PCT012D086
AAAA80084,1,PCT012D085
AAAA80084,1,PCT012D084
AAAA80084,1,PCT012E085
AAAA80084,1,PCT012E086
AAAA80084,1,PCT012E087
AAAA80084,1,PCT012E083
AAAA80084,1,PCT012E084
AAAA80084,1,PCT012D191
AAAA80084,1,PCT012D190
AAAA80084,1,PCT012D189
AAAA80084,1,PCT012D188
AAAA80084,1,PCT012D187
AAAA80084,1,PCT012E187
AAAA80084,1,PCT012E188
AAAA80084,1,PCT012E189
AAAA80084,1,PCT012E190
AAAA80084,1,PCT012E191
BAAA80084,1,PCT012B087
BAAA80084,1,PCT012B086
BAAA80084,1,PCT012B085
BAAA80084,1,PCT012B084
BAAA80084,1,PCT012B083
BAAA80084,1,PCT012B189
BAAA80084,1,PCT012B191
BAAA80084,1,PCT012B190
BAAA80084,1,PCT012B188
BAAA80084,1,PCT012B187
WNAA85150,1,PCT012I090
WNAA85150,1,PCT012I091
WNAA85150,1,PCT012I094
WNAA85150,1,PCT012I095
WNAA85150,1,PCT012I092
WNAA85150,1,PCT012I093
WNAA85150,1,PCT012I098
WNAA85150,1,PCT012I099
WNAA85150,1,PCT012I096
WNAA85150,1,PCT012I097
WNAA85150,1,PCT012I089
WNAA85150,1,PCT012I088
WNAA85150,1,PCT012I102
WNAA85150,1,PCT012I103
WNAA85150,1,PCT012I100
WNAA85150,1,PCT012I101
WNAA85150,1,PCT012I104
WNAA85150,1,PCT012I105
WNAA85150,1,PCT012I199
WNAA85150,1,PCT012I193
WNAA85150,1,PCT012I194
WNAA85150,1,PCT012I192
WNAA85150,1,PCT012I197
WNAA85150,1,PCT012I198
WNAA85150,1,PCT012I195
WNAA85150,1,PCT012I196
WNAA85150,1,PCT012I209
WNAA85150,1,PCT012I207
WNAA85150,1,PCT012I208
WNAA85150,1,PCT012I201
WNAA85150,1,PCT012I202
WNAA85150,1,PCT012I200
WNAA85150,1,PCT012I205
WNAA85150,1,PCT012I206
WNAA85150,1,PCT012I203
WNAA85150,1,PCT012I204
WHAA85150,1,PCT012A104
WHAA85150,1,PCT012A105
WHAA85150,1,PCT012A102
WHAA85150,1,PCT012A103
WHAA85150,1,PCT012A100
WHAA85150,1,PCT012A101
WHAA85150,1,PCT012A089
WHAA85150,1,PCT012A090
WHAA85150,1,PCT012A091
WHAA85150,1,PCT012A098
WHAA85150,1,PCT012A099
WHAA85150,1,PCT012A096
WHAA85150,1,PCT012A097
WHAA85150,1,PCT012A094
WHAA85150,1,PCT012A095
WHAA85150,1,PCT012A092
WHAA85150,1,PCT012A093
WHAA85150,1,PCT012A088
WHAA85150,1,PCT012A199
WHAA85150,1,PCT012A197
WHAA85150,1,PCT012A198
WHAA85150,1,PCT012A195
WHAA85150,1,PCT012A196
WHAA85150,1,PCT012A193
WHAA85150,1,PCT012A194
WHAA85150,1,PCT012A192
WHAA85150,1,PCT012A205
WHAA85150,1,PCT012A206
WHAA85150,1,PCT012A203
WHAA85150,1,PCT012A204
WHAA85150,1,PCT012A201
WHAA85150,1,PCT012A202
WHAA85150,1,PCT012A200
WHAA85150,1,PCT012A209
WHAA85150,1,PCT012A207
WHAA85150,1,PCT012A208
WHAA85150,-1,PCT012I090
WHAA85150,-1,PCT012I091
WHAA85150,-1,PCT012I094
WHAA85150,-1,PCT012I095
WHAA85150,-1,PCT012I092
WHAA85150,-1,PCT012I093
WHAA85150,-1,PCT012I098
WHAA85150,-1,PCT012I099
WHAA85150,-1,PCT012I096
WHAA85150,-1,PCT012I097
WHAA85150,-1,PCT012I089
WHAA85150,-1,PCT012I088
WHAA85150,-1,PCT012I102
WHAA85150,-1,PCT012I103
WHAA85150,-1,PCT012I100
WHAA85150,-1,PCT012I101
WHAA85150,-1,PCT012I104
WHAA85150,-1,PCT012I105
WHAA85150,-1,PCT012I199
WHAA85150,-1,PCT012I193
WHAA85150,-1,PCT012I194
WHAA85150,-1,PCT012I192
WHAA85150,-1,PCT012I197
WHAA85150,-1,PCT012I198
WHAA85150,-1,PCT012I195
WHAA85150,-1,PCT012I196
WHAA85150,-1,PCT012I209
WHAA85150,-1,PCT012I207
WHAA85150,-1,PCT012I208
WHAA85150,-1,PCT012I201
WHAA85150,-1,PCT012I202
WHAA85150,-1,PCT012I200
WHAA85150,-1,PCT012I205
WHAA85150,-1,PCT012I206
WHAA85150,-1,PCT012I203
WHAA85150,-1,PCT012I204
IAAA85150,1,PCT012C105
IAAA85150,1,PCT012C104
IAAA85150,1,PCT012C103
IAAA85150,1,PCT012C102
IAAA85150,1,PCT012C101
IAAA85150,1,PCT012C100
IAAA85150,1,PCT012C089
IAAA85150,1,PCT012C088
IAAA85150,1,PCT012C093
IAAA85150,1,PCT012C092
IAAA85150,1,PCT012C091
IAAA85150,1,PCT012C090
IAAA85150,1,PCT012C099
IAAA85150,1,PCT012C098
IAAA85150,1,PCT012C097
IAAA85150,1,PCT012C096
IAAA85150,1,PCT012C095
IAAA85150,1,PCT012C094
IAAA85150,1,PCT012C192
IAAA85150,1,PCT012C199
IAAA85150,1,PCT012C198
IAAA85150,1,PCT012C197
IAAA85150,1,PCT012C196
IAAA85150,1,PCT012C195
IAAA85150,1,PCT012C194
IAAA85150,1,PCT012C193
IAAA85150,1,PCT012C200
IAAA85150,1,PCT012C208
IAAA85150,1,PCT012C207
IAAA85150,1,PCT012C206
IAAA85150,1,PCT012C205
IAAA85150,1,PCT012C204
IAAA85150,1,PCT012C203
IAAA85150,1,PCT012C202
IAAA85150,1,PCT012C201
IAAA85150,1,PCT012C209
AAAA85150,1,PCT012D105
AAAA85150,1,PCT012D104
AAAA85150,1,PCT012D103
AAAA85150,1,PCT012D102
AAAA85150,1,PCT012D101
AAAA85150,1,PCT012D100
AAAA85150,1,PCT012D094
AAAA85150,1,PCT012D093
AAAA85150,1,PCT012D092
AAAA85150,1,PCT012D091
AAAA85150,1,PCT012D090
AAAA85150,1,PCT012D099
AAAA85150,1,PCT012D098
AAAA85150,1,PCT012D097
AAAA85150,1,PCT012D096
AAAA85150,1,PCT012D095
AAAA85150,1,PCT012D089
AAAA85150,1,PCT012D088
AAAA85150,1,PCT012E100
AAAA85150,1,PCT012E101
AAAA85150,1,PCT012E102
AAAA85150,1,PCT012E103
AAAA85150,1,PCT012E104
AAAA85150,1,PCT012E105
AAAA85150,1,PCT012E096
AAAA85150,1,PCT012E097
AAAA85150,1,PCT012E098
AAAA85150,1,PCT012E099
AAAA85150,1,PCT012E090
AAAA85150,1,PCT012E091
AAAA85150,1,PCT012E092
AAAA85150,1,PCT012E093
AAAA85150,1,PCT012E094
AAAA85150,1,PCT012E095
AAAA85150,1,PCT012E088
AAAA85150,1,PCT012E089
AAAA85150,1,PCT012D209
AAAA85150,1,PCT012D208
AAAA85150,1,PCT012D207
AAAA85150,1,PCT012D206
AAAA85150,1,PCT012D205
AAAA85150,1,PCT012D204
AAAA85150,1,PCT012D203
AAAA85150,1,PCT012D202
AAAA85150,1,PCT012D201
AAAA85150,1,PCT012D200
AAAA85150,1,PCT012D193
AAAA85150,1,PCT012D192
AAAA85150,1,PCT012D199
AAAA85150,1,PCT012D198
AAAA85150,1,PCT012D197
AAAA85150,1,PCT012D196
AAAA85150,1,PCT012D195
AAAA85150,1,PCT012D194
AAAA85150,1,PCT012E203
AAAA85150,1,PCT012E204
AAAA85150,1,PCT012E205
AAAA85150,1,PCT012E206
AAAA85150,1,PCT012E207
AAAA85150,1,PCT012E208
AAAA85150,1,PCT012E209
AAAA85150,1,PCT012E200
AAAA85150,1,PCT012E201
AAAA85150,1,PCT012E202
AAAA85150,1,PCT012E195
AAAA85150,1,PCT012E196
AAAA85150,1,PCT012E197
AAAA85150,1,PCT012E198
AAAA85150,1,PCT012E199
AAAA85150,1,PCT012E192
AAAA85150,1,PCT012E193
AAAA85150,1,PCT012E194
BAAA85150,1,PCT012B105
BAAA85150,1,PCT012B104
BAAA85150,1,PCT012B103
BAAA85150,1,PCT012B102
BAAA85150,1,PCT012B101
BAAA85150,1,PCT012B100
BAAA85150,1,PCT012B092
BAAA85150,1,PCT012B091
BAAA85150,1,PCT012B090
BAAA85150,1,PCT012B099
BAAA85150,1,PCT012B098
BAAA85150,1,PCT012B097
BAAA85150,1,PCT012B096
BAAA85150,1,PCT012B095
BAAA85150,1,PCT012B094
BAAA85150,1,PCT012B093
BAAA85150,1,PCT012B089
BAAA85150,1,PCT012B088
BAAA85150,1,PCT012B207
BAAA85150,1,PCT012B206
BAAA85150,1,PCT012B205
BAAA85150,1,PCT012B204
BAAA85150,1,PCT012B203
BAAA85150,1,PCT012B202
BAAA85150,1,PCT012B201
BAAA85150,1,PCT012B200
BAAA85150,1,PCT012B209
BAAA85150,1,PCT012B208
BAAA85150,1,PCT012B199
BAAA85150,1,PCT012B198
BAAA85150,1,PCT012B197
BAAA85150,1,PCT012B196
BAAA85150,1,PCT012B195
BAAA85150,1,PCT012B194
BAAA85150,1,PCT012B193
BAAA85150,1,PCT012B192
UALA25034,1,B15001_012E
UALA25034,1,B15001_053E
UALA25034,1,B15001_013E
UALA25034,1,B15001_054E
UALA25034,1,B15001_014E
UALA25034,1,B15001_055E
UAMA25034,1,B15001_015E
UAMA25034,1,B15001_056E
UAMA25034,1,B15001_016E
UAMA25034,1,B15001_057E
UAHA25034,1,B15001_017E
UAHA25034,1,B15001_058E
UAHA25034,1,B15001_018E
UAHA25034,1,B15001_059E
UALA35044,1,B15001_020E
UALA35044,1,B15001_061E
UALA35044,1,B15001_021E
UALA35044,1,B15001_062E
UALA35044,1,B15001_022E
UALA35044,1,B15001_063E
UAMA35044,1,B15001_023E
UAMA35044,1,B15001_064E
UAMA35044,1,B15001_024E
UAMA35044,1,B15001_065E
UAHA35044,1,B15001_025E
UAHA35044,1,B15001_066E
UAHA35044,1,B15001_026E
UAHA35044,1,B15001_067E
UALA45064,1,B15001_028E
UALA45064,1,B15001_069E
UALA45064,1,B15001_029E
UALA45064,1,B15001_070E
UALA45064,1,B15001_030E
UALA45064,1,B15001_071E
UAMA45064,1,B15001_031E
UAMA45064,1,B15001_072E
UAMA45064,1,B15001_032E
UAMA45064,1,B15001_073E
UAHA45064,1,B15001_033E
UAHA45064,1,B15001_074E
UAHA45064,1,B15001_034E
UAHA45064,1,B15001_075E
UALA65150,1,B15001_036E
UALA65150,1,B15001_077E
UALA65150,1,B15001_037E
UALA65150,1,B15001_078E
UALA65150,1,B15001_038E
UALA65150,1,B15001_079E
UAMA65150,1,B15001_039E
UAMA65150,1,B15001_080E
UAMA65150,1,B15001_040E
UAMA65150,1,B15001_081E
UAHA65150,1,B15001_041E
UAHA65150,1,B15001_082E
UAHA65150,1,B15001_042E
UAHA65150,1,B15001_083E
UAAA00024,1,PCT012A018
UAAA00024,1,PCT012A019
UAAA00024,1,PCT012A016
UAAA00024,1,PCT012A017
UAAA00024,1,PCT012A014
UAAA00024,1,PCT012A015
UAAA00024,1,PCT012A012
UAAA00024,1,PCT012A013
UAAA00024,1,PCT012A021
UAAA00024,1,PCT012A022
UAAA00024,1,PCT012A020
UAAA00024,1,PCT012A007
UAAA00024,1,PCT012A008
UAAA00024,1,PCT012A005
UAAA00024,1,PCT012A006
UAAA00024,1,PCT012A003
UAAA00024,1,PCT012A004
UAAA00024,1,PCT012A009
UAAA00024,1,PCT012A010
UAAA00024,1,PCT012A011
UAAA00024,1,PCT012A027
UAAA00024,1,PCT012A025
UAAA00024,1,PCT012A026
UAAA00024,1,PCT012A023
UAAA00024,1,PCT012A024
UAAA00024,1,PCT012C027
UAAA00024,1,PCT012C026
UAAA00024,1,PCT012C025
UAAA00024,1,PCT012C019
UAAA00024,1,PCT012C018
UAAA00024,1,PCT012C017
UAAA00024,1,PCT012C016
UAAA00024,1,PCT012C015
UAAA00024,1,PCT012C014
UAAA00024,1,PCT012C024
UAAA00024,1,PCT012C023
UAAA00024,1,PCT012C022
UAAA00024,1,PCT012C021
UAAA00024,1,PCT012C020
UAAA00024,1,PCT012C009
UAAA00024,1,PCT012C008
UAAA00024,1,PCT012C007
UAAA00024,1,PCT012C006
UAAA00024,1,PCT012C005
UAAA00024,1,PCT012C004
UAAA00024,1,PCT012C003
UAAA00024,1,PCT012C013
UAAA00024,1,PCT012C012
UAAA00024,1,PCT012C011
UAAA00024,1,PCT012C010
UAAA00024,1,PCT012D009
UAAA00024,1,PCT012D008
UAAA00024,1,PCT012D007
UAAA00024,1,PCT012D006
UAAA00024,1,PCT012D005
UAAA00024,1,PCT012D004
UAAA00024,1,PCT012D014
UAAA00024,1,PCT012D013
UAAA00024,1,PCT012D012
UAAA00024,1,PCT012D011
UAAA00024,1,PCT012D010
UAAA00024,1,PCT012D003
UAAA00024,1,PCT012D027
UAAA00024,1,PCT012D026
UAAA00024,1,PCT012D019
UAAA00024,1,PCT012D018
UAAA00024,1,PCT012D017
UAAA00024,1,PCT012D016
UAAA00024,1,PCT012D015
UAAA00024,1,PCT012D025
UAAA00024,1,PCT012D024
UAAA00024,1,PCT012D023
UAAA00024,1,PCT012D022
UAAA00024,1,PCT012D021
UAAA00024,1,PCT012D020
UAAA00024,1,PCT012E016
UAAA00024,1,PCT012E017
UAAA00024,1,PCT012E018
UAAA00024,1,PCT012E019
UAAA00024,1,PCT012E020
UAAA00024,1,PCT012E021
UAAA00024,1,PCT012E022
UAAA00024,1,PCT012E023
UAAA00024,1,PCT012E024
UAAA00024,1,PCT012E025
UAAA00024,1,PCT012E026
UAAA00024,1,PCT012E005
UAAA00024,1,PCT012E006
UAAA00024,1,PCT012E007
UAAA00024,1,PCT012E008
UAAA00024,1,PCT012E009
UAAA00024,1,PCT012E010
UAAA00024,1,PCT012E011
UAAA00024,1,PCT012E012
UAAA00024,1,PCT012E013
UAAA00024,1,PCT012E014
UAAA00024,1,PCT012E015
UAAA00024,1,PCT012E003
UAAA00024,1,PCT012E004
UAAA00024,1,PCT012E027
UAAA00024,1,PCT012B027
UAAA00024,1,PCT012B026
UAAA00024,1,PCT012B025
UAAA00024,1,PCT012B024
UAAA00024,1,PCT012B019
UAAA00024,1,PCT012B018
UAAA00024,1,PCT012B017
UAAA00024,1,PCT012B016
UAAA00024,1,PCT012B015
UAAA00024,1,PCT012B014
UAAA00024,1,PCT012B013
UAAA00024,1,PCT012B023
UAAA00024,1,PCT012B022
UAAA00024,1,PCT012B021
UAAA00024,1,PCT012B020
UAAA00024,1,PCT012B009
UAAA00024,1,PCT012B008
UAAA00024,1,PCT012B007
UAAA00024,1,PCT012B006
UAAA00024,1,PCT012B005
UAAA00024,1,PCT012B004
UAAA00024,1,PCT012B003
UAAA00024,1,PCT012B012
UAAA00024,1,PCT012B011
UAAA00024,1,PCT012B010
UAAA00024,1,PCT012A128
UAAA00024,1,PCT012A129
UAAA00024,1,PCT012A126
UAAA00024,1,PCT012A127
UAAA00024,1,PCT012A124
UAAA00024,1,PCT012A125
UAAA00024,1,PCT012A122
UAAA00024,1,PCT012A123
UAAA00024,1,PCT012A131
UAAA00024,1,PCT012A130
UAAA00024,1,PCT012A117
UAAA00024,1,PCT012A118
UAAA00024,1,PCT012A115
UAAA00024,1,PCT012A116
UAAA00024,1,PCT012A113
UAAA00024,1,PCT012A114
UAAA00024,1,PCT012A111
UAAA00024,1,PCT012A112
UAAA00024,1,PCT012A119
UAAA00024,1,PCT012A120
UAAA00024,1,PCT012A121
UAAA00024,1,PCT012A107
UAAA00024,1,PCT012A108
UAAA00024,1,PCT012A109
UAAA00024,1,PCT012A110
UAAA00024,1,PCT012C119
UAAA00024,1,PCT012C118
UAAA00024,1,PCT012C117
UAAA00024,1,PCT012C116
UAAA00024,1,PCT012C115
UAAA00024,1,PCT012C114
UAAA00024,1,PCT012C113
UAAA00024,1,PCT012C123
UAAA00024,1,PCT012C122
UAAA00024,1,PCT012C121
UAAA00024,1,PCT012C120
UAAA00024,1,PCT012C109
UAAA00024,1,PCT012C108
UAAA00024,1,PCT012C107
UAAA00024,1,PCT012C112
UAAA00024,1,PCT012C111
UAAA00024,1,PCT012C110
UAAA00024,1,PCT012C129
UAAA00024,1,PCT012C128
UAAA00024,1,PCT012C127
UAAA00024,1,PCT012C126
UAAA00024,1,PCT012C125
UAAA00024,1,PCT012C124
UAAA00024,1,PCT012C131
UAAA00024,1,PCT012C130
UAAA00024,1,PCT012D129
UAAA00024,1,PCT012D128
UAAA00024,1,PCT012D127
UAAA00024,1,PCT012D126
UAAA00024,1,PCT012D125
UAAA00024,1,PCT012D131
UAAA00024,1,PCT012D130
UAAA00024,1,PCT012D119
UAAA00024,1,PCT012D118
UAAA00024,1,PCT012D117
UAAA00024,1,PCT012D116
UAAA00024,1,PCT012D115
UAAA00024,1,PCT012D114
UAAA00024,1,PCT012D124
UAAA00024,1,PCT012D123
UAAA00024,1,PCT012D122
UAAA00024,1,PCT012D121
UAAA00024,1,PCT012D120
UAAA00024,1,PCT012D109
UAAA00024,1,PCT012D108
UAAA00024,1,PCT012D107
UAAA00024,1,PCT012D113
UAAA00024,1,PCT012D112
UAAA00024,1,PCT012D111
UAAA00024,1,PCT012D110
UAAA00024,1,PCT012E126
UAAA00024,1,PCT012E127
UAAA00024,1,PCT012E128
UAAA00024,1,PCT012E129
UAAA00024,1,PCT012E130
UAAA00024,1,PCT012E131
UAAA00024,1,PCT012E115
UAAA00024,1,PCT012E116
UAAA00024,1,PCT012E117
UAAA00024,1,PCT012E118
UAAA00024,1,PCT012E119
UAAA00024,1,PCT012E120
UAAA00024,1,PCT012E121
UAAA00024,1,PCT012E122
UAAA00024,1,PCT012E123
UAAA00024,1,PCT012E124
UAAA00024,1,PCT012E125
UAAA00024,1,PCT012E107
UAAA00024,1,PCT012E108
UAAA00024,1,PCT012E109
UAAA00024,1,PCT012E110
UAAA00024,1,PCT012E111
UAAA00024,1,PCT012E112
UAAA00024,1,PCT012E113
UAAA00024,1,PCT012E114
UAAA00024,1,PCT012B108
UAAA00024,1,PCT012B107
UAAA00024,1,PCT012B109
UAAA00024,1,PCT012B111
UAAA00024,1,PCT012B110
UAAA00024,1,PCT012B129
UAAA00024,1,PCT012B128
UAAA00024,1,PCT012B127
UAAA00024,1,PCT012B126
UAAA00024,1,PCT012B125
UAAA00024,1,PCT012B124
UAAA00024,1,PCT012B123
