"variable","scenario","pm","pop_size","rural_urban_class","prop","STATEFP"
"AAAA00024","A",3.097558,10119,666,1,2
"AAAA00024","B",3.097558,10119,666,1,2
"AAAA00024","C",3.097558,10119,666,1,2
"AAAA25029","A",3.097558,2220,666,1,2
"AAAA25029","B",3.097558,2220,666,1,2
"AAAA25029","C",3.097558,2220,666,1,2
"AAAA30034","A",3.097558,2720,666,1,2
"AAAA30034","B",3.097558,2720,666,1,2
"AAAA30034","C",3.097558,2720,666,1,2
"AAAA35039","A",3.097558,2468,666,1,2
"AAAA35039","B",3.097558,2468,666,1,2
"AAAA35039","C",3.097558,2468,666,1,2
"AAAA40044","A",3.097558,2040,666,1,2
"AAAA40044","B",3.097558,2040,666,1,2
"AAAA40044","C",3.097558,2040,666,1,2
"AAAA45049","A",3.097558,1207,666,1,2
"AAAA45049","B",3.097558,1207,666,1,2
"AAAA45049","C",3.097558,1207,666,1,2
"AAAA50054","A",3.097558,880,666,1,2
"AAAA50054","B",3.097558,880,666,1,2
"AAAA50054","C",3.097558,880,666,1,2
"AAAA55059","A",3.097558,699,666,1,2
"AAAA55059","B",3.097558,699,666,1,2
"AAAA55059","C",3.097558,699,666,1,2
"AAAA60064","A",3.097558,599,666,1,2
"AAAA60064","B",3.097558,599,666,1,2
"AAAA60064","C",3.097558,599,666,1,2
"AAAA65069","A",3.097558,457,666,1,2
"AAAA65069","B",3.097558,457,666,1,2
"AAAA65069","C",3.097558,457,666,1,2
"AAAA70074","A",3.097558,268,666,1,2
"AAAA70074","B",3.097558,268,666,1,2
"AAAA70074","C",3.097558,268,666,1,2
"AAAA75079","A",3.097558,143,666,1,2
"AAAA75079","B",3.097558,143,666,1,2
"AAAA75079","C",3.097558,143,666,1,2
"AAAA80084","A",3.097558,78,666,1,2
"AAAA80084","B",3.097558,78,666,1,2
"AAAA80084","C",3.097558,78,666,1,2
"AAAA85150","A",3.097558,49,666,1,2
"AAAA85150","B",3.097558,49,666,1,2
"AAAA85150","C",3.097558,49,666,1,2
"BAAA00024","A",3.097558,14867,666,1,2
"BAAA00024","B",3.097558,14867,666,1,2
"BAAA00024","C",3.097558,14867,666,1,2
"BAAA25029","A",3.097558,3635,666,1,2
"BAAA25029","B",3.097558,3635,666,1,2
"BAAA25029","C",3.097558,3635,666,1,2
"BAAA30034","A",3.097558,3424,666,1,2
"BAAA30034","B",3.097558,3424,666,1,2
"BAAA30034","C",3.097558,3424,666,1,2
