Year,Race,Hispanic.Origin,Education,rural_urban_class,Gender.Code,STATEFP,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
1991,American Indian or Alaska Native,All Origins,666,3,A,17,Deaths,age-adjusted rate,attributable,55,64,A,186.91745164811,130.382550610721,244.327793787852,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,17,Deaths,age-adjusted rate,attributable,55,64,B,137.468280005295,90.3971003637644,189.238782912339,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,17,Deaths,age-adjusted rate,attributable,55,64,D,103.688596982054,63.2988163172992,151.333277570042,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,36,Deaths,age-adjusted rate,attributable,65,150,A,10.1403035009084,6.88441554827609,14.2957912219957,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,36,Deaths,age-adjusted rate,attributable,65,150,B,8.95364624540783,5.87332303615748,12.9901355714487,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,36,Deaths,age-adjusted rate,attributable,65,150,D,6.96344835612582,4.17664780337054,10.7183147448443,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,37,Deaths,age-adjusted rate,attributable,25,150,A,11568.4261703087,8886.94850437504,15036.0861758974,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,37,Deaths,age-adjusted rate,attributable,25,150,B,10045.5678761987,7382.66400174958,13545.1867500356,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,37,Deaths,age-adjusted rate,attributable,25,150,D,7979.10435687132,5404.21455015326,11449.4552040771,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,39,Deaths,age-adjusted rate,attributable,65,74,A,770.319116048914,575.914587131547,1044.35647115338,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,39,Deaths,age-adjusted rate,attributable,65,74,B,527.982780856407,359.136461631656,774.540642154599,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,3,A,39,Deaths,age-adjusted rate,attributable,65,74,D,407.395836214665,254.294997859274,639.896707470874,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,65,84,A,3.35954826932168,2.48055322198569,4.47464887300102,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,65,84,B,2.21429612910747,1.46832971964124,3.20634903084522,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,1,Deaths,age-adjusted rate,attributable,65,84,D,1.70637332543434,1.02760881043784,2.5894111104508,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,35,150,A,0.2222501396732,0,3.02474037697379,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,35,150,B,0.2222501396732,0,3.02474037697379,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,2,Deaths,age-adjusted rate,attributable,35,150,D,0.2222501396732,0,3.02474037697379,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,A,4.70299943575159,2.33701713477794,8.50539053819115,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,B,4.41803495140235,2.06057434225972,8.22603241877303,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,4,Deaths,age-adjusted rate,attributable,25,150,D,4.01723610108275,1.69690854878169,7.83220066356258,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,35,150,A,13.5729727472243,10.9132157259571,16.8861639309075,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,35,150,B,10.4151941958953,7.91978984401205,13.6595127821748,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,5,Deaths,age-adjusted rate,attributable,35,150,D,7.98940352418624,5.61797733700162,11.1705434033907,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,A,12.4360317270429,10.684628250853,14.7176234242401,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,B,7.09652808858167,5.34109303678198,9.36628950360436,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,6,Deaths,age-adjusted rate,attributable,25,150,D,5.61759467605224,3.90148437494813,7.87708815289267,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,35,150,A,6.6922240205847,4.62881417089493,9.52296166006692,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,35,150,B,6.68726171138597,4.6239498319354,9.51826536188973,nvss,GBD
1991,American Indian or Alaska Native,All Origins,666,666,A,8,Deaths,age-adjusted rate,attributable,35,150,D,5.83373541349192,3.79012769533258,8.6662787954537,nvss,GBD
