Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,min_age,max_age,scenario,method,mean,lower,upper,attr
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,17.5159633501634,10.5095780100981,24.5223486902288,attributable
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,25.398146857737,15.7643670151471,35.5574056008317,attributable
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,17.5159633501634,10.5095780100981,24.5223486902288,attributable
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,25.398146857737,15.7643670151471,35.5574056008317,attributable
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,13.3474181041192,8.00845086247154,18.6863853457669,attributable
1995,8,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,19.3537562509729,12.0126762937073,27.095258751362,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,18.9268469579718,14.7865991859154,23.0670947300281,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,27.6016518137088,22.8699400742159,32.3333635532018,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,18.9268469579718,14.7865991859154,23.0670947300281,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,27.6016518137088,22.8699400742159,32.3333635532018,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,14.5219689601527,11.3452882501193,17.6986496701861,attributable
1995,8,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,21.1778714002226,17.5473791601845,24.8083636402608,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,81.1420312478838,77.631077972735,84.6529845230326,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,84.2628786035716,80.3618194089618,87.7738318787205,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,81.1420312478838,77.631077972735,84.6529845230326,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,84.2628786035716,80.3618194089618,87.7738318787205,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,61.0666706057685,58.4243627430189,63.7089784685181,attributable
1995,8,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,63.4153887059904,60.479491080713,66.05769656874,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,14.0769932486719,13.4066602368304,14.523881923233,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,15.1942149350745,14.523881923233,15.6411036096355,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,14.0769932486719,13.4066602368304,14.523881923233,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,15.1942149350745,14.523881923233,15.6411036096355,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.882551311183,10.3643345820791,11.2280291305856,attributable
1995,8,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,11.7462458596896,11.2280291305856,12.0917236790922,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,49.1794888566407,29.5076933139844,68.8512843992969,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,71.310258842129,44.2615399709767,99.8343623789806,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,41.2895334125879,24.7737200475527,57.8053467776229,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,59.8698234482524,37.1605800713291,83.8177528275533,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,18.7510924001851,11.250655440111,26.2515293602591,attributable
1995,9,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,27.1890839802683,16.8759831601666,38.0647175723757,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,29.1592233306926,22.7806432271036,35.5378034342816,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,42.52386735726,35.2340615245869,49.8136731899332,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,23.2747135954828,18.1833699964709,28.3660571944947,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,33.9422906600791,28.1236122612084,39.7609690589498,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,10.2851047290556,8.03523806957465,12.5349713885365,attributable
1995,9,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,14.999111063206,12.4278348809422,17.5703872454699,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,192.156879022578,183.842398680255,200.471359364901,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,199.547528215754,190.309216724284,207.862008558077,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,146.37151269597,140.038129935087,152.704895456853,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,152.001186261199,144.964094304662,158.334569022083,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,63.418290641768,60.6742299889992,66.1623512945369,attributable
1995,9,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,65.8574556664514,62.8084993855972,68.6015163192203,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,38.7679234798081,36.9218318855316,39.9986512093258,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,41.8447428036025,39.9986512093258,43.0754705331202,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,32.9585898502306,31.3891331906959,34.0048942899204,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,35.5743509494553,34.0048942899204,36.6206553891452,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,14.9924445175128,14.2785185881074,15.4683951371164,attributable
1995,9,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,16.1823210665218,15.4683951371164,16.6582716861253,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,137.661447093171,82.5968682559025,192.726025930439,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_coxme,199.609098285098,123.895302383854,279.452737599137,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_gee,89.3867217629832,53.6320330577899,125.141410468176,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,B,di_coxme,129.610746556326,80.4480495866849,181.455045178856,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_gee,38.3325122180661,22.9995073308397,53.6655171052925,attributable
1995,10,American Indian or Alaska Native,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,C,di_coxme,55.5821427161958,34.4992609962595,77.8149998026742,attributable
1995,10,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,25,150,A,di_gee,22.6720897548148,17.712570120949,27.6316093886805,attributable
