Year,Race,Hispanic.Origin,Education,Gender.Code,STATEFP,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method
2000,All,All Origins,666,A,42,YLL,absolute number,attributable,25,150,A,81010.0323182603,65120.3172913013,101136.214535937,nvss,GBD
2000,All,All Origins,666,A,42,YLL,absolute number,attributable,25,150,B,66518.0556037944,50869.6213211519,86826.6943299838,nvss,GBD
2000,All,All Origins,666,A,42,YLL,absolute number,attributable,25,150,C,35587.3019575196,20688.2554060698,55666.2993536211,nvss,GBD
2000,All,All Origins,666,A,42,YLL,age-adjusted rate,attributable,85,150,A,37.3659218728975,28.0626259427646,49.4486387121597,nvss,GBD
2000,All,All Origins,666,A,42,YLL,age-adjusted rate,attributable,85,150,B,30.1485904573861,21.4543480746398,41.7419738372473,nvss,GBD
2000,All,All Origins,666,A,42,YLL,age-adjusted rate,attributable,85,150,C,15.7563139253223,8.45985928383265,25.8829522992106,nvss,GBD
2000,All,All Origins,666,A,42,YLL,crude rate,attributable,25,150,A,980.075266729056,787.838376462007,1223.5657683466,nvss,GBD
2000,All,All Origins,666,A,42,YLL,crude rate,attributable,25,150,B,804.74848882997,615.430660351633,1050.44638508902,nvss,GBD
2000,All,All Origins,666,A,42,YLL,crude rate,attributable,25,150,C,430.542162002343,250.290573340413,673.461812389897,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,absolute number,attributable,25,150,A,236.531177271134,173.262067996193,319.916832176208,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,absolute number,attributable,25,150,B,233.203100856127,170.074542087981,316.616803864721,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,absolute number,attributable,25,150,C,144.037253326076,83.4432828103339,224.911773646889,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,age-adjusted rate,attributable,85,150,A,3.44900228081828,2.30664448871991,5.00389979097124,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,age-adjusted rate,attributable,85,150,B,3.39846832231496,2.26293331650867,4.94867201239942,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,age-adjusted rate,attributable,85,150,C,2.05873902196024,1.08607905955778,3.44192245247091,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,crude rate,attributable,25,150,A,34.0315001339691,24.9285026957155,46.0288146479042,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,crude rate,attributable,25,150,B,33.5526650211107,24.4698896298869,45.5540150243616,nvss,GBD
2000,All,All Origins,666,A,44,Deaths,crude rate,attributable,25,150,C,20.7237111928125,12.0056058693843,32.3597300926699,nvss,GBD
2000,All,All Origins,666,A,44,YLL,absolute number,attributable,25,150,A,4771.09083867188,3487.66595722206,6440.12294461984,nvss,GBD
2000,All,All Origins,666,A,44,YLL,absolute number,attributable,25,150,B,4706.29025697254,3424.02495974036,6374.05135615372,nvss,GBD
2000,All,All Origins,666,A,44,YLL,absolute number,attributable,25,150,C,2935.11102205201,1705.61255270011,4579.88854889566,nvss,GBD
2000,All,All Origins,666,A,44,YLL,age-adjusted rate,attributable,85,150,A,29.797765230496,20.0796250757668,43.0724592495193,nvss,GBD
2000,All,All Origins,666,A,44,YLL,age-adjusted rate,attributable,85,150,B,29.3610286195105,19.7128108140095,42.5973101932393,nvss,GBD
2000,All,All Origins,666,A,44,YLL,age-adjusted rate,attributable,85,150,C,17.7864290100489,9.42238109384738,29.6165858049042,nvss,GBD
2000,All,All Origins,666,A,44,YLL,crude rate,attributable,25,150,A,686.452333213227,501.796447554092,926.588398963484,nvss,GBD
2000,All,All Origins,666,A,44,YLL,crude rate,attributable,25,150,B,677.128991443974,492.639943792892,917.082187995115,nvss,GBD
2000,All,All Origins,666,A,44,YLL,crude rate,attributable,25,150,C,422.296258330793,245.399166762601,658.942637344779,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,absolute number,attributable,25,150,A,1206.70882569696,991.531755085396,1486.01469775916,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,absolute number,attributable,25,150,B,939.502773192991,725.638662372419,1217.24130997562,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,absolute number,attributable,25,150,C,488.304667006308,284.583297772848,760.481395726109,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,age-adjusted rate,attributable,85,150,A,4.11108266734778,3.18377900699623,5.27187841349648,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,age-adjusted rate,attributable,85,150,B,3.11821453377877,2.26291781789468,4.23608942611315,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,age-adjusted rate,attributable,85,150,C,1.58816388367526,0.874212816864731,2.56567511578225,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,crude rate,attributable,25,150,A,46.3690578699039,38.1006522471132,57.1016802467861,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,crude rate,attributable,25,150,B,36.1013838064538,27.8834300468075,46.7737796740632,nvss,GBD
2000,All,All Origins,666,A,45,Deaths,crude rate,attributable,25,150,C,18.7636212484666,10.9354130194712,29.2222987820136,nvss,GBD
2000,All,All Origins,666,A,45,YLL,absolute number,attributable,25,150,A,28815.007246147,23528.4096648366,35293.4553548473,nvss,GBD
2000,All,All Origins,666,A,45,YLL,absolute number,attributable,25,150,B,22552.0454678759,17387.9609624242,29067.7741392349,nvss,GBD
2000,All,All Origins,666,A,45,YLL,absolute number,attributable,25,150,C,11782.4470598777,6861.22145517621,18404.8949027093,nvss,GBD
2000,All,All Origins,666,A,45,YLL,age-adjusted rate,attributable,85,150,A,36.4588075081946,28.3009860275571,46.6975693917889,nvss,GBD
2000,All,All Origins,666,A,45,YLL,age-adjusted rate,attributable,85,150,B,27.6552480448836,20.1072706013287,37.500375167222,nvss,GBD
2000,All,All Origins,666,A,45,YLL,age-adjusted rate,attributable,85,150,C,14.0869871777996,7.76762293924006,22.7458416401214,nvss,GBD
2000,All,All Origins,666,A,45,YLL,crude rate,attributable,25,150,A,1107.2470094404,904.103928058611,1356.18820292673,nvss,GBD
2000,All,All Origins,666,A,45,YLL,crude rate,attributable,25,150,B,866.586105211144,668.150717834194,1116.95984359193,nvss,GBD
2000,All,All Origins,666,A,45,YLL,crude rate,attributable,25,150,C,452.752940837239,263.649662568382,707.227475808275,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,absolute number,attributable,25,150,A,58.8705990752155,25.7475637185635,107.863888506003,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,absolute number,attributable,25,150,B,58.8705990752155,25.7475637185635,107.863888506003,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,absolute number,attributable,25,150,C,55.5746556869194,22.5046865250827,104.682715979149,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,age-adjusted rate,attributable,85,150,A,1.16209895625273,0.469580785324658,2.17670766659453,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,age-adjusted rate,attributable,85,150,B,1.16209895625273,0.469580785324658,2.17670766659453,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,age-adjusted rate,attributable,85,150,C,1.10047896931868,0.416140607947099,2.11471550734422,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,crude rate,attributable,25,150,A,12.3897934301754,5.41878290376667,22.7008272067588,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,crude rate,attributable,25,150,B,12.3897934301754,5.41878290376667,22.7008272067588,nvss,GBD
2000,All,All Origins,666,A,46,Deaths,crude rate,attributable,25,150,C,11.6961355027884,4.73629318601604,22.0313237348625,nvss,GBD
2000,All,All Origins,666,A,46,YLL,absolute number,attributable,25,150,A,1211.59708130301,529.96604601111,2210.79830485416,nvss,GBD
2000,All,All Origins,666,A,46,YLL,absolute number,attributable,25,150,B,1211.59708130301,529.96604601111,2210.79830485416,nvss,GBD
2000,All,All Origins,666,A,46,YLL,absolute number,attributable,25,150,C,1143.71935677333,462.359019215985,2143.69771325528,nvss,GBD
2000,All,All Origins,666,A,46,YLL,age-adjusted rate,attributable,85,150,A,9.85535728258329,4.00701324770799,18.3892966764091,nvss,GBD
2000,All,All Origins,666,A,46,YLL,age-adjusted rate,attributable,85,150,B,9.85535728258329,4.00701324770799,18.3892966764091,nvss,GBD
2000,All,All Origins,666,A,46,YLL,age-adjusted rate,attributable,85,150,C,9.33241721328235,3.55110165550999,17.8643807001606,nvss,GBD
2000,All,All Origins,666,A,46,YLL,crude rate,attributable,25,150,A,254.990399176479,111.535638132292,465.280373279855,nvss,GBD
2000,All,All Origins,666,A,46,YLL,crude rate,attributable,25,150,B,254.990399176479,111.535638132292,465.280373279855,nvss,GBD
2000,All,All Origins,666,A,46,YLL,crude rate,attributable,25,150,C,240.704983389244,97.3071928713606,451.158511399521,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,absolute number,attributable,25,150,A,1998.2950493479,1633.45964509215,2460.23669152069,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,absolute number,attributable,25,150,B,1553.26186226353,1198.29409203293,2009.74821957093,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,absolute number,attributable,25,150,C,807.054229664635,469.626447818016,1259.86538008839,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,age-adjusted rate,attributable,85,150,A,4.99079187852877,3.81345013883732,6.49759342958113,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,age-adjusted rate,attributable,85,150,B,3.80624199759665,2.73124673845729,5.23852282242037,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,age-adjusted rate,attributable,85,150,C,1.94238967576367,1.04487066406175,3.18246896195597,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,crude rate,attributable,25,150,A,53.2671293135979,43.5419715282089,65.580778990598,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,crude rate,attributable,25,150,B,41.4041962932707,31.9420730071206,53.5724283231309,nvss,GBD
2000,All,All Origins,666,A,47,Deaths,crude rate,attributable,25,150,C,21.5130703689933,12.5184980732306,33.5833350239212,nvss,GBD
2000,All,All Origins,666,A,47,YLL,absolute number,attributable,25,150,A,46370.2263666264,37950.3634129323,56870.8844355764,nvss,GBD
2000,All,All Origins,666,A,47,YLL,absolute number,attributable,25,150,B,36214.2237860536,27941.9529731258,46870.2001986968,nvss,GBD
2000,All,All Origins,666,A,47,YLL,absolute number,attributable,25,150,C,18912.9282757744,10985.7912276096,29532.0963243553,nvss,GBD
2000,All,All Origins,666,A,47,YLL,age-adjusted rate,attributable,85,150,A,43.558193150159,33.3918440023846,56.6215162239613,nvss,GBD
2000,All,All Origins,666,A,47,YLL,age-adjusted rate,attributable,85,150,B,33.220756242163,23.8728680002497,45.6247075153262,nvss,GBD
2000,All,All Origins,666,A,47,YLL,age-adjusted rate,attributable,85,150,C,16.9546192591798,9.17628070170412,27.7133510420642,nvss,GBD
2000,All,All Origins,666,A,47,YLL,crude rate,attributable,25,150,A,1236.05813114431,1011.61583524634,1515.96670191276,nvss,GBD
2000,All,All Origins,666,A,47,YLL,crude rate,attributable,25,150,B,965.336796501991,744.828759286405,1249.38557784694,nvss,GBD
2000,All,All Origins,666,A,47,YLL,crude rate,attributable,25,150,C,504.148472215468,292.840420199324,787.216079189311,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,absolute number,attributable,25,150,A,3509.97960734604,2617.72454264703,4681.86798958749,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,absolute number,attributable,25,150,B,3362.35093479432,2472.35909088558,4532.47219830762,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,absolute number,attributable,25,150,C,1980.23657343513,1130.3582481526,3123.0377520401,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,age-adjusted rate,attributable,85,150,A,3.25145962414282,2.26855435829215,4.57659373174327,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,age-adjusted rate,attributable,85,150,B,3.11217965519264,2.14072007449367,4.43331550343248,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,age-adjusted rate,attributable,85,150,C,1.81454128086628,0.965062588174321,3.00974001004022,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,crude rate,attributable,25,150,A,27.3694293810897,20.4119781377578,36.5073503687642,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,crude rate,attributable,25,150,B,26.2182795226769,19.2784759777713,35.3424212191165,nvss,GBD
2000,All,All Origins,666,A,48,Deaths,crude rate,attributable,25,150,C,15.4410996978595,8.81408546744723,24.352210203742,nvss,GBD
2000,All,All Origins,666,A,48,YLL,absolute number,attributable,25,150,A,80536.4589683116,60365.5542397793,106730.404094328,nvss,GBD
2000,All,All Origins,666,A,48,YLL,absolute number,attributable,25,150,B,77133.407399526,56992.7355115414,103310.371881137,nvss,GBD
2000,All,All Origins,666,A,48,YLL,absolute number,attributable,25,150,C,45468.6753947265,25871.9588012916,71874.0902984481,nvss,GBD
2000,All,All Origins,666,A,48,YLL,age-adjusted rate,attributable,85,150,A,28.3314317663813,19.8066934012915,39.7738187376633,nvss,GBD
2000,All,All Origins,666,A,48,YLL,age-adjusted rate,attributable,85,150,B,27.1173921493012,18.6965580305356,38.5077456764026,nvss,GBD
2000,All,All Origins,666,A,48,YLL,age-adjusted rate,attributable,85,150,C,15.8098607257294,8.42831439301336,26.188925332736,nvss,GBD
2000,All,All Origins,666,A,48,YLL,crude rate,attributable,25,150,A,627.991376851017,470.706658909969,832.241375864749,nvss,GBD
2000,All,All Origins,666,A,48,YLL,crude rate,attributable,25,150,B,601.455729921003,444.406755684171,805.573320601957,nvss,GBD
2000,All,All Origins,666,A,48,YLL,crude rate,attributable,25,150,C,354.546703822195,201.739277311021,560.445660321326,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,absolute number,attributable,25,150,A,134.691742394567,90.8422136465576,196.516957132133,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,absolute number,attributable,25,150,B,134.691742394567,90.8422136465576,196.516957132133,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,absolute number,attributable,25,150,C,92.2775634850775,49.5456724298049,154.438058532373,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,age-adjusted rate,attributable,85,150,A,1.47118875363136,0.956143316094422,2.19151976442321,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,age-adjusted rate,attributable,85,150,B,1.47118875363136,0.956143316094422,2.19151976442321,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,age-adjusted rate,attributable,85,150,C,0.973753263862027,0.498215623771553,1.65908577785227,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,crude rate,attributable,25,150,A,11.1956882233229,7.55087938890883,16.3346508370377,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,crude rate,attributable,25,150,B,11.1956882233229,7.55087938890883,16.3346508370377,nvss,GBD
2000,All,All Origins,666,A,49,Deaths,crude rate,attributable,25,150,C,7.67018684605338,4.11827697435265,12.8370182344118,nvss,GBD
2000,All,All Origins,666,A,49,YLL,absolute number,attributable,25,150,A,2899.23480534991,1957.18687993366,4240.54627488383,nvss,GBD
2000,All,All Origins,666,A,49,YLL,absolute number,attributable,25,150,B,2899.23480534991,1957.18687993366,4240.54627488383,nvss,GBD
2000,All,All Origins,666,A,49,YLL,absolute number,attributable,25,150,C,2003.67464401996,1083.73693359777,3353.47955126474,nvss,GBD
2000,All,All Origins,666,A,49,YLL,age-adjusted rate,attributable,85,150,A,12.9884838459391,8.4477791090164,19.3036258680597,nvss,GBD
2000,All,All Origins,666,A,49,YLL,age-adjusted rate,attributable,85,150,B,12.9884838459391,8.4477791090164,19.3036258680597,nvss,GBD
2000,All,All Origins,666,A,49,YLL,age-adjusted rate,attributable,85,150,C,8.5977101088919,4.39710064623644,14.6285909679468,nvss,GBD
2000,All,All Origins,666,A,49,YLL,crude rate,attributable,25,150,A,240.986777584468,162.682980507641,352.47768828394,nvss,GBD
2000,All,All Origins,666,A,49,YLL,crude rate,attributable,25,150,B,240.986777584468,162.682980507641,352.47768828394,nvss,GBD
2000,All,All Origins,666,A,49,YLL,crude rate,attributable,25,150,C,166.547081629631,90.0811037778219,278.743973845597,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,absolute number,attributable,30,150,A,47.0782934984239,20.8760015141753,85.6796006664362,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,absolute number,attributable,30,150,B,47.0782934984239,20.8760015141753,85.6796006664362,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,absolute number,attributable,30,150,C,43.1246525696695,16.9197432668752,81.8909581375093,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,age-adjusted rate,attributable,85,150,A,1.23607731764071,0.554847012055305,2.230532321029,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,age-adjusted rate,attributable,85,150,B,1.23607731764071,0.554847012055305,2.230532321029,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,age-adjusted rate,attributable,85,150,C,1.10501062381565,0.438608703915836,2.09850087708524,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,crude rate,attributable,30,150,A,11.6164969855785,5.15112147530302,21.1413105468776,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,crude rate,attributable,30,150,B,11.6164969855785,5.15112147530302,21.1413105468776,nvss,GBD
2000,All,All Origins,666,A,50,Deaths,crude rate,attributable,30,150,C,10.6409421275318,4.17492079790442,20.2064687918724,nvss,GBD
2000,All,All Origins,666,A,50,YLL,absolute number,attributable,30,150,A,991.964219885173,425.965216049694,1832.35090698607,nvss,GBD
2000,All,All Origins,666,A,50,YLL,absolute number,attributable,30,150,B,991.964219885173,425.965216049694,1832.35090698607,nvss,GBD
2000,All,All Origins,666,A,50,YLL,absolute number,attributable,30,150,C,915.474607266843,350.244678305687,1755.65470809711,nvss,GBD
2000,All,All Origins,666,A,50,YLL,age-adjusted rate,attributable,85,150,A,10.6830833687836,4.82294761105771,19.2303240022259,nvss,GBD
2000,All,All Origins,666,A,50,YLL,age-adjusted rate,attributable,85,150,B,10.6830833687836,4.82294761105771,19.2303240022259,nvss,GBD
2000,All,All Origins,666,A,50,YLL,age-adjusted rate,attributable,85,150,C,9.55037572477346,3.8069245108636,18.0957629337639,nvss,GBD
2000,All,All Origins,666,A,50,YLL,crude rate,attributable,30,150,A,244.765655545345,105.106266189709,452.129786485109,nvss,GBD
2000,All,All Origins,666,A,50,YLL,crude rate,attributable,30,150,B,244.765655545345,105.106266189709,452.129786485109,nvss,GBD
2000,All,All Origins,666,A,50,YLL,crude rate,attributable,30,150,C,225.891960507128,86.4223392015929,433.205116600278,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,absolute number,attributable,25,150,A,1623.11160365695,1304.68710180476,2030.88176528331,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,absolute number,attributable,25,150,B,1359.72944679233,1045.01335872995,1769.00339658071,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,absolute number,attributable,25,150,C,712.264739587062,414.267879800186,1109.30515056302,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,age-adjusted rate,attributable,85,150,A,3.7573714736687,2.86245275700757,4.92597339439254,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,age-adjusted rate,attributable,85,150,B,3.11666094669408,2.26059374232714,4.23951648008022,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,age-adjusted rate,attributable,85,150,C,1.60495878184176,0.880636205662506,2.60546304411494,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,crude rate,attributable,25,150,A,34.690077410553,27.8845252884551,43.4051765082747,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,crude rate,attributable,25,150,B,29.060922034172,22.3346282706176,37.8081609598832,nvss,GBD
2000,All,All Origins,666,A,51,Deaths,crude rate,attributable,25,150,C,15.2229328515754,8.85397207844218,23.7087095294339,nvss,GBD
2000,All,All Origins,666,A,51,YLL,absolute number,attributable,25,150,A,37289.4356416831,29954.2733737422,46546.9555845176,nvss,GBD
2000,All,All Origins,666,A,51,YLL,absolute number,attributable,25,150,B,31286.6366238014,24013.027435433,40571.8607420461,nvss,GBD
2000,All,All Origins,666,A,51,YLL,absolute number,attributable,25,150,C,16466.8679469132,9563.75221620515,25724.1883485644,nvss,GBD
2000,All,All Origins,666,A,51,YLL,age-adjusted rate,attributable,85,150,A,32.9126184856039,25.1179116549452,43.062514674428,nvss,GBD
2000,All,All Origins,666,A,51,YLL,age-adjusted rate,attributable,85,150,B,27.3019229998187,19.8479140510497,37.048788988434,nvss,GBD
2000,All,All Origins,666,A,51,YLL,age-adjusted rate,attributable,85,150,C,14.0618442206825,7.72884319409043,22.771046309321,nvss,GBD
2000,All,All Origins,666,A,51,YLL,crude rate,attributable,25,150,A,796.971327228108,640.200008287049,994.828383220509,nvss,GBD
2000,All,All Origins,666,A,51,YLL,crude rate,attributable,25,150,B,668.676044179712,513.220273159335,867.125209788857,nvss,GBD
2000,All,All Origins,666,A,51,YLL,crude rate,attributable,25,150,C,351.939399916032,204.402028774865,549.792191199166,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,absolute number,attributable,25,150,A,534.292159442439,301.394729645611,860.674828088486,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,absolute number,attributable,25,150,B,533.619344552939,300.732350635297,860.019334563142,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,absolute number,attributable,25,150,C,443.720823811021,213.157252955498,773.082919565961,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,age-adjusted rate,attributable,85,150,A,1.74165541966013,0.978111138111627,2.82044926705656,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,age-adjusted rate,attributable,85,150,B,1.73932142562377,0.975852934766107,2.81802583705328,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,age-adjusted rate,attributable,85,150,C,1.40488517122976,0.662948288091187,2.46185470027858,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,crude rate,attributable,25,150,A,13.9470333716303,7.86753516425819,22.4668476550338,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,crude rate,attributable,25,150,B,13.9294703743994,7.85024458269479,22.4497368105056,nvss,GBD
2000,All,All Origins,666,A,53,Deaths,crude rate,attributable,25,150,C,11.5827811207967,5.5642054030472,20.1803696492115,nvss,GBD
2000,All,All Origins,666,A,53,YLL,absolute number,attributable,25,150,A,11237.0315753615,6298.50777342874,18340.5935737611,nvss,GBD
2000,All,All Origins,666,A,53,YLL,absolute number,attributable,25,150,B,11223.5423193902,6285.43479058638,18327.4251849901,nvss,GBD
2000,All,All Origins,666,A,53,YLL,absolute number,attributable,25,150,C,9408.82076500028,4483.97517563334,16563.2851026066,nvss,GBD
2000,All,All Origins,666,A,53,YLL,age-adjusted rate,attributable,85,150,A,15.2461800688238,8.58759260286235,24.6168343456173,nvss,GBD
2000,All,All Origins,666,A,53,YLL,age-adjusted rate,attributable,85,150,B,15.2257358492261,8.56777158802653,24.5956387531071,nvss,GBD
2000,All,All Origins,666,A,53,YLL,age-adjusted rate,attributable,85,150,C,12.297816253732,5.80869287779697,21.4920193239275,nvss,GBD
2000,All,All Origins,666,A,53,YLL,crude rate,attributable,25,150,A,293.328755831228,164.414724332011,478.758421040076,nvss,GBD
2000,All,All Origins,666,A,53,YLL,crude rate,attributable,25,150,B,292.976635554212,164.073470348124,478.414676602892,nvss,GBD
2000,All,All Origins,666,A,53,YLL,crude rate,attributable,25,150,C,245.605582784683,117.048604039748,432.363990351179,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,absolute number,attributable,25,150,A,652.92463564732,516.045396228186,830.561888793942,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,absolute number,attributable,25,150,B,576.059171536923,440.154615976666,753.072073585692,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,absolute number,attributable,25,150,C,311.258345882174,181.664472314942,483.940553091453,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,age-adjusted rate,attributable,85,150,A,4.61778305751549,3.41636371545155,6.1696340190944,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,age-adjusted rate,attributable,85,150,B,4.02773549891786,2.87097032806492,5.5586065418671,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,age-adjusted rate,attributable,85,150,C,2.14174343898541,1.15618900605799,3.51012162955375,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,crude rate,attributable,25,150,A,52.9562517608015,41.854493506083,67.3637386071257,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,crude rate,attributable,25,150,B,46.7219842099908,35.6992788826698,61.0788322963112,nvss,GBD
2000,All,All Origins,666,A,54,Deaths,crude rate,attributable,25,150,C,25.2449891262649,14.7341193863294,39.2505909068124,nvss,GBD
2000,All,All Origins,666,A,54,YLL,absolute number,attributable,25,150,A,14541.0480466166,11492.7076736676,18460.5359863736,nvss,GBD
2000,All,All Origins,666,A,54,YLL,absolute number,attributable,25,150,B,12888.8486465158,9862.49969499772,16800.8084039629,nvss,GBD
2000,All,All Origins,666,A,54,YLL,absolute number,attributable,25,150,C,6998.84192911333,4084.29552135347,10940.3636735936,nvss,GBD
2000,All,All Origins,666,A,54,YLL,age-adjusted rate,attributable,85,150,A,40.5421041897439,30.0736032459484,54.0662297957407,nvss,GBD
2000,All,All Origins,666,A,54,YLL,age-adjusted rate,attributable,85,150,B,35.3611628838274,25.276104716943,48.6703355117711,nvss,GBD
2000,All,All Origins,666,A,54,YLL,age-adjusted rate,attributable,85,150,C,18.8039534491295,10.1956337442107,30.7960646599962,nvss,GBD
2000,All,All Origins,666,A,54,YLL,crude rate,attributable,25,150,A,1179.36950021668,932.130123067957,1497.26436706516,nvss,GBD
2000,All,All Origins,666,A,54,YLL,crude rate,attributable,25,150,B,1045.36584556206,799.910109566214,1362.65012996971,nvss,GBD
2000,All,All Origins,666,A,54,YLL,crude rate,attributable,25,150,C,567.649641316917,331.261787480076,887.331586867084,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,absolute number,attributable,25,150,A,949.237193619076,698.43539362151,1277.48915502068,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,absolute number,attributable,25,150,B,915.704160759961,665.561214915755,1244.8968750905,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,absolute number,attributable,25,150,C,570.151253548421,327.471411665376,896.226401192479,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,age-adjusted rate,attributable,85,150,A,2.79411671688869,1.92482882384811,3.96291330646611,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,age-adjusted rate,attributable,85,150,B,2.69184153351062,1.83047882234098,3.85210840815849,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,age-adjusted rate,attributable,85,150,C,1.65647302429613,0.891745517927328,2.71932832201768,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,crude rate,attributable,25,150,A,27.2714138754423,20.0659232621191,36.7020336983747,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,crude rate,attributable,25,150,B,26.3080158715007,19.1214540195246,35.76566335691,nvss,GBD
2000,All,All Origins,666,A,55,Deaths,crude rate,attributable,25,150,C,16.3803429866033,9.40819476937356,25.7484233417286,nvss,GBD
2000,All,All Origins,666,A,55,YLL,absolute number,attributable,25,150,A,20000.562167792,14654.4866136248,26862.0520325436,nvss,GBD
2000,All,All Origins,666,A,55,YLL,absolute number,attributable,25,150,B,19319.1341863376,13993.342450488,26179.2763377256,nvss,GBD
2000,All,All Origins,666,A,55,YLL,absolute number,attributable,25,150,C,12080.5323581204,6985.50242688703,19027.7665122708,nvss,GBD
2000,All,All Origins,666,A,55,YLL,age-adjusted rate,attributable,85,150,A,24.3231850568456,16.8058031744573,34.3713985787894,nvss,GBD
2000,All,All Origins,666,A,55,YLL,age-adjusted rate,attributable,85,150,B,23.4329207405045,15.9828574317391,33.3998135456048,nvss,GBD
2000,All,All Origins,666,A,55,YLL,age-adjusted rate,attributable,85,150,C,14.421235570485,7.77496316890097,23.6508682024725,nvss,GBD
