Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,rural_urban_class,source,measure1,measure2,label_cause,value,min_age,max_age,scenario,method,mean,lower,upper
1991,11,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,801.743225921664,25,150,B,di_gee,35.3568762631454,33.6732154887099,36.4793167794357
1991,11,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,801.743225921664,25,150,B,di_gee,38.1629775538713,36.4793167794357,39.2854180701616
1991,11,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,801.743225921664,25,150,C,di_gee,15.1529469699194,14.43137806659,15.6339929054724
1991,11,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,801.743225921664,25,150,C,di_gee,16.355561808802,15.6339929054724,16.836607744355
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,A,di_coxme,25.2455324462136,19.7230722236044,30.7679926688228
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,A,di_coxme,36.8164014840615,30.5050183725081,43.1277845956149
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,B,di_coxme,19.0465744065785,14.8801362551395,23.2130125580176
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,B,di_coxme,27.776254342927,23.0146107412824,32.5378979445716
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,C,di_coxme,8.36132277107484,6.53228341490221,10.1903621272474
1991,12,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,290.624756212206,25,150,C,di_coxme,12.1935957078175,10.1032650150488,14.2839264005862
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,A,di_gee,218.533680837078,209.077896570089,227.989465104067
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,A,di_gee,226.938822407735,216.432395444414,236.394606674724
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,B,di_gee,164.660770467305,157.536025591316,171.785515343294
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,B,di_gee,170.993877023739,163.077493828196,178.118621899729
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,C,di_gee,71.6565947194547,68.5560689864015,74.7571204525081
1991,12,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1148.75966478904,25,150,C,di_gee,74.41261759328,70.9675890009985,77.5131433263333
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,A,di_gee,42.2015000452631,40.1919048050125,43.5412302054301
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,A,di_gee,45.5508254456808,43.5412302054301,46.8905556058479
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,B,di_gee,33.2976046736787,31.7120044511226,34.3546714887161
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,B,di_gee,35.9402717112723,34.3546714887161,36.9973385263097
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,C,di_gee,14.7953182013718,14.0907792394017,15.2650108426852
1991,12,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,784.753775070754,25,150,C,di_gee,15.9695498046553,15.2650108426852,16.4392424459687
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,A,di_coxme,76.3724643504004,59.6659877737502,93.0789409270503
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,A,di_coxme,111.376510511,92.2833944234004,130.4696265986
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,B,di_coxme,33.7338346945389,26.3545583551085,41.1131110339692
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,B,di_coxme,49.1951755962025,40.7617169225678,57.6286342698372
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,C,di_coxme,14.4579745356609,11.2952926059851,17.6206564653368
1991,13,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,502.013004710449,25,150,C,di_coxme,21.0845461978388,17.4700525639236,24.6990398317541
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,A,di_gee,365.899322432295,350.067140211667,381.731504652923
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,A,di_gee,379.972373295075,362.3810597166,395.804555515704
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,B,di_gee,176.786307425703,169.13689989286,184.435714958546
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,B,di_gee,183.58578078823,175.086439085071,191.235188321073
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,C,di_gee,75.7667904373761,72.4884196972974,79.0451611774549
1991,13,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1214.21138521436,25,150,C,di_gee,78.6808977618906,75.0382636062475,81.9592685019694
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,A,di_gee,80.704836710757,76.8617492483402,83.266895019035
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,A,di_gee,87.1099824814522,83.266895019035,89.6720407897302
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,B,di_gee,40.1447770765454,38.2331210252814,41.4192144440548
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,B,di_gee,43.330870495319,41.4192144440548,44.6053078628283
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,C,di_gee,17.2093076037368,16.3898167654637,17.7556348292523
1991,13,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,910.545375859092,25,150,C,di_gee,18.5751256675255,17.7556348292523,19.121452893041
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,A,di_coxme,0,0,0
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,A,di_coxme,0,0,0
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,B,di_coxme,0,0,0
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,B,di_coxme,0,0,0
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,C,di_coxme,0,0,0
1991,15,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,684.506315754825,25,150,C,di_coxme,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,A,di_gee,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,A,di_gee,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,B,di_gee,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,B,di_gee,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,C,di_gee,0,0,0
1991,15,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,769.134693282432,25,150,C,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,A,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,A,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,B,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,B,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,C,di_gee,0,0,0
1991,15,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,757.520119867554,25,150,C,di_gee,0,0,0
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,A,di_coxme,46.0794701246428,35.9995860348771,56.1593542144084
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,A,di_coxme,67.199227265104,55.6793597339434,78.7190947962647
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,B,di_coxme,33.6123369112652,26.2596382119259,40.9650356106044
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,B,di_coxme,49.0179913289283,40.6149071011121,57.4210755567446
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,C,di_coxme,18.0623102292236,14.1111798665809,22.0134405918663
1991,16,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,662.182824900774,25,150,C,di_coxme,26.3408690842844,21.8252915269786,30.8564466415903
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,A,di_gee,211.885780723652,202.717645980801,221.053915466502
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,A,di_gee,220.035233828407,209.848417447463,229.203368571258
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,B,di_gee,154.888630946302,148.186719030356,161.590542862248
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,B,di_gee,160.845885982698,153.399317187203,167.547797898644
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,C,di_gee,79.187867731506,75.7614696085082,82.6142658545039
1991,16,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1310.15607415773,25,150,C,di_gee,82.2335549519486,78.4264459263954,85.6599530749465
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,A,di_gee,31.3813667657038,29.887015967337,32.3776006312817
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,A,di_gee,33.8719514296486,32.3776006312817,34.8681852952265
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,B,di_gee,23.937426543228,22.7975490887886,24.6973448461876
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,B,di_gee,25.837222300627,24.6973448461876,26.5971406035867
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,C,di_gee,13.6809551986906,13.0294811416101,14.1152712367442
1991,16,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,806.154644104664,25,150,C,di_gee,14.7667452938248,14.1152712367442,15.2010613318784
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,A,di_coxme,57.3917362373434,44.8372939354244,69.9461785392622
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,A,di_coxme,83.6962820127923,69.3483479534566,98.0442160721281
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,B,di_coxme,26.7492753433826,20.8978713620177,32.6006793247476
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,B,di_coxme,39.0093598757663,32.3220410399207,45.6966787116119
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,C,di_coxme,11.463975147164,8.95623058372185,13.9717197106061
1991,17,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,398.05469260986,25,150,C,di_coxme,16.7182970896141,13.8523033028231,19.5842908764051
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,A,di_gee,428.658425012424,410.110704699387,447.206145325462
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,A,di_gee,445.145287512902,424.536709387305,463.69300782594
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,B,di_gee,185.957016442528,177.910799384918,194.003233500137
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,B,di_gee,193.109209382625,184.168968207503,201.155426440234
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,C,di_gee,79.6958641896547,76.2474854506793,83.1442429286302
1991,17,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1277.17731073165,25,150,C,di_gee,82.7610897354106,78.9295578032157,86.2094684743861
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,A,di_gee,75.1044719491794,71.5280685230282,77.4887408999471
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,A,di_gee,81.0651443260986,77.4887408999471,83.4494132768662
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,B,di_gee,38.8218199252746,36.9731618335949,40.054258653061
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,B,di_gee,41.9029167447409,40.054258653061,43.1353554725274
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,C,di_gee,16.6379228251177,15.8456407858264,17.1661108513119
1991,17,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,880.313376990353,25,150,C,di_gee,17.9583928906032,17.1661108513119,18.4865809167974
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,A,di_coxme,46.2102565332316,36.1017629165871,56.318750149876
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,A,di_coxme,67.389957444296,55.8373933109882,78.9425215776039
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,B,di_coxme,21.7523535284155,16.9940261940746,26.5106808627564
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,B,di_coxme,31.7221822289393,26.2840938468354,37.1602706110432
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,C,di_coxme,9.3224372264638,7.28315408317483,11.3617203697527
1991,18,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,323.695737029993,25,150,C,di_coxme,13.5952209552597,11.2646116486438,15.9258302618756
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,A,di_gee,410.703208487721,392.932396582003,428.47402039344
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,A,di_gee,426.499485737249,406.754139175339,444.270297642968
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,B,di_gee,178.096252823059,170.390164960523,185.802340685596
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,B,di_gee,184.946108700869,176.383788853607,192.652196563406
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,C,di_gee,76.3269654955969,73.0243564116528,79.629574579541
1991,18,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1223.18854960892,25,150,C,di_gee,79.2626180146583,75.5930523658315,82.5652270986024
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,A,di_gee,80.499704272533,76.6663850214602,83.0552504399151
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,A,di_gee,86.8885696909882,83.0552504399151,89.4441158583702
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,B,di_gee,39.5766914690338,37.6920871133656,40.8330943728127
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,B,di_gee,42.717698728481,40.8330943728127,43.9741016322599
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,C,di_gee,16.9614392010145,16.1537516200138,17.4998975883483
1991,18,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,897.430645556323,25,150,C,di_gee,18.307585169349,17.4998975883483,18.8460435566828
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,A,di_coxme,40.2284745257299,31.4284957232264,49.0284533282332
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,A,di_coxme,58.6665253500226,48.6094067185902,68.7236439814551
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,B,di_coxme,31.709406989877,24.7729742108414,38.6458397689126
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,B,di_coxme,46.2428851935706,38.3155334461014,54.1702369410399
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,C,di_coxme,13.9007933401474,10.8599947969902,16.9415918833047
1991,19,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,482.666435421785,25,150,C,di_coxme,20.271990287715,16.7967919526781,23.7471886227518
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,A,di_gee,242.747399198774,232.243905964211,253.250892433336
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,A,di_gee,252.083837629496,240.413289591093,262.587330864058
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,B,di_gee,175.479585343206,167.886718669702,183.07245201671
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,B,di_gee,182.228800164098,173.792281637982,189.821666837602
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,C,di_gee,75.7321783579229,72.4553052558974,79.0090514599484
1991,19,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1213.65670445389,25,150,C,di_gee,78.6449544486122,75.0039843352505,81.9218275506378
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,A,di_gee,39.038380636678,37.1794101301696,40.2776943076837
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,A,di_gee,42.1366648141922,40.2776943076837,43.3759784851978
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,B,di_gee,33.8258913089135,32.2151345799176,34.899729128244
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,B,di_gee,36.51048585724,34.899729128244,37.5843236765706
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,C,di_gee,15.3209415943792,14.5913729470278,15.8073206926135
1991,19,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,810.631830390435,25,150,C,di_gee,16.5368893399649,15.8073206926135,17.0232684381992
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,A,di_coxme,35.7029898759588,27.8929608405927,43.5130189113247
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,A,di_coxme,52.0668602357731,43.1411127667835,60.9926077047628
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,B,di_coxme,26.8987462398813,21.0146454999072,32.7828469798553
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,B,di_coxme,39.2273382664935,32.5026517065232,45.9520248264638
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,C,di_coxme,12.3090170456334,9.61641956690106,15.0016145243657
1991,20,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,433.18724401904,25,150,C,di_coxme,17.9506498582153,14.873395596807,21.0279041196237
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,A,di_gee,228.402490555582,218.519690483465,238.285290627698
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,A,di_gee,237.187201730796,226.206312761778,247.070001802913
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,B,di_gee,162.214987813503,155.196070071572,169.233905555433
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,B,di_gee,168.45402580633,160.655228315296,175.47294354826
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,C,di_gee,71.5729205881786,68.4760153704209,74.6698258059363
1991,20,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1149.33037501672,25,150,C,di_gee,74.3257252261854,70.8847194286769,77.4226304439432
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,A,di_gee,38.1382273986275,36.3221213320263,39.3489647763618
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,A,di_gee,41.1650708429631,39.3489647763618,42.3758082206973
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,B,di_gee,30.6310489297771,29.1724275521688,31.6034631815161
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,B,di_gee,33.0620845591246,31.6034631815161,34.0344988108635
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,C,di_gee,15.0193527649946,14.3041454904711,15.496157614677
1991,20,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,812.031518370011,25,150,C,di_gee,16.2113648892006,15.496157614677,16.688169738883
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,A,di_coxme,113.819146273264,88.921208025987,138.71708452054
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,A,di_coxme,165.986254981842,137.531468413527,194.441041550158
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,B,di_coxme,52.8488693278665,41.2881791623957,64.4095594933372
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,B,di_coxme,77.0712677698052,63.8590504378387,90.2834851017718
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,C,di_coxme,22.6503647078944,17.6955974280425,27.6051319877462
1991,21,Asian or Pacific Islander,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,786.470996801887,25,150,C,di_coxme,33.0317818656792,27.3691906887057,38.6943730426528
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,A,di_gee,391.922569093231,374.964381007466,408.880757178996
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,A,di_gee,406.996514058355,388.15408285195,423.95470214412
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,B,di_gee,175.661207769544,168.060482433362,183.261933105727
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,B,di_gee,182.417408068373,173.972157694837,190.018133404555
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,C,di_gee,75.3239979504448,72.064786500666,78.5832094002237
1991,21,Black or African American,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,1207.11535176995,25,150,C,di_gee,78.2210747946927,74.5997287393828,81.4802862444716
1991,21,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,956.833434027017,25,150,A,di_gee,84.318653269046,80.3034793038534,86.9954359125077
1991,21,White,All Origins,A,666,666,nvss,Deaths,age-adjusted rate,all-cause,956.833434027017,25,150,A,di_gee,91.0106098777005,86.9954359125077,93.6873925211623
