Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr,min_age,max_age
2001,27,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,4.40500648266305,18.5977868901944,37.475520009313,EPA,attributable,25,150
2001,27,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,12.3931858368171,52.3236072389069,105.434824133561,EPA,attributable,25,150
2001,27,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,141.021793690906,595.389195511668,1199.74058426761,EPA,attributable,25,150
2001,27,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,39.154293889085,165.308091248261,333.104509576988,EPA,attributable,25,150
2001,27,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,357.478754064504,1509.2630878138,3041.24460510433,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,20.4115497104804,85.9926741387887,172.94209154502,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,5.17546382081485,21.8039286665191,43.8504449972133,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,20.5821759490984,86.7115125780609,174.387766126207,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,YLL,absolute number,645.90775638813,2721.17188585058,5472.61917489585,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,44.4530376585245,187.278067372124,376.63976607555,EPA,attributable,25,150
2001,27,Black or African American,All Origins,A,666,nvss,YLL,crude rate,651.307092182321,2743.91897414625,5518.36643262229,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,8.72773603734067,36.7484128119858,73.8666452354998,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,5.39456897630216,22.7140058814482,45.6565953720527,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,18.3726339620678,77.3585651986901,155.495632442531,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,YLL,absolute number,237.849970759485,1001.4749386774,2013.02827379254,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,46.121537508944,194.196214533843,390.346733025971,EPA,attributable,25,150
2001,27,Black or African American,All Origins,F,666,nvss,YLL,crude rate,500.694616789081,2108.19076009894,4237.59741030765,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,11.6584481754981,49.1427066255908,98.8810604388069,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,4.73670032069989,19.9661456421538,40.1742962391847,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,22.5645928261716,95.1143024088698,191.381462904382,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,YLL,absolute number,406.409038402736,1713.09593211456,3446.95589706659,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,41.1997848811056,173.665389335843,349.435736006126,EPA,attributable,25,150
2001,27,Black or African American,All Origins,M,666,nvss,YLL,crude rate,786.593064050044,3315.64815474975,6671.48450087405,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,5.51031865456982,23.3330623426576,47.1444516380337,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,4.33157293851189,18.3417453239747,37.0594957783311,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,8.29842272005335,35.1390957240107,70.9985416674705,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,170.306875968974,721.152659850585,1457.08892372046,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,36.3127486703941,153.763816881423,310.679786570186,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,256.478533732379,1086.04057084212,2194.34493497253,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,2.0444175439589,8.6600271568217,17.5032079052545,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,3.60529305904501,15.2717999764232,30.8665879718671,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,6.96114114869045,29.4869663823137,59.5975617326246,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,51.3743764070638,217.618703265685,439.839891764164,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,29.3835049957833,124.466722552839,251.565830300182,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,174.927223967666,740.980977444534,1497.63319065737,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,3.47092510149146,14.6929316552616,29.6789322607928,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,5.50789268039861,23.3157121952409,47.0964855136241,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,9.37251937863923,39.6752400703739,80.1418525660703,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,119.208683629729,504.627726058585,1019.32088503573,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,47.557215744852,201.316623154266,406.648758855922,EPA,attributable,25,150
2001,27,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,321.898532740336,1362.64338848752,2752.46640843498,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,902.915162592694,3845.32062005143,7810.06966447972,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,5.28869617999367,22.5234145096429,45.746363901357,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,30.8523765598553,131.39360670668,266.86805165097,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,16425.7658707584,69953.7883732018,142080.209811392,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,43.7566994536907,186.3503301811,378.488351042551,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,561.264152961472,2390.30277715253,4854.84386176125,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,474.017771382125,2018.44421117278,4099.0320770277,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,5.02312164783419,21.3892630702957,43.4370565923069,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,31.3591133101297,133.532168095269,271.175510974134,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,7523.55088210409,32036.4944992851,65059.3253265053,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,40.651939398129,173.102522109774,351.534507030089,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,497.727930998254,2119.40589934665,4304.06385154235,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,428.934143047888,1827.02479050888,3711.3239193981,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,5.96592288738637,25.4115676967741,51.619747861316,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,30.313645499774,129.119546010591,262.286785631111,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,8896.48767360876,37894.1704492038,76976.263225584,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,51.6024862646513,219.798361089866,446.487053265496,EPA,attributable,25,150
2001,27,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,628.732820415224,2678.05785135862,5440.06858194344,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,1.84883599426651,7.7822067549361,15.6382679643671,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,0.617948029285181,2.60109568540202,5.22687620750703,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,26.903899800153,113.245150683005,227.565016943642,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,61.7262429342718,259.820982612626,522.10771016643,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,6.17341281193158,25.9854173301526,52.2174406529466,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,898.228214992313,3780.8641241651,7597.60928647308,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,0.798092059237494,3.35897441698129,6.74911924934,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,1.1787867216101,4.96122520596001,9.9684893009538,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,22.6344883504678,95.2630294095658,191.410075137266,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,absolute number,24.7761300437416,104.27667586148,209.521012353047,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,age-adjusted rate,11.7762929969055,49.5635389998417,99.5870148454032,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,crude rate,702.669598517913,2957.36460185707,5942.1727836939,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,absolute number,1.05028012526653,4.42143409963821,8.88581299589587,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,31.3891250826816,132.140887616205,265.565241957438,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,36.9289470077624,155.462244439233,312.434472815577,EPA,attributable,25,150
2001,28,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,1103.67444733301,4646.21172860828,9337.55148880982,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,1.70906435722947,7.18453353734627,14.4207241382746,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,4.79544894640396,20.1590207158273,40.462985541033,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,13.1689347914122,55.3593276109283,111.116690848163,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,49.2342971050789,206.970239150342,415.428602024765,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,37.4581117423412,157.465726156022,316.063636744861,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,379.36736866296,1594.77761712392,3201.0217446815,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,0.997497303949309,4.19401599411947,8.41954594097941,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,3.05525002163554,12.845916882222,25.7883583409124,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,13.8830522470328,58.3718301199648,117.182267793729,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,26.0265091128391,109.429464178171,219.681184391456,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,22.23702562142,93.4964342746929,187.695403354991,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,362.233947290732,1523.02664131066,3057.4973471323,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,0.711351348862474,2.98968672852896,5.9996472960091,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,8.35760367367673,35.1255632332074,70.4893219954861,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,12.2794985130757,51.608609158104,103.567189642829,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,23.2147773450131,97.5676954083607,195.797022593948,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,68.6229381673848,288.41034439559,578.77647393025,EPA,attributable,25,150
2001,28,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,400.738431641862,1684.2343415909,3379.88991185824,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,286.466280240754,1201.8868717329,2408.09975356704,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,7.36209739431036,30.8881317522055,61.887440665183,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,50.9030862168343,213.567024374681,427.902750967902,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,YLL,absolute number,7178.59721544552,30118.2454823348,60344.8970361997,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,60.422649431242,253.506936473279,507.926332840837,EPA,attributable,25,150
2001,28,Black or African American,All Origins,A,666,nvss,YLL,crude rate,1275.58731403447,5351.80491469572,10722.8728421303,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,147.209033834612,617.566825009706,1237.25202433029,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,7.12683243824488,29.8982689215112,59.8990947198788,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,46.963370766015,197.019293043565,394.714400577529,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,YLL,absolute number,3302.62791131896,13855.083348167,27757.6923266808,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,57.2297325584776,240.088419247431,481.000388463994,EPA,attributable,25,150
2001,28,Black or African American,All Origins,F,666,nvss,YLL,crude rate,1053.62106564546,4420.11878839611,8855.39944383751,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,139.221702705401,584.182133642434,1170.59170091395,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,7.88684100355004,33.0936306310077,66.3134442818832,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,55.842135269882,234.316755902193,469.526940397792,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,YLL,absolute number,3873.99390030666,16255.4973716115,32572.9754841901,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,67.4983082377552,283.226716505722,567.533350860122,EPA,attributable,25,150
2001,28,Black or African American,All Origins,M,666,nvss,YLL,crude rate,1553.86758825519,6520.11622803924,13065.0930694308,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,1.22551432230146,5.1530337363786,10.3452116163637,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,2.04145708432843,8.58390394586169,17.2330140568585,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,6.42673618071978,27.0230936933169,54.2514637178861,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,41.0740501661962,172.707868316575,346.727682555729,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,16.5888449878122,69.7526551213362,140.0351744137,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,215.396980262186,905.699660792778,1818.27931488662,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,0.386723947118519,1.62612745667466,3.26467442014967,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,2.80783356832307,11.8066007891247,23.7033741893738,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,5.20279762032179,21.8771351631193,43.9213563857078,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,10.1067349861518,42.4975990775119,85.3197724794873,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,21.769535213034,91.5382644202049,183.77564999035,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,135.971142017379,571.74221818259,1147.85110291252,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,0.838946143593892,3.52754270637617,7.08177773936489,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,0.862788375152224,3.62779287222953,7.28303664733634,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,7.20991873147037,30.3157675006547,60.8609293517093,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,30.9760935183734,130.246135103111,261.477820961401,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,8.61941224298697,36.2423083092643,72.7588561135841,EPA,attributable,25,150
2001,28,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,266.209122708606,1119.33770284558,2247.14524717601,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,595.096919406723,2501.01613971131,5018.74751042813,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,7.55503136553893,31.7515597292547,63.7153270677417,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,51.0092109694563,214.376609503767,430.18597847403,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,12339.2966615349,51858.4101123412,104063.409473285,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,64.0069251067104,269.00215330432,539.802149118356,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,1057.67273547716,4445.08532256924,8919.87882127783,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,305.947133955408,1285.70921712691,2579.83758482721,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,7.25990440705256,30.5089506508277,61.2176816609654,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,50.2393570148408,211.125378235851,423.633259082368,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,5485.03926466725,23050.274888058,46251.4888317406,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,60.5367390411558,254.398994864794,510.463858975104,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,900.69432027496,3785.06892488215,7594.92344263769,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,289.138902508654,1215.26462007366,2438.83125494552,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,8.41882374549771,35.384718388883,71.0111655756278,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,51.8479491360711,217.919407114579,437.327518921779,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,6852.24455816272,28800.3112254264,57797.3702258119,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,74.1194813599972,311.527721014013,625.183626875331,EPA,attributable,25,150
2001,28,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,1228.73409367288,5164.42809515829,10364.1367026939,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,3.10728726249697,13.0237341590431,26.0720772646807,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,3.22024874357975,13.4971954696822,27.0198945129504,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,16.067466065965,67.3444033251106,134.816057007502,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,84.8387109635478,355.588886589536,711.849674786768,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,25.6219417341891,107.390572417312,214.984064276091,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,438.6923365404,1838.71392827724,3680.90219135823,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,1.60484824668214,6.72601165772878,13.4638981190108,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,3.31851857700955,13.9081029508559,27.8407607194469,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,16.4938154849141,69.1265329674079,138.375109136802,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,absolute number,37.30181086405,156.334042950596,312.944094350656,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,age-adjusted rate,24.8571659388643,104.177817577797,208.539561556752,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,crude rate,383.369073628469,1606.72192138331,3216.28051747848,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,absolute number,1.50251691100123,6.2980151674488,12.6087052483444,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,age-adjusted rate,2.98742018115856,12.5222002326361,25.0696017072337,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,15.6365585492895,65.5428782126008,131.217663111088,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,47.5302430284324,199.229831833387,398.860618699014,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,age-adjusted rate,27.4823610897,115.19625883272,230.624353024878,EPA,attributable,25,150
2001,29,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,494.642970428061,2073.36696673314,4150.90663647637,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,4.66542153086218,19.3842802669375,38.4996878022729,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,4.26788461559312,17.7325609247401,35.2191595527905,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,9.89191232902675,41.0997376535863,81.6293948822681,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,129.094161313944,536.371126849126,1065.30243297536,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,34.4996782275549,143.342124062796,284.695998475893,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,273.713343469477,1137.24689773795,2258.7194321418,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,2.44815460410963,10.176449557306,20.2201876523206,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,2.98284523810503,12.3990429574467,24.6363895282872,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,9.78674636861734,40.6813893955866,80.8322512585272,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,65.012738303265,270.243901596292,536.96354228467,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,23.2995391021385,96.8511482009219,192.439256927225,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,259.895016203338,1080.3274099392,2146.56622940104,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,2.2176957300024,9.20948094604923,18.2825393723521,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,6.39808713102897,26.5694976669817,52.7454142145324,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,10.0126223757389,41.5796692674578,82.5434077039692,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,64.1296884139637,266.312973206578,528.68098066983,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,53.0747046954714,220.404663722558,437.544413845206,EPA,attributable,25,150
2001,29,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,289.53762433502,1202.37018920302,2386.92934520669,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,202.889151779258,838.617959499785,1657.77821641365,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,8.7843603074745,36.3090990916069,71.7757506261539,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,55.0458654462937,227.525478590866,449.771886965085,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,YLL,absolute number,5211.99267999012,21543.1462347312,42586.4461121885,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,73.9445967759674,305.64111644453,604.190715381666,EPA,attributable,25,150
2001,29,Black or African American,All Origins,A,666,nvss,YLL,crude rate,1414.06598260092,5844.87203247342,11554.1307259141,EPA,attributable,25,150
2001,29,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,102.934659636034,425.211800159081,840.094203272887,EPA,attributable,25,150
2001,29,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,8.35609754987164,34.5181233808829,68.1977201697815,EPA,attributable,25,150
