Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age
1993,12,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,B,261.431355764497,1097.30684290496,2199.34281638209,EPA,attributable,25,150
1993,12,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,A,245.173627637069,1016.92369380505,2016.69810987914,EPA,attributable,25,150
1993,12,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,B,214.916017559092,902.067833553655,1808.02336415159,EPA,attributable,25,150
1993,12,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,A,243.034837316099,1008.05248455454,1999.10529437407,EPA,attributable,25,150
1993,12,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,B,213.04118174332,894.198577916916,1792.25093826466,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,A,544.435889108159,2257.26002976908,4474.72761186334,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,B,476.548068089597,1999.52225015749,4006.38120406633,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,44.4740713157173,184.391855038279,365.533130548056,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,38.928427000472,163.337680211602,327.274683672071,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,A,51.2501895970253,212.48600029832,421.226159206196,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,B,44.859604831885,188.223988304495,377.138613405346,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,absolute number,A,15890.0527526192,65881.0002554475,130600.607396741,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,absolute number,B,13908.6604917004,58358.5958800122,116931.322775212,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,A,1125.28770167483,4665.50240679798,9248.75830324675,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,B,984.971217008787,4132.78742702505,8280.73899489278,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,crude rate,A,1495.80186128523,6201.67373511004,12294.020332741,EPA,attributable,25,150
1993,12,Black or African American,All Origins,A,666,nvss,YLL,crude rate,B,1309.28453009954,5493.55610697557,11007.2693258288,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,absolute number,A,4661.65646387249,19393.547958312,38564.5807336668,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,absolute number,B,4192.89492870552,17611.6246671493,35322.585404354,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,29.1388918952765,121.224397765612,241.057906710587,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,26.2087764301511,110.086024410718,220.792974672381,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,crude rate,A,56.1658891042253,233.662834746765,464.644699073071,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,Deaths,crude rate,B,50.5180236717212,212.193362094861,425.583573150606,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,absolute number,A,93786.581737387,390173.446899436,775870.172153686,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,absolute number,B,84355.6975926639,354323.423266943,710645.361552299,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,age-adjusted rate,A,630.127335678244,2621.47260293131,5212.86729247036,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,age-adjusted rate,B,566.763709569718,2380.60573842825,4774.63897277901,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,crude rate,A,1129.98604469249,4700.9981794674,9348.0586538674,EPA,attributable,25,150
1993,12,White,All Origins,A,666,nvss,YLL,crude rate,B,1016.35819649466,4269.0597757409,8562.1986258982,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,absolute number,A,2717.44694558062,10953.8193109026,21169.6046226365,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,absolute number,B,1810.15815538603,7587.43760893899,15188.6285470133,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,49.8306465974611,200.863497946749,388.193443214836,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,33.1934176206264,139.133138435768,278.518475827912,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,crude rate,A,62.1880113723468,250.675083458344,484.460465791842,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,Deaths,crude rate,B,41.4249618142371,173.636382148706,347.587505378214,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,absolute number,A,64842.2462637839,261374.09984826,505137.632394381,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,absolute number,B,43193.0128677669,181047.324125328,362422.822736708,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,age-adjusted rate,A,1089.93720907381,4393.45293119348,8490.88877967494,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,age-adjusted rate,B,726.033945601866,3043.23533710853,6091.98697884911,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,crude rate,A,1483.89662385814,5981.47298523524,11559.9330757974,EPA,attributable,25,150
1993,13,All,All Origins,A,666,nvss,YLL,crude rate,B,988.459988076304,4143.21724659586,8293.94467428427,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,A,0.809058955904163,3.26343057832218,6.31085318602865,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,B,0.542721500641007,2.27487790433099,4.55390278306911,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,18.0561118763724,72.8313643807435,140.841987262783,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,12.112145921845,50.7694150666488,101.631379920056,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,A,8.9458088888121,36.0839294374413,69.7794469927982,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,B,6.00090115702133,25.1534487431557,50.3527508079293,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,A,23.9540109208581,96.6212055896847,186.847009151666,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,B,16.0684912495785,67.3528792510125,134.828539010803,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,A,310.911377055088,1254.09611700784,2425.18303535481,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,B,208.5611782557,874.207518137308,1750.00866738657,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,A,264.860801867073,1068.3459264671,2065.97754479949,EPA,attributable,25,150
1993,13,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,B,177.670181883885,744.724449922739,1490.80649061038,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,A,8.3147224080959,33.2280590436119,63.7164992370253,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,B,5.12396264084236,21.4770726266002,42.9922213096882,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,26.0741388754225,104.199873855113,199.808576669297,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,16.0682349851768,67.3499543121549,134.819311333861,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,A,14.0051582612069,55.968702594977,107.322843970802,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,B,8.63070397150425,36.1755674284563,72.4152694330176,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,A,280.226108811411,1119.86537037975,2147.39900767964,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,B,172.689843636898,723.828913993832,1448.94108251196,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,A,548.706372958278,2192.79091512558,4204.78850381168,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,B,338.141289370379,1417.31810688338,2837.14893443579,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,A,472.00745980463,1886.27965837348,3617.03752409446,EPA,attributable,25,150
1993,13,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,B,290.875446170389,1219.20347992022,2440.56844904236,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,A,748.23057910614,3011.46545511996,5811.97163467506,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,B,491.321248373585,2059.36200132607,4122.35787723116,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,62.714495616559,252.412214039902,487.142439489484,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,41.1811079871363,172.609691198883,345.52396312157,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,A,70.4376784857686,283.496346476703,547.133197711205,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,B,46.2524910001784,193.866279440897,388.074648200784,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,absolute number,A,21069.4934766416,84800.1318491698,163659.842116452,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,absolute number,B,13835.1600784739,57989.7634026372,116081.853412707,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,A,1565.28728132486,6299.94109660648,12158.5585155391,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,B,1027.83676930521,4308.15478320906,8623.91157817666,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,crude rate,A,1983.46104637773,7982.99961206917,15406.7738768466,EPA,attributable,25,150
1993,13,Black or African American,All Origins,A,666,nvss,YLL,crude rate,B,1302.42813461443,5459.09833690627,10927.8295983096,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,absolute number,A,1958.23306311662,7899.27648548484,15276.4513968967,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,absolute number,B,1313.18045570573,5504.3635494044,11018.7989399024,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,46.4351210756135,187.313689530627,362.246906959908,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,31.1391399743685,130.523681105656,261.286193415546,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,crude rate,A,60.456906676409,243.875884995037,471.632827493464,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,Deaths,crude rate,B,40.5420732369471,169.937276459697,340.185502810151,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,absolute number,A,43499.3764759316,175471.249159025,339344.75065612,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,absolute number,B,29170.4455917345,122271.647234299,244767.026166213,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,age-adjusted rate,A,958.088070056829,3864.81196001169,7474.17971427542,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,age-adjusted rate,B,642.488655789038,2693.07323488182,5391.07423396955,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,crude rate,A,1342.96463154486,5417.35768566599,10476.6558730729,EPA,attributable,25,150
1993,13,White,All Origins,A,666,nvss,YLL,crude rate,B,900.584787411346,3774.91612476905,7556.73956134789,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,absolute number,A,70.796485038623,312.277888289018,654.695390364119,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,absolute number,B,70.796485038623,312.277888289018,654.695390364119,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,7.19318184191906,31.7285757117453,66.5194464299479,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,7.19318184191906,31.7285757117453,66.5194464299479,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,crude rate,A,9.35762096298705,41.2757513616171,86.5352468544169,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,Deaths,crude rate,B,9.35762096298705,41.2757513616171,86.5352468544169,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,absolute number,A,1585.70042469759,6994.40346245182,14663.8743149688,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,absolute number,B,1585.70042469759,6994.40346245182,14663.8743149688,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,age-adjusted rate,A,148.48975230218,654.976956217346,1373.16925120663,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,age-adjusted rate,B,148.48975230218,654.976956217346,1373.16925120663,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,crude rate,A,209.592093831672,924.494717896257,1938.21737920322,EPA,attributable,25,150
1993,15,All,All Origins,A,666,nvss,YLL,crude rate,B,209.592093831672,924.494717896257,1938.21737920322,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,A,0.195981692249305,0.862065367984127,1.80285532788541,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,B,0.195981692249305,0.862065367984127,1.80285532788541,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,15.9473949776257,70.1478631090034,146.701692751647,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,15.9473949776257,70.1478631090034,146.701692751647,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,A,6.50669628981756,28.6210281535234,59.8557545778687,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,B,6.50669628981756,28.6210281535234,59.8557545778687,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,A,6.23368891189523,27.4201496275251,57.3443322088181,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,B,6.23368891189523,27.4201496275251,57.3443322088181,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,A,263.178169805709,1157.64275323402,2421.00249350733,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,B,263.178169805709,1157.64275323402,2421.00249350733,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,A,206.961783263454,910.36353345037,1903.86229112942,EPA,attributable,25,150
1993,15,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,B,206.961783263454,910.36353345037,1903.86229112942,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,A,48.297969923489,213.184580306571,447.217593786687,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,B,48.297969923489,213.184580306571,447.217593786687,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,6.88474325349856,30.3888776969441,63.7496424082897,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,6.88474325349856,30.3888776969441,63.7496424082897,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,A,9.91677564425593,43.7721017480482,91.8249058660681,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,B,9.91677564425593,43.7721017480482,91.8249058660681,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,A,1045.7065996706,4615.6913619297,9682.77528128787,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,B,1045.7065996706,4615.6913619297,9682.77528128787,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,A,141.695215167439,625.43487903886,1312.03430037855,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,B,141.695215167439,625.43487903886,1312.03430037855,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,A,214.709598665922,947.716348159098,1988.11482615919,EPA,attributable,25,150
1993,15,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,B,214.709598665922,947.716348159098,1988.11482615919,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,A,0.278371023825593,1.23224007040989,2.59157510825167,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,B,0.278371023825593,1.23224007040989,2.59157510825167,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,3.34927019863113,14.8259143091298,31.1809941936333,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,3.34927019863113,14.8259143091298,31.1809941936333,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,A,1.77532540705097,7.85867391843042,16.5279024760948,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,B,1.77532540705097,7.85867391843042,16.5279024760948,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,absolute number,A,10.573154913534,46.8032375498629,98.433826599607,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,absolute number,B,10.573154913534,46.8032375498629,98.433826599607,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,A,80.701198648096,357.232765600619,751.311019186799,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,B,80.701198648096,357.232765600619,751.311019186799,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,crude rate,A,67.4308349077422,298.490035394534,627.766751273004,EPA,attributable,25,150
1993,15,Black or African American,All Origins,A,666,nvss,YLL,crude rate,B,67.4308349077422,298.490035394534,627.766751273004,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,absolute number,A,21.8994306555923,96.4651632947138,201.994721725316,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,absolute number,B,21.8994306555923,96.4651632947138,201.994721725316,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,8.01244982457478,35.2941723862091,73.9047785354065,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,8.01244982457478,35.2941723862091,73.9047785354065,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,crude rate,A,8.73043799058854,38.4568503008746,80.5273169053246,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,Deaths,crude rate,B,8.73043799058854,38.4568503008746,80.5273169053246,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,absolute number,A,521.969623694401,2299.23260455645,4814.51369879766,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,absolute number,B,521.969623694401,2299.23260455645,4814.51369879766,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,age-adjusted rate,A,166.559967704586,733.682748911198,1536.30634769374,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,age-adjusted rate,B,166.559967704586,733.682748911198,1536.30634769374,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,crude rate,A,208.088671541381,916.613221398678,1919.35644187437,EPA,attributable,25,150
1993,15,White,All Origins,A,666,nvss,YLL,crude rate,B,208.088671541381,916.613221398678,1919.35644187437,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,absolute number,A,230.705891722382,969.319073594077,1945.61785004306,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,absolute number,B,206.821744943753,879.120271050678,1782.57013064349,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,23.8877843943963,100.365382377206,201.453458204893,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,21.4147684500156,91.0260042984608,184.571146539867,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,crude rate,A,34.8586262278221,146.459767583979,293.974136986681,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,Deaths,crude rate,B,31.2498386970358,132.831132785866,269.338357356537,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,absolute number,A,4695.14947968093,19726.8388338628,39595.7232305107,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,absolute number,B,4209.07763087333,17891.1819389834,36277.5010161284,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,age-adjusted rate,A,471.97623625199,1983.02507433456,3980.32916798251,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,age-adjusted rate,B,423.114243094778,1798.49709795285,3646.76747019855,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,crude rate,A,709.416042971705,2980.63693316332,5982.73631422288,EPA,attributable,25,150
1993,16,All,All Origins,A,666,nvss,YLL,crude rate,B,635.972765164828,2703.27740366277,5481.36780972367,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,A,1.74960862945533,7.40587682556772,14.9647321494564,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,B,1.62474245949583,6.93456528119597,14.1131846466565,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,32.6167423604122,138.062634297642,278.97714082683,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,30.2889488033077,129.276299482269,263.102330289847,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,A,22.3992911209234,94.8134275453554,191.585355901375,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,B,20.8006972154119,88.7794812597103,180.683454700506,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,A,47.8853460135578,202.69274416902,409.572383739336,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,B,44.467861866969,189.793335694194,386.2662305048,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,A,640.772294779272,2712.30983231317,5480.64612778542,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,B,595.041620548339,2539.69786940975,5168.77749711201,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,A,613.050134599383,2594.96535871233,5243.53327025139,EPA,attributable,25,150
1993,16,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,B,569.297937101127,2429.82122256041,4945.15722064781,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,A,1.12967776100958,4.71354340650026,9.40128002804098,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,B,0.978116742522814,4.1412893654822,8.3670706286761,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,31.5504418985358,131.643184026309,262.565617855035,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,27.3175382574337,115.660867213941,233.681484085401,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,A,19.7496112064612,82.4046050087459,164.358042448269,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,B,17.0999430510982,72.4001637322063,146.277458543289,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,A,21.5876722593447,90.0738544669466,179.654552004544,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,B,18.6914042196333,79.1383177033095,159.89124043765,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,A,458.674660086843,1913.8049755436,3817.13181411063,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,B,397.137466883442,1681.45692302223,3397.21946292088,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,A,377.406857680852,1574.71773543613,3140.81384623328,EPA,attributable,25,150
1993,16,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,B,326.772801042541,1383.53702278513,2795.30140625263,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,A,0.535025216777212,2.2293265292491,4.44069089853961,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,B,0.462277938120346,1.9545641289032,3.94397224499093,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,A,67.2645308965928,280.275767390068,558.293293064385,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,B,58.1185852113909,245.732042369748,495.844746396253,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,A,26.3299811406108,109.710951242574,218.537937920257,EPA,attributable,25,150
1993,16,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,B,22.7498985295446,96.1891795720079,194.093122292861,EPA,attributable,25,150
